construct_id	u2os_cas9b_t21_S3_trimmed53_len_filtered_counts	u2os_trex2b_t21_S5_trimmed53_len_filtered_counts	u2os_trex2a_t21_S4_trimmed53_len_filtered_counts	u2os_parent_t21_S1_trimmed53_len_filtered_counts	u2os_cas9a_t21_S2_trimmed53_len_filtered_counts
GATA3_chr10_8097790__CASP8_chr2_202134297	23	8	3820	330	409
GATA3_chr10_8097790__CDH1_chr16_68771300	803	3329	112	1029	914
GATA3_chr10_8097790__CDK4_chr12_58143253	186	5524	1909	754	327
GATA3_chr10_8097790__CDK4_chr12_58145497	969	163	4079	164	742
GATA3_chr10_8097790__CDK6_chr7_92244474	561	505	721	553	841
GATA3_chr10_8097790__CDK6_chr7_92462628	29	178	0	482	123
GATA3_chr10_8097790__CDK9_chr9_130548409	1258	291	199	510	497
GATA3_chr10_8097790__CDKN1B_chr12_12871196	671	2630	275	493	226
GATA3_chr10_8097790__CDKN2A_chr9_21971100	613	133	5	763	559
GATA3_chr10_8097790__CHEK1_chr11_125496687	324	2	88	769	66
GATA3_chr10_8097790__CHEK1_chr11_125499147	443	1	7	253	93
GATA3_chr10_8097790__CHEK2_chr22_29090029	52	6	184	176	81
GATA3_chr10_8097790__CHEK2_chr22_29130694	405	5	635	191	604
GATA3_chr10_8097790__DHFR_chr5_79949819	1	217	3	177	584
GATA3_chr10_8097790__EGFR_chr7_55209986	945	1665	308	691	344
GATA3_chr10_8097790__EGFR_chr7_55209992	402	188	96	793	436
GATA3_chr10_8097790__FGFR2_chr10_123298118	885	795	552	787	681
GATA3_chr10_8097790__FGFR2_chr10_123353328	733	132	209	792	620
GATA3_chr10_8097790__FGFR3_chr4_1795655	226	1071	143	591	13
GATA3_chr10_8097790__FLT3_chr13_28636131	17	518	459	225	79
GATA3_chr10_8097790__HDAC1_chr1_32792601	35	674	215	762	571
GATA3_chr10_8097790__HDAC2_chr6_114266539	457	541	137	650	379
GATA3_chr10_8097790__HDAC2_chr6_114267214	656	73	2	418	632
GATA3_chr10_8097790__HDAC6_chrX_48674389	740	146	6	126	690
GATA3_chr10_8097790__HSP90AA1_chr14_102551760	62	88	23	24	290
GATA3_chr10_8097790__IGF1R_chr15_99434664	1108	547	1006	835	427
GATA3_chr10_8097790__JAK2_chr9_5050816	661	658	235	809	1466
GATA3_chr10_8097790__KDM5C_chrX_53241021	132	0	190	238	131
GATA3_chr10_8097790__KDM5C_chrX_53254068	552	1675	1486	459	648
GATA3_chr10_8097790__KDM6A_chrX_44732838	1001	1	2	227	119
GATA3_chr10_8097790__KDM6A_chrX_44820615	745	144	232	1431	1878
GATA3_chr10_8097790__KDM6A_chrX_44820616	263	46	591	349	362
GATA3_chr10_8097790__KIT_chr4_55524176	357	675	182	356	16
GATA3_chr10_8097790__KMT2D_chr12_49448161	485	556	321	591	179
GATA3_chr10_8097790__KMT2D_chr12_49448168	812	117	568	1162	1081
GATA3_chr10_8097790__MAP2K1_chr15_66679721	1394	360	4506	261	417
GATA3_chr10_8097790__MAP2K1_chr15_66679728	386	2099	2168	358	1675
GATA3_chr10_8097790__MAP2K1_chr15_66679756	171	316	232	452	497
GATA3_chr10_8097790__MAP3K1_chr5_56111382	21	3266	8	167	313
GATA3_chr10_8097790__MAP3K1_chr5_56152466	841	480	99	698	242
GATA3_chr10_8097790__MET_chr7_116340207	1008	516	527	1006	890
GATA3_chr10_8097790__MLH1_chr3_37035029	982	559	2401	608	1113
GATA3_chr10_8097790__MLH1_chr3_37038179	2209	224	45	734	2255
GATA3_chr10_8097790__MSH6_chr2_48010356	1148	103	448	186	146
GATA3_chr10_8097790__MSH6_chr2_48018154	190	222	745	139	312
GATA3_chr10_8097790__MTOR_chr1_11317010	555	97	501	1040	787
GATA3_chr10_8097790__MTOR_chr1_11317149	515	2	188	61	60
GATA3_chr10_8097790__MTOR_chr1_11319459	7	1	442	373	257
GATA3_chr10_8097790__NF1_chr17_29483039	106	2	1	113	272
GATA3_chr10_8097790__NonTargetingControlGuideForHuman0352	4135	5	432	805	1636
GATA3_chr10_8097790__PARP1_chr1_226578249	493	7	451	399	1078
GATA3_chr10_8097790__PARP1_chr1_226578301	211	59	2339	195	196
GATA3_chr10_8097790__PBRM1_chr3_52696257	341	998	1469	149	418
GATA3_chr10_8097790__PBRM1_chr3_52702516	325	506	691	445	226
GATA3_chr10_8097790__PDGFRA_chr4_55124932	1238	1951	7	591	672
GATA3_chr10_8097790__PIK3CA_chr3_178919070	1510	215	59	559	851
GATA3_chr10_8097790__PIK3CA_chr3_178919167	364	187	420	353	934
GATA3_chr10_8097790__PIK3R1_chr5_67522521	155	33	9018	274	233
GATA3_chr10_8097790__PIK3R1_chr5_67576410	371	1	230	98	8
GATA3_chr10_8097790__PTEN_chr10_89711868	285	673	1508	697	661
GATA3_chr10_8097790__RB1_chr13_48936969	701	185	196	446	1975
GATA3_chr10_8097790__ROR1_chr1_64240072	309	1157	577	481	608
GATA3_chr10_8097790__RPS6KB1_chr17_57970538	780	152	117	368	780
GATA3_chr10_8097790__RPS6KB1_chr17_57987949	669	2683	738	688	715
GATA3_chr10_8097790__RUNX1_chr21_36252902	282	682	1300	599	581
GATA3_chr10_8097790__RUNX1_chr21_36421144	81	18	259	218	570
GATA3_chr10_8097790__SETD2_chr3_47142972	430	1624	401	569	293
GATA3_chr10_8097790__SETD2_chr3_47205411	2101	158	1109	683	1132
GATA3_chr10_8097790__SMAD4_chr18_48573460	14	1987	323	143	404
GATA3_chr10_8097790__SMAD4_chr18_48575673	382	439	2640	769	281
GATA3_chr10_8097790__SMAD4_chr18_48586241	492	243	6	208	230
GATA3_chr10_8097790__SMARCB1_chr22_24129339	597	5	526	158	221
GATA3_chr10_8097790__SMO_chr7_128845081	195	2	408	682	1236
GATA3_chr10_8097790__TOP1_chr20_39657693	47	409	1785	1361	493
GATA3_chr10_8097790__TOP1_chr20_39690109	135	0	2	137	72
GATA3_chr10_8097790__TP53_chr17_7577537	2716	189	2230	884	966
GATA3_chr10_8097790__TSC1_chr9_135796748	386	407	4652	829	1525
GATA3_chr10_8097790__TSC1_chr9_135796796	559	1880	7	389	723
GATA3_chr10_8097790__TYMS_chr18_659665	352	11	444	710	259
GATA3_chr10_8097790__VEGFA_chr6_43738425	181	7	597	142	269
GATA3_chr10_8097790__VEGFA_chr6_43742077	1955	1050	804	1903	1054
GATA3_chr10_8097790__VHL_chr3_10183518	327	23	189	842	1106
GATA3_chr10_8097790__VHL_chr3_10183791	416	699	12	698	273
GATA3_chr10_8097790__WEE1_chr11_9595845	136	3	988	740	74
HDAC1_chr1_32757816__ABL1_chr9_133589790	393	22	113	292	874
HDAC1_chr1_32757816__ABL1_chr9_133738283	442	34	50	342	149
HDAC1_chr1_32757816__ADA_chr20_43257696	26	7	6	161	210
HDAC1_chr1_32757816__ADA_chr20_43257769	28	53	2	225	60
HDAC1_chr1_32757816__AKT1_chr14_105239686	313	404	737	558	770
HDAC1_chr1_32757816__AKT1_chr14_105258968	44	503	165	40	305
HDAC1_chr1_32757816__ALK_chr2_29541171	157	54	97	130	110
HDAC1_chr1_32757816__APC_chr5_112043408	769	265	521	318	480
HDAC1_chr1_32757816__ARID1A_chr1_27022876	125	2	446	129	19
HDAC1_chr1_32757816__ARID2_chr12_46254608	240	0	3	191	265
HDAC1_chr1_32757816__ATM_chr11_108098390	301	1	1612	226	122
HDAC1_chr1_32757816__ATM_chr11_108098402	31	0	0	93	0
HDAC1_chr1_32757816__BCL2_chr18_60795960	447	1250	55	140	517
HDAC1_chr1_32757816__BRAF_chr7_140534469	701	566	462	127	255
HDAC1_chr1_32757816__BRCA1_chr17_41267735	1	1	2	188	215
HDAC1_chr1_32757816__BRCA1_chr17_41276018	7	268	302	88	18
HDAC1_chr1_32757816__BRCA2_chr13_32914228	174	3753	121	78	70
HDAC1_chr1_32757816__BRD4_chr19_15376361	58	0	0	54	44
HDAC1_chr1_32757816__BRD4_chr19_15376403	235	10	34	474	93
HDAC1_chr1_32757816__BRD4_chr19_15383894	137	28	0	11	66
HDAC1_chr1_32757816__BTK_chrX_100626613	0	1	27	31	102
HDAC1_chr1_32757816__BTK_chrX_100629565	420	69	82	94	293
HDAC1_chr1_32757816__BTK_chrX_100645534	16	0	66	16	17
HDAC1_chr1_32757816__CASP8_chr2_202131404	131	1	194	22	269
HDAC1_chr1_32757816__CASP8_chr2_202134297	276	216	17	261	59
HDAC1_chr1_32757816__CDH1_chr16_68771300	114	343	957	101	480
HDAC1_chr1_32757816__CDH1_chr16_68772255	0	62	38	39	0
HDAC1_chr1_32757816__CDK4_chr12_58144705	208	463	184	173	210
HDAC1_chr1_32757816__CDK4_chr12_58145497	118	67	2	276	465
HDAC1_chr1_32757816__CDK6_chr7_92252365	87	1	2	192	0
HDAC1_chr1_32757816__CDK6_chr7_92462628	0	0	0	74	0
HDAC1_chr1_32757816__CDK9_chr9_130548998	156	0	0	311	99
HDAC1_chr1_32757816__CDK9_chr9_130550235	17	1	117	84	33
HDAC1_chr1_32757816__CDKN1B_chr12_12870777	7	0	186	47	32
HDAC1_chr1_32757816__CDKN1B_chr12_12870931	0	0	0	82	50
HDAC1_chr1_32757816__CDKN1B_chr12_12871196	132	33	0	0	28
HDAC1_chr1_32757816__CDKN2A_chr9_21968726	127	0	113	23	55
HDAC1_chr1_32757816__CDKN2A_chr9_21971100	79	635	187	393	226
HDAC1_chr1_32757816__CDKN2A_chr9_21994327	248	1	111	144	201
HDAC1_chr1_32757816__CHEK1_chr11_125496687	88	1	511	588	107
HDAC1_chr1_32757816__CHEK1_chr11_125499147	52	0	5	196	121
HDAC1_chr1_32757816__CHEK2_chr22_29085137	324	1	583	121	76
HDAC1_chr1_32757816__DHFR_chr5_79949819	94	37	333	130	0
HDAC1_chr1_32757816__EGFR_chr7_55086962	109	0	1	186	14
HDAC1_chr1_32757816__EGFR_chr7_55209986	150	0	159	600	197
HDAC1_chr1_32757816__ERBB2_chr17_37855800	225	1	14	76	218
HDAC1_chr1_32757816__FGFR2_chr10_123298118	172	1066	42	127	264
HDAC1_chr1_32757816__FGFR2_chr10_123298215	106	6	0	119	27
HDAC1_chr1_32757816__FGFR3_chr4_1795735	146	3	47	244	74
HDAC1_chr1_32757816__FLT3_chr13_28636131	151	0	41	87	0
HDAC1_chr1_32757816__FLT3_chr13_28636172	224	604	1	8	196
HDAC1_chr1_32757816__FNTA_chr8_42911471	30	196	32	94	1
HDAC1_chr1_32757816__FNTA_chr8_42914260	109	8	19	284	0
HDAC1_chr1_32757816__FNTA_chr8_42924781	90	1	4	129	66
HDAC1_chr1_32757816__GATA3_chr10_8097790	3	136	0	123	53
HDAC1_chr1_32757816__HDAC2_chr6_114267214	204	0	54	153	59
HDAC1_chr1_32757816__HDAC2_chr6_114292056	4	60	69	65	97
HDAC1_chr1_32757816__HDAC6_chrX_48661089	248	15	397	327	30
HDAC1_chr1_32757816__HSP90AA1_chr14_102605736	248	110	938	192	177
HDAC1_chr1_32757816__IGF1R_chr15_99434664	239	164	100	312	166
HDAC1_chr1_32757816__JAK2_chr9_5021970	17	56	13	132	114
HDAC1_chr1_32757816__JAK2_chr9_5050816	558	90	234	528	849
HDAC1_chr1_32757816__KDM5C_chrX_53241021	37	1	28	27	0
HDAC1_chr1_32757816__KDM5C_chrX_53241022	227	332	3	13	191
HDAC1_chr1_32757816__KDM6A_chrX_44820615	300	12	26	313	174
HDAC1_chr1_32757816__KIT_chr4_55524229	36	276	303	48	19
HDAC1_chr1_32757816__KMT2D_chr12_49448161	161	150	1	29	46
HDAC1_chr1_32757816__MAP2K1_chr15_66679721	347	71	582	308	706
HDAC1_chr1_32757816__MAP2K1_chr15_66679728	172	282	343	516	290
HDAC1_chr1_32757816__MAP2K1_chr15_66679756	220	26	243	275	118
HDAC1_chr1_32757816__MLH1_chr3_37035029	124	11	178	253	98
HDAC1_chr1_32757816__MSH6_chr2_48018154	176	488	2506	23	168
HDAC1_chr1_32757816__MTOR_chr1_11317149	53	8	88	17	405
HDAC1_chr1_32757816__MTOR_chr1_11319459	170	176	457	283	39
HDAC1_chr1_32757816__NonTargetingControlGuideForHuman0362	482	774	70	393	245
HDAC1_chr1_32757816__NonTargetingControlGuideForHuman0412	170	6	8	115	53
HDAC1_chr1_32757816__PARP1_chr1_226578301	78	2	196	316	53
HDAC1_chr1_32757816__PBRM1_chr3_52696257	61	0	127	75	276
HDAC1_chr1_32757816__PDGFRA_chr4_55124932	88	0	201	240	55
HDAC1_chr1_32757816__PIK3CA_chr3_178919070	280	14	1	160	235
HDAC1_chr1_32757816__PIK3R1_chr5_67576410	644	621	203	153	174
HDAC1_chr1_32757816__PIK3R1_chr5_67576421	776	206	189	24	261
HDAC1_chr1_32757816__PRKDC_chr8_48872683	14	396	1	170	241
HDAC1_chr1_32757816__PTEN_chr10_89653786	180	37	74	63	85
HDAC1_chr1_32757816__PTEN_chr10_89685297	23	1	0	208	136
HDAC1_chr1_32757816__ROR1_chr1_64240072	9	0	94	156	681
HDAC1_chr1_32757816__ROR1_chr1_64240089	1	2	95	37	122
HDAC1_chr1_32757816__RPS6KB1_chr17_57987949	62	0	28	129	7
HDAC1_chr1_32757816__RRM2_chr2_10262728	0	0	311	75	83
HDAC1_chr1_32757816__RUNX1_chr21_36252860	131	16	17	99	495
HDAC1_chr1_32757816__RUNX1_chr21_36252902	205	155	14	271	308
HDAC1_chr1_32757816__RUNX1_chr21_36421144	483	321	181	74	82
HDAC1_chr1_32757816__SETD2_chr3_47142972	305	297	2	433	33
HDAC1_chr1_32757816__SMAD4_chr18_48575673	205	1	0	275	75
HDAC1_chr1_32757816__SMAD4_chr18_48586241	15	2	1	238	102
HDAC1_chr1_32757816__SMARCA4_chr19_11094819	60	1	1	119	0
HDAC1_chr1_32757816__SMARCA4_chr19_11095011	48	116	1440	285	273
HDAC1_chr1_32757816__SMARCB1_chr22_24133949	518	104	385	208	181
HDAC1_chr1_32757816__SMO_chr7_128828974	109	267	587	571	57
HDAC1_chr1_32757816__SMO_chr7_128845117	71	0	1	61	50
HDAC1_chr1_32757816__SRC_chr20_36012562	437	0	220	322	1
HDAC1_chr1_32757816__SRC_chr20_36014563	209	364	468	285	43
HDAC1_chr1_32757816__SRC_chr20_36022600	360	1290	4073	150	365
HDAC1_chr1_32757816__TP53_chr17_7577537	5	130	287	48	349
HDAC1_chr1_32757816__TP53_chr17_7579881	507	0	18	199	58
HDAC1_chr1_32757816__TSC1_chr9_135804256	70	10	36	139	38
HDAC1_chr1_32757816__TYMS_chr18_659665	435	5	658	170	250
HDAC1_chr1_32757816__VEGFA_chr6_43738425	111	125	2	157	45
HDAC1_chr1_32757816__VHL_chr3_10183518	127	1	0	120	52
HDAC1_chr1_32757816__VHL_chr3_10183791	2	0	2	243	395
HDAC1_chr1_32757816__WEE1_chr11_9595542	32	144	1	48	224
HDAC1_chr1_32757816__WEE1_chr11_9595845	91	2	1112	291	23
HDAC1_chr1_32792601__ABL1_chr9_133589790	25	0	0	414	377
HDAC1_chr1_32792601__ABL1_chr9_133738356	433	477	1568	235	221
HDAC1_chr1_32792601__ADA_chr20_43257769	1504	1070	3816	870	862
HDAC1_chr1_32792601__ADA_chr20_43280245	87	2	2	48	77
HDAC1_chr1_32792601__AKT1_chr14_105258968	204	45	602	150	482
HDAC1_chr1_32792601__ALK_chr2_29541171	191	1	70	425	245
HDAC1_chr1_32792601__ALK_chr2_29541172	692	2462	356	446	663
HDAC1_chr1_32792601__ALK_chr2_30143522	569	10	248	598	658
HDAC1_chr1_32792601__APC_chr5_112043408	1538	828	3878	952	958
HDAC1_chr1_32792601__APC_chr5_112102023	175	48	1508	354	289
HDAC1_chr1_32792601__APC_chr5_112102933	1064	0	0	265	143
HDAC1_chr1_32792601__ARID1A_chr1_27056286	709	10	4	302	479
HDAC1_chr1_32792601__ARID1A_chr1_27056288	272	429	2	648	353
HDAC1_chr1_32792601__ARID2_chr12_46123614	256	1	466	597	220
HDAC1_chr1_32792601__ATM_chr11_108098350	18	0	2	140	0
HDAC1_chr1_32792601__BRAF_chr7_140534469	546	11	247	706	534
HDAC1_chr1_32792601__BRAF_chr7_140624501	1	1	84	146	507
HDAC1_chr1_32792601__BRCA2_chr13_32890586	153	917	2	142	95
HDAC1_chr1_32792601__BRD4_chr19_15376403	327	1	749	820	169
HDAC1_chr1_32792601__BRD4_chr19_15383894	3	391	1	80	3
HDAC1_chr1_32792601__BTK_chrX_100645534	217	45	70	324	79
HDAC1_chr1_32792601__CASP8_chr2_202131404	492	1331	363	726	306
HDAC1_chr1_32792601__CASP8_chr2_202134297	624	122	3	803	303
HDAC1_chr1_32792601__CDH1_chr16_68771300	1307	115	4497	717	1015
HDAC1_chr1_32792601__CDH1_chr16_68772255	42	0	22	152	380
HDAC1_chr1_32792601__CDK4_chr12_58143253	36	3	1	308	2
HDAC1_chr1_32792601__CDK4_chr12_58144705	1037	16	433	361	104
HDAC1_chr1_32792601__CDK4_chr12_58145497	978	1043	51	368	1632
HDAC1_chr1_32792601__CDK9_chr9_130548998	123	0	43	46	454
HDAC1_chr1_32792601__CDK9_chr9_130550235	1799	118	1236	2071	1595
HDAC1_chr1_32792601__CDKN1B_chr12_12871196	621	336	511	945	523
HDAC1_chr1_32792601__CDKN2A_chr9_21971100	765	643	301	297	997
HDAC1_chr1_32792601__CDKN2A_chr9_21994327	739	140	6613	675	344
HDAC1_chr1_32792601__CHEK1_chr11_125499147	106	3	403	575	171
HDAC1_chr1_32792601__CHEK2_chr22_29130694	746	24	749	569	692
HDAC1_chr1_32792601__DHFR_chr5_79950216	1011	1375	7553	817	1523
HDAC1_chr1_32792601__DHFR_chr5_79950217	502	95	310	55	439
HDAC1_chr1_32792601__EGFR_chr7_55209986	1474	7	1226	764	911
HDAC1_chr1_32792601__EGFR_chr7_55209992	516	24	51	493	243
HDAC1_chr1_32792601__ERBB2_chr17_37855800	37	23	63	4	76
HDAC1_chr1_32792601__FGFR2_chr10_123298118	36	149	1	667	1
HDAC1_chr1_32792601__FGFR2_chr10_123298215	433	1319	1098	137	22
HDAC1_chr1_32792601__FGFR3_chr4_1795655	367	388	9	237	57
HDAC1_chr1_32792601__FGFR3_chr4_1795736	206	11	2	479	103
HDAC1_chr1_32792601__FLT3_chr13_28674643	534	3330	872	151	262
HDAC1_chr1_32792601__FNTA_chr8_42911471	731	162	187	740	335
HDAC1_chr1_32792601__FNTA_chr8_42914260	70	0	1	1058	69
HDAC1_chr1_32792601__FNTA_chr8_42924781	7	3	4	76	63
HDAC1_chr1_32792601__GATA3_chr10_8097722	639	135	196	331	575
HDAC1_chr1_32792601__HDAC2_chr6_114266539	627	902	715	376	158
HDAC1_chr1_32792601__HDAC2_chr6_114267214	29	2	0	508	3
HDAC1_chr1_32792601__HSP90AA1_chr14_102551760	298	33	322	428	347
HDAC1_chr1_32792601__HSP90AA1_chr14_102552141	72	1	0	493	234
HDAC1_chr1_32792601__JAK2_chr9_5021970	143	3	1	109	173
HDAC1_chr1_32792601__JAK2_chr9_5050721	423	117	191	351	341
HDAC1_chr1_32792601__JAK2_chr9_5050816	694	2	73	276	370
HDAC1_chr1_32792601__KDM5C_chrX_53241021	91	39	1	11	0
HDAC1_chr1_32792601__KDM5C_chrX_53241022	918	1925	1140	246	303
HDAC1_chr1_32792601__KDM6A_chrX_44732838	470	488	164	285	372
HDAC1_chr1_32792601__KDM6A_chrX_44820615	199	13	29	279	116
HDAC1_chr1_32792601__KIT_chr4_55524164	302	101	503	178	358
HDAC1_chr1_32792601__KIT_chr4_55524176	15	120	3	369	0
HDAC1_chr1_32792601__KMT2D_chr12_49448161	369	1	34	112	530
HDAC1_chr1_32792601__KMT2D_chr12_49448168	337	2551	150	550	358
HDAC1_chr1_32792601__MAP2K1_chr15_66679721	652	121	351	216	785
HDAC1_chr1_32792601__MAP2K1_chr15_66679756	523	480	22	107	58
HDAC1_chr1_32792601__MAP3K1_chr5_56152466	160	177	1464	969	96
HDAC1_chr1_32792601__MET_chr7_116340188	347	2	224	174	70
HDAC1_chr1_32792601__MLH1_chr3_37038179	599	6	2214	1693	1476
HDAC1_chr1_32792601__MSH6_chr2_48010356	1095	4	306	128	367
HDAC1_chr1_32792601__MSH6_chr2_48018111	1294	362	1263	1342	435
HDAC1_chr1_32792601__MSH6_chr2_48018154	70	2	135	16	0
HDAC1_chr1_32792601__MTOR_chr1_11317010	783	25	1001	774	436
HDAC1_chr1_32792601__MTOR_chr1_11319459	290	648	254	145	222
HDAC1_chr1_32792601__NF1_chr17_29483038	282	5	1396	447	268
HDAC1_chr1_32792601__NonTargetingControlGuideForHuman0362	1711	46451	212	1431	1614
HDAC1_chr1_32792601__NonTargetingControlGuideForHuman0412	422	0	160	144	683
HDAC1_chr1_32792601__PARP1_chr1_226578249	401	394	4902	1237	491
HDAC1_chr1_32792601__PARP1_chr1_226578301	468	74	1	733	23
HDAC1_chr1_32792601__PBRM1_chr3_52702516	36	3	29	231	328
HDAC1_chr1_32792601__PBRM1_chr3_52713723	47	185	8015	208	49
HDAC1_chr1_32792601__PDGFRA_chr4_55124932	170	62	150	252	36
HDAC1_chr1_32792601__PDGFRA_chr4_55124963	798	259	2	909	957
HDAC1_chr1_32792601__PIK3CA_chr3_178916614	803	327	7	208	305
HDAC1_chr1_32792601__PIK3CA_chr3_178919167	345	116	73	820	180
HDAC1_chr1_32792601__PRKDC_chr8_48686398	844	2	704	818	606
HDAC1_chr1_32792601__PTEN_chr10_89711868	379	3	6	248	38
HDAC1_chr1_32792601__ROR1_chr1_64240072	285	4	347	368	603
HDAC1_chr1_32792601__ROR1_chr1_64240089	452	3	1224	770	690
HDAC1_chr1_32792601__ROR1_chr1_64240143	433	3	1235	781	458
HDAC1_chr1_32792601__RPS6KB1_chr17_57987949	506	105	235	406	705
HDAC1_chr1_32792601__RRM2_chr2_10262940	1313	3	238	590	313
HDAC1_chr1_32792601__RRM2_chr2_10262957	591	0	1	535	1022
HDAC1_chr1_32792601__RUNX1_chr21_36252860	69	353	4	434	161
HDAC1_chr1_32792601__RUNX1_chr21_36252902	168	1	510	264	4
HDAC1_chr1_32792601__RUNX1_chr21_36421144	581	2	50	13	285
HDAC1_chr1_32792601__SETD2_chr3_47142972	455	2	70	199	31
HDAC1_chr1_32792601__SETD2_chr3_47205411	1034	230	548	231	1172
HDAC1_chr1_32792601__SMAD4_chr18_48575673	266	3	196	290	494
HDAC1_chr1_32792601__SMAD4_chr18_48586241	132	141	715	76	140
HDAC1_chr1_32792601__SMARCA4_chr19_11094851	429	3	42	440	176
HDAC1_chr1_32792601__SMARCA4_chr19_11095011	339	3	60	190	364
HDAC1_chr1_32792601__SMARCB1_chr22_24129339	507	3	4	353	1209
HDAC1_chr1_32792601__SMARCB1_chr22_24133949	376	55	909	797	165
HDAC1_chr1_32792601__SMARCB1_chr22_24133993	651	1	108	653	26
HDAC1_chr1_32792601__SMO_chr7_128828974	312	81	57	448	493
HDAC1_chr1_32792601__SRC_chr20_36014563	458	13	1	474	662
HDAC1_chr1_32792601__TOP1_chr20_39690055	391	0	0	11	102
HDAC1_chr1_32792601__TOP1_chr20_39690109	181	0	0	195	0
HDAC1_chr1_32792601__TP53_chr17_7578373	642	96	529	600	138
HDAC1_chr1_32792601__TSC1_chr9_135796748	447	4	139	393	211
HDAC1_chr1_32792601__TSC1_chr9_135804256	956	1	427	401	205
HDAC1_chr1_32792601__TYMS_chr18_657730	533	1752	352	247	413
HDAC1_chr1_32792601__VEGFA_chr6_43738425	690	869	168	496	69
HDAC1_chr1_32792601__VEGFA_chr6_43742077	567	6	186	570	492
HDAC1_chr1_32792601__VHL_chr3_10183773	539	1	705	361	589
HDAC1_chr1_32792601__WEE1_chr11_9595845	687	1	0	257	0
HDAC1_chr1_32792637__ABL1_chr9_133589790	207	146	233	379	300
HDAC1_chr1_32792637__ABL1_chr9_133738283	103	0	141	117	3
HDAC1_chr1_32792637__ADA_chr20_43257696	277	2	0	35	12
HDAC1_chr1_32792637__AKT1_chr14_105239686	179	67	1116	346	89
HDAC1_chr1_32792637__ALK_chr2_29541171	56	30	1605	120	162
HDAC1_chr1_32792637__APC_chr5_112043408	1363	233	249	226	182
HDAC1_chr1_32792637__ARID1A_chr1_27022876	395	46	226	174	197
HDAC1_chr1_32792637__ARID2_chr12_46254608	473	1	0	150	6
HDAC1_chr1_32792637__ATM_chr11_108098350	1	0	101	134	90
HDAC1_chr1_32792637__ATM_chr11_108098390	279	992	1	292	287
HDAC1_chr1_32792637__BCL2_chr18_60795960	1049	1283	62	547	233
HDAC1_chr1_32792637__BRAF_chr7_140534469	235	70	199	1496	342
HDAC1_chr1_32792637__BRCA1_chr17_41256141	657	0	1	700	134
HDAC1_chr1_32792637__BRCA1_chr17_41276018	19	0	77	219	147
HDAC1_chr1_32792637__BRCA2_chr13_32890586	121	0	28	263	330
HDAC1_chr1_32792637__BRD4_chr19_15376361	185	1	276	39	0
HDAC1_chr1_32792637__BRD4_chr19_15376403	2	0	2	213	1
HDAC1_chr1_32792637__BRD4_chr19_15383894	1101	81	4	309	73
HDAC1_chr1_32792637__BTK_chrX_100626613	348	1	0	8	38
HDAC1_chr1_32792637__BTK_chrX_100629565	0	1	1	191	2
HDAC1_chr1_32792637__BTK_chrX_100645534	120	94	650	694	120
HDAC1_chr1_32792637__CASP8_chr2_202131404	124	39	295	120	816
HDAC1_chr1_32792637__CASP8_chr2_202134297	628	20	0	286	519
HDAC1_chr1_32792637__CDH1_chr16_68771300	148	388	226	377	513
HDAC1_chr1_32792637__CDH1_chr16_68772255	0	0	278	135	12
HDAC1_chr1_32792637__CDK4_chr12_58145497	57	29	144	497	332
HDAC1_chr1_32792637__CDK6_chr7_92252365	667	63	522	451	658
HDAC1_chr1_32792637__CDK6_chr7_92462628	0	357	170	385	582
HDAC1_chr1_32792637__CDK9_chr9_130548409	393	174	372	686	483
HDAC1_chr1_32792637__CDK9_chr9_130548998	0	0	0	27	0
HDAC1_chr1_32792637__CDK9_chr9_130550235	147	10	52	337	183
HDAC1_chr1_32792637__CDKN1B_chr12_12870931	124	225	42	176	0
HDAC1_chr1_32792637__CDKN1B_chr12_12871196	513	723	36	452	3
HDAC1_chr1_32792637__CDKN2A_chr9_21971100	527	6342	1533	363	630
HDAC1_chr1_32792637__CDKN2A_chr9_21994327	322	5	2064	168	0
HDAC1_chr1_32792637__CHEK1_chr11_125496644	1	20	1	405	92
HDAC1_chr1_32792637__CHEK1_chr11_125496687	2	0	89	361	0
HDAC1_chr1_32792637__CHEK1_chr11_125499147	706	171	230	220	181
HDAC1_chr1_32792637__CHEK2_chr22_29085137	2	2	0	152	36
HDAC1_chr1_32792637__DHFR_chr5_79949819	1	24	0	527	84
HDAC1_chr1_32792637__EGFR_chr7_55086962	332	0	18	157	220
HDAC1_chr1_32792637__EGFR_chr7_55209986	146	265	0	166	53
HDAC1_chr1_32792637__ERBB2_chr17_37855800	366	174	746	339	117
HDAC1_chr1_32792637__ERBB2_chr17_37868221	97	667	1	762	293
HDAC1_chr1_32792637__FGFR2_chr10_123298118	69	0	13	551	95
HDAC1_chr1_32792637__FGFR2_chr10_123298215	491	186	164	705	33
HDAC1_chr1_32792637__FGFR3_chr4_1795735	1011	291	156	518	712
HDAC1_chr1_32792637__FLT3_chr13_28636131	66	61	0	267	0
HDAC1_chr1_32792637__FLT3_chr13_28636172	973	0	0	333	102
HDAC1_chr1_32792637__GATA3_chr10_8097722	166	1	22	202	778
HDAC1_chr1_32792637__GATA3_chr10_8097790	1000	1	339	472	644
HDAC1_chr1_32792637__HDAC2_chr6_114267214	67	0	0	148	357
HDAC1_chr1_32792637__HDAC2_chr6_114292056	235	1	0	468	144
HDAC1_chr1_32792637__HDAC6_chrX_48674389	165	62	1	44	450
