construct_id	ln229cas9At28_S2_trimmed53_len_filtered_counts	ln229parentt28_S1_trimmed53_len_filtered_counts	ln229cas9trex2Bt28_S5_trimmed53_len_filtered_counts	Undetermined_S0_trimmed53_len_filtered_counts	ln229cas9trex2At28_S4_trimmed53_len_filtered_counts	ln229cas9Bt28_S3_trimmed53_len_filtered_counts
KDM6A_chrX_44820616__HDAC1_chr1_32792637	40	267	11	21	2	342
KDM6A_chrX_44820616__HDAC2_chr6_114266539	612	1732	610	138	694	1082
KDM6A_chrX_44820616__HDAC2_chr6_114292056	250	138	181	62	1040	249
KDM6A_chrX_44820616__HDAC6_chrX_48661089	2	58	9	5	58	164
KDM6A_chrX_44820616__HDAC6_chrX_48674389	504	217	692	51	198	4
KDM6A_chrX_44820616__HSP90AA1_chr14_102552141	878	50	63	37	540	120
KDM6A_chrX_44820616__HSP90AA1_chr14_102605736	438	561	1413	78	89	146
KDM6A_chrX_44820616__IGF1R_chr15_99434664	480	532	630	87	116	1004
KDM6A_chrX_44820616__IGF1R_chr15_99434807	379	100	8	27	184	329
KDM6A_chrX_44820616__JAK2_chr9_5050721	3	88	103	7	3	7
KDM6A_chrX_44820616__JAK2_chr9_5050816	473	235	41	34	168	219
KDM6A_chrX_44820616__KDM5C_chrX_53241021	3	25	1	0	1	6
KDM6A_chrX_44820616__KDM5C_chrX_53241022	12	120	7	7	3	171
KDM6A_chrX_44820616__KIT_chr4_55524229	211	137	90	11	3	21
KDM6A_chrX_44820616__KMT2D_chr12_49448161	66	118	4	10	5	140
KDM6A_chrX_44820616__KMT2D_chr12_49448168	621	237	384	61	1046	112
KDM6A_chrX_44820616__MAP2K1_chr15_66679756	493	96	668	58	482	555
KDM6A_chrX_44820616__MAP3K1_chr5_56111382	664	270	499	44	212	175
KDM6A_chrX_44820616__MAP3K1_chr5_56152485	380	104	244	26	197	298
KDM6A_chrX_44820616__MET_chr7_116339123	542	259	7	42	475	162
KDM6A_chrX_44820616__MLH1_chr3_37035029	332	322	1027	64	845	138
KDM6A_chrX_44820616__MLH1_chr3_37038179	2128	282	714	103	207	949
KDM6A_chrX_44820616__MSH6_chr2_48010356	90	37	10	21	260	276
KDM6A_chrX_44820616__MTOR_chr1_11317010	317	197	24	37	121	259
KDM6A_chrX_44820616__MTOR_chr1_11317149	783	348	11	41	0	173
KDM6A_chrX_44820616__NF1_chr17_29483038	2	123	4	13	45	78
KDM6A_chrX_44820616__NonTargetingControlGuideForHuman0362	438	124	142	58	399	1623
KDM6A_chrX_44820616__NonTargetingControlGuideForHuman0412	510	240	513	140	3428	617
KDM6A_chrX_44820616__PBRM1_chr3_52702516	2870	240	186	93	135	707
KDM6A_chrX_44820616__PDGFRA_chr4_55129914	76	67	767	31	65	388
KDM6A_chrX_44820616__PIK3CA_chr3_178916614	187	330	389	64	506	668
KDM6A_chrX_44820616__PIK3R1_chr5_67576410	341	84	792	39	2	480
KDM6A_chrX_44820616__PIK3R1_chr5_67576421	825	108	418	56	6	413
KDM6A_chrX_44820616__PRKDC_chr8_48686398	466	146	9	35	2	879
KDM6A_chrX_44820616__PRKDC_chr8_48872683	375	423	855	56	140	73
KDM6A_chrX_44820616__PTEN_chr10_89685297	1232	236	352	74	235	338
KDM6A_chrX_44820616__RB1_chr13_48878054	5	118	100	6	1	6
KDM6A_chrX_44820616__ROR1_chr1_64240072	911	194	326	106	1912	665
KDM6A_chrX_44820616__ROR1_chr1_64240089	29	119	66	24	64	609
KDM6A_chrX_44820616__RPS6KB1_chr17_57970538	784	134	46	21	55	44
KDM6A_chrX_44820616__RRM2_chr2_10262728	935	481	155	92	481	235
KDM6A_chrX_44820616__RRM2_chr2_10262940	135	585	648	86	809	444
KDM6A_chrX_44820616__RUNX1_chr21_36252860	422	78	87	22	7	463
KDM6A_chrX_44820616__RUNX1_chr21_36252902	262	174	408	19	1	37
KDM6A_chrX_44820616__SETD2_chr3_47142972	82	138	39	36	49	1535
KDM6A_chrX_44820616__SMAD4_chr18_48575673	129	132	361	20	7	35
KDM6A_chrX_44820616__SMARCA4_chr19_11095011	820	132	476	72	212	838
KDM6A_chrX_44820616__SMARCB1_chr22_24129339	233	186	58	25	190	309
KDM6A_chrX_44820616__SMARCB1_chr22_24133949	197	65	146	23	62	307
KDM6A_chrX_44820616__SMO_chr7_128828974	761	279	805	105	1183	952
KDM6A_chrX_44820616__SRC_chr20_36012562	247	45	217	28	0	382
KDM6A_chrX_44820616__TOP1_chr20_39690055	0	61	70	23	491	5
KDM6A_chrX_44820616__TP53_chr17_7577537	195	188	511	82	1652	615
KDM6A_chrX_44820616__TP53_chr17_7579881	100	431	168	34	244	415
KDM6A_chrX_44820616__TYMS_chr18_657730	388	479	480	69	610	349
KDM6A_chrX_44820616__TYMS_chr18_659656	2	262	428	26	144	4
KDM6A_chrX_44820616__TYMS_chr18_659665	962	125	11	29	63	89
KDM6A_chrX_44820616__VEGFA_chr6_43738425	373	91	33	23	114	541
KDM6A_chrX_44820616__VEGFA_chr6_43742108	125	63	153	19	78	286
KDM6A_chrX_44820616__VHL_chr3_10183518	58	57	113	52	1476	83
KDM6A_chrX_44820616__VHL_chr3_10183791	5	31	2	1	0	5
KDM6A_chrX_44820616__WEE1_chr11_9595845	64	101	106	19	0	91
KIT_chr4_55524164__ABL1_chr9_133738283	154	183	148	18	142	569
KIT_chr4_55524164__ADA_chr20_43257769	142	70	102	5	25	71
KIT_chr4_55524164__AKT1_chr14_105239609	462	355	2	30	41	302
KIT_chr4_55524164__AKT1_chr14_105258968	1229	134	516	52	756	138
KIT_chr4_55524164__ALK_chr2_30143522	259	333	2	25	282	361
KIT_chr4_55524164__APC_chr5_112102933	456	150	302	22	14	40
KIT_chr4_55524164__ARID1A_chr1_27022876	68	33	4	2	189	34
KIT_chr4_55524164__ARID2_chr12_46254608	5	76	21	6	56	62
KIT_chr4_55524164__ATM_chr11_108098390	94	225	40	15	116	47
KIT_chr4_55524164__ATM_chr11_108098402	201	57	156	19	450	150
KIT_chr4_55524164__BCL2_chr18_60795960	121	165	464	18	60	211
KIT_chr4_55524164__BCL2_chr18_60985877	57	397	239	22	48	476
KIT_chr4_55524164__BRAF_chr7_140508787	394	176	237	32	423	164
KIT_chr4_55524164__BRAF_chr7_140624501	217	328	448	22	111	113
KIT_chr4_55524164__BRCA1_chr17_41256141	346	59	69	13	265	144
KIT_chr4_55524164__BRCA1_chr17_41267735	128	70	1	7	0	100
KIT_chr4_55524164__BRCA1_chr17_41276018	1	30	196	8	2	118
KIT_chr4_55524164__BRCA2_chr13_32890586	47	106	40	5	1	4
KIT_chr4_55524164__BRCA2_chr13_32914228	289	92	89	28	413	459
KIT_chr4_55524164__BRD4_chr19_15376403	29	362	92	20	38	351
KIT_chr4_55524164__BRD4_chr19_15383894	10	311	110	23	149	222
KIT_chr4_55524164__BTK_chrX_100626613	243	48	10	5	54	32
KIT_chr4_55524164__BTK_chrX_100645534	168	349	141	40	876	159
KIT_chr4_55524164__CASP8_chr2_202131404	211	214	265	38	359	516
KIT_chr4_55524164__CASP8_chr2_202134297	263	123	150	17	234	99
KIT_chr4_55524164__CDH1_chr16_68772250	714	398	327	43	132	458
KIT_chr4_55524164__CDH1_chr16_68772255	1	22	2	2	1	9
KIT_chr4_55524164__CDK4_chr12_58144705	3	125	45	13	2	274
KIT_chr4_55524164__CDK6_chr7_92252365	151	324	381	35	461	179
KIT_chr4_55524164__CDK6_chr7_92462628	172	41	1	10	0	26
KIT_chr4_55524164__CDK9_chr9_130548409	916	319	461	52	149	352
KIT_chr4_55524164__CDKN1B_chr12_12870931	77	34	187	10	144	5
KIT_chr4_55524164__CHEK1_chr11_125496644	117	298	96	38	1037	45
KIT_chr4_55524164__CHEK2_chr22_29085137	292	191	228	21	6	200
KIT_chr4_55524164__CHEK2_chr22_29130694	280	482	318	33	147	113
KIT_chr4_55524164__DHFR_chr5_79950217	89	158	223	15	17	844
KIT_chr4_55524164__EGFR_chr7_55209992	90	91	178	12	56	68
KIT_chr4_55524164__ERBB2_chr17_37855800	256	789	71	43	118	37
KIT_chr4_55524164__ERBB2_chr17_37868221	333	259	94	29	298	94
KIT_chr4_55524164__FGFR2_chr10_123298215	255	165	269	32	649	30
KIT_chr4_55524164__FGFR3_chr4_1795655	31	96	109	23	300	457
KIT_chr4_55524164__FLT3_chr13_28636131	201	84	140	24	470	200
KIT_chr4_55524164__FLT3_chr13_28636172	6	225	10	19	3	454
KIT_chr4_55524164__FLT3_chr13_28674643	217	258	66	18	180	180
KIT_chr4_55524164__GATA3_chr10_8097612	124	128	8	29	1144	147
KIT_chr4_55524164__GATA3_chr10_8097790	306	117	42	13	304	267
KIT_chr4_55524164__HDAC1_chr1_32757816	54	469	94	27	103	374
KIT_chr4_55524164__HDAC1_chr1_32792637	131	143	82	33	843	156
KIT_chr4_55524164__HDAC2_chr6_114266539	535	295	9	28	75	112
KIT_chr4_55524164__HDAC2_chr6_114267214	5	87	43	15	3	198
KIT_chr4_55524164__HDAC2_chr6_114292056	281	436	354	31	298	121
KIT_chr4_55524164__HDAC6_chrX_48661089	268	399	204	36	642	351
KIT_chr4_55524164__HDAC6_chrX_48661385	87	90	20	9	106	238
KIT_chr4_55524164__HDAC6_chrX_48674389	14	113	173	6	1	38
KIT_chr4_55524164__HSP90AA1_chr14_102605736	291	190	81	22	553	181
KIT_chr4_55524164__IGF1R_chr15_99434664	143	167	147	32	649	747
KIT_chr4_55524164__IGF1R_chr15_99434807	310	438	3	24	220	331
KIT_chr4_55524164__JAK2_chr9_5021970	470	42	109	7	1	4
KIT_chr4_55524164__JAK2_chr9_5050721	56	431	68	22	58	189
KIT_chr4_55524164__JAK2_chr9_5050816	7	74	32	5	1	5
KIT_chr4_55524164__KDM5C_chrX_53241021	101	56	48	9	0	42
KIT_chr4_55524164__KDM5C_chrX_53241022	606	210	315	30	297	596
KIT_chr4_55524164__KDM6A_chrX_44732838	1453	94	226	40	31	782
KIT_chr4_55524164__KDM6A_chrX_44820615	5	188	249	12	1	149
KIT_chr4_55524164__KDM6A_chrX_44820616	99	79	231	15	81	149
KIT_chr4_55524164__KMT2D_chr12_49448161	131	56	98	11	224	162
KIT_chr4_55524164__MAP2K1_chr15_66679721	314	515	261	44	118	500
KIT_chr4_55524164__MAP2K1_chr15_66679728	162	115	91	26	751	139
KIT_chr4_55524164__MAP2K1_chr15_66679756	172	196	136	23	391	633
KIT_chr4_55524164__MAP3K1_chr5_56111382	420	53	138	13	11	37
KIT_chr4_55524164__MAP3K1_chr5_56152485	337	481	133	21	198	224
KIT_chr4_55524164__MET_chr7_116339123	148	46	141	13	201	95
KIT_chr4_55524164__MLH1_chr3_37035029	539	318	43	29	91	739
KIT_chr4_55524164__MLH1_chr3_37038179	336	673	262	75	1125	492
KIT_chr4_55524164__MLH1_chr3_37045912	179	58	147	10	215	99
KIT_chr4_55524164__MTOR_chr1_11317010	143	118	94	19	695	354
KIT_chr4_55524164__NonTargetingControlGuideForHuman0352	83	166	445	29	245	510
KIT_chr4_55524164__PARP1_chr1_226578249	1266	625	526	58	403	528
KIT_chr4_55524164__PDGFRA_chr4_55124932	230	74	79	20	49	252
KIT_chr4_55524164__PIK3CA_chr3_178916614	83	125	241	10	3	136
KIT_chr4_55524164__PIK3CA_chr3_178919070	466	413	91	28	35	186
KIT_chr4_55524164__PIK3R1_chr5_67522521	182	190	154	29	660	2
KIT_chr4_55524164__PIK3R1_chr5_67576410	59	50	4	5	22	283
KIT_chr4_55524164__PIK3R1_chr5_67576421	200	93	536	21	319	41
KIT_chr4_55524164__PRKDC_chr8_48872683	338	50	36	20	5	405
KIT_chr4_55524164__PTEN_chr10_89653786	84	55	0	6	19	3
KIT_chr4_55524164__PTEN_chr10_89685297	225	199	28	17	17	216
KIT_chr4_55524164__PTEN_chr10_89711868	351	398	213	26	134	71
KIT_chr4_55524164__RB1_chr13_48936969	6	50	7	2	61	20
KIT_chr4_55524164__ROR1_chr1_64240072	263	183	370	18	53	168
KIT_chr4_55524164__ROR1_chr1_64240089	408	62	2	11	204	151
KIT_chr4_55524164__RPS6KB1_chr17_57987922	78	50	66	6	1	280
KIT_chr4_55524164__RRM2_chr2_10262728	46	106	161	26	1117	346
KIT_chr4_55524164__RUNX1_chr21_36252860	39	87	3	5	175	21
KIT_chr4_55524164__SETD2_chr3_47142972	168	74	3	4	1	2
KIT_chr4_55524164__SMAD4_chr18_48575673	35	26	3	6	99	139
KIT_chr4_55524164__SMARCA4_chr19_11094819	13	102	136	5	1	74
KIT_chr4_55524164__SMARCA4_chr19_11095011	19	318	176	32	185	164
KIT_chr4_55524164__SMARCB1_chr22_24129339	256	231	42	15	43	175
KIT_chr4_55524164__SMARCB1_chr22_24133949	578	131	52	18	62	164
KIT_chr4_55524164__SMO_chr7_128828974	427	199	120	17	7	130
KIT_chr4_55524164__SRC_chr20_36022600	18	240	456	23	247	262
KIT_chr4_55524164__TP53_chr17_7577537	503	484	725	78	1022	1119
KIT_chr4_55524164__TP53_chr17_7579881	786	671	232	50	139	661
KIT_chr4_55524164__TSC1_chr9_135796748	250	357	386	44	507	299
KIT_chr4_55524164__TSC1_chr9_135796796	121	286	25	31	358	604
KIT_chr4_55524164__VEGFA_chr6_43738425	93	235	24	15	23	276
KIT_chr4_55524164__VEGFA_chr6_43742108	96	100	115	16	124	126
KIT_chr4_55524164__VHL_chr3_10183518	54	173	366	31	4	360
KIT_chr4_55524164__WEE1_chr11_9595542	30	178	7	16	150	391
KIT_chr4_55524176__ABL1_chr9_133589790	421	63	525	33	419	56
KIT_chr4_55524176__ABL1_chr9_133738356	717	351	67	31	31	41
KIT_chr4_55524176__ADA_chr20_43257696	40	87	11	7	131	175
KIT_chr4_55524176__ADA_chr20_43280245	877	208	75	28	228	158
KIT_chr4_55524176__AKT1_chr14_105239609	1276	120	211	39	240	66
KIT_chr4_55524176__AKT1_chr14_105239686	575	368	146	29	215	554
KIT_chr4_55524176__APC_chr5_112043408	427	275	710	64	1043	349
KIT_chr4_55524176__APC_chr5_112102023	297	47	45	12	208	139
KIT_chr4_55524176__ARID1A_chr1_27056288	734	320	100	37	12	686
KIT_chr4_55524176__ARID2_chr12_46123614	86	98	112	8	85	8
KIT_chr4_55524176__BRAF_chr7_140508787	325	176	357	22	191	414
KIT_chr4_55524176__BRAF_chr7_140624501	325	61	132	19	61	709
KIT_chr4_55524176__BRCA1_chr17_41267735	1	117	3	13	260	152
KIT_chr4_55524176__BRCA1_chr17_41276018	47	138	2	20	168	476
KIT_chr4_55524176__BRCA2_chr13_32890586	510	146	90	33	411	115
KIT_chr4_55524176__BRCA2_chr13_32914228	299	527	114	36	226	309
KIT_chr4_55524176__BRD4_chr19_15376361	241	440	241	53	666	481
KIT_chr4_55524176__BRD4_chr19_15376403	966	264	360	49	323	312
KIT_chr4_55524176__BTK_chrX_100629565	334	173	193	36	552	174
KIT_chr4_55524176__CASP8_chr2_202123033	218	483	371	33	4	281
KIT_chr4_55524176__CASP8_chr2_202131404	379	209	191	29	349	481
KIT_chr4_55524176__CDH1_chr16_68771300	277	332	470	31	497	473
KIT_chr4_55524176__CDK4_chr12_58145497	755	290	95	47	219	1134
KIT_chr4_55524176__CDK9_chr9_130548409	336	309	166	23	90	59
KIT_chr4_55524176__CDK9_chr9_130550235	734	129	415	50	804	261
KIT_chr4_55524176__CDKN1B_chr12_12871196	1079	250	257	66	1092	1186
KIT_chr4_55524176__CDKN2A_chr9_21971100	627	187	164	50	1346	262
KIT_chr4_55524176__CDKN2A_chr9_21994327	58	198	6	45	1060	535
KIT_chr4_55524176__CHEK1_chr11_125496644	637	117	351	18	55	18
KIT_chr4_55524176__CHEK1_chr11_125499147	576	108	46	20	208	116
KIT_chr4_55524176__CHEK2_chr22_29085137	893	557	393	96	871	1100
KIT_chr4_55524176__CHEK2_chr22_29090029	1694	348	437	60	30	498
KIT_chr4_55524176__CHEK2_chr22_29130694	808	274	2283	88	26	644
KIT_chr4_55524176__DHFR_chr5_79949819	133	125	3	9	3	239
KIT_chr4_55524176__DHFR_chr5_79950216	471	143	561	43	191	616
KIT_chr4_55524176__EGFR_chr7_55209986	322	412	787	46	10	576
KIT_chr4_55524176__ERBB2_chr17_37868221	32	318	198	29	356	741
KIT_chr4_55524176__FGFR2_chr10_123298118	774	553	1741	104	1202	941
KIT_chr4_55524176__FGFR2_chr10_123353328	1215	419	317	87	823	846
KIT_chr4_55524176__FGFR3_chr4_1795655	19	284	531	48	1265	6
KIT_chr4_55524176__FGFR3_chr4_1795735	881	454	975	55	254	97
KIT_chr4_55524176__FGFR3_chr4_1795736	340	154	449	31	208	307
KIT_chr4_55524176__FNTA_chr8_42914260	63	82	67	3	1	164
KIT_chr4_55524176__FNTA_chr8_42924781	467	144	106	14	8	287
KIT_chr4_55524176__GATA3_chr10_8097612	294	160	50	36	554	259
KIT_chr4_55524176__GATA3_chr10_8097722	701	179	115	33	108	272
KIT_chr4_55524176__HDAC1_chr1_32757816	406	419	148	39	379	81
KIT_chr4_55524176__HDAC1_chr1_32792637	551	364	168	33	75	222
KIT_chr4_55524176__HDAC2_chr6_114267214	510	78	433	43	751	81
KIT_chr4_55524176__HDAC2_chr6_114292056	680	163	415	59	907	636
KIT_chr4_55524176__HDAC6_chrX_48661089	260	119	196	12	42	469
KIT_chr4_55524176__HDAC6_chrX_48661385	778	353	124	72	724	710
KIT_chr4_55524176__HDAC6_chrX_48674389	555	156	682	37	84	248
KIT_chr4_55524176__IGF1R_chr15_99192824	56	193	21	15	171	216
KIT_chr4_55524176__IGF1R_chr15_99434664	277	137	168	12	3	153
KIT_chr4_55524176__JAK2_chr9_5050721	143	160	613	31	67	200
KIT_chr4_55524176__JAK2_chr9_5050816	7	57	240	20	919	69
KIT_chr4_55524176__KDM5C_chrX_53254068	176	81	8	14	65	113
KIT_chr4_55524176__KDM6A_chrX_44732838	5	201	30	17	3	195
KIT_chr4_55524176__KDM6A_chrX_44820616	126	180	1326	69	416	554
KIT_chr4_55524176__KMT2D_chr12_49448168	828	541	19	47	193	363
KIT_chr4_55524176__MAP2K1_chr15_66679721	975	558	88	61	508	104
KIT_chr4_55524176__MAP2K1_chr15_66679728	1393	401	110	60	632	205
KIT_chr4_55524176__MET_chr7_116340207	397	73	5	11	39	86
KIT_chr4_55524176__MLH1_chr3_37038179	175	262	163	28	5	319
KIT_chr4_55524176__MSH6_chr2_48018111	388	112	98	45	1319	290
KIT_chr4_55524176__MSH6_chr2_48018154	128	83	12	12	67	221
KIT_chr4_55524176__MTOR_chr1_11317010	398	162	6	26	125	194
KIT_chr4_55524176__MTOR_chr1_11319459	3	171	60	7	7	110
KIT_chr4_55524176__NF1_chr17_29422308	1140	244	109	66	902	466
KIT_chr4_55524176__NF1_chr17_29483038	76	56	379	14	182	124
KIT_chr4_55524176__NF1_chr17_29483039	490	77	86	11	1	9
KIT_chr4_55524176__NonTargetingControlGuideForHuman0362	1151	305	1030	99	1138	87
KIT_chr4_55524176__NonTargetingControlGuideForHuman0412	323	238	254	57	1699	317
KIT_chr4_55524176__PARP1_chr1_226578249	458	134	932	54	491	604
KIT_chr4_55524176__PBRM1_chr3_52702516	705	300	94	37	33	184
KIT_chr4_55524176__PBRM1_chr3_52713723	607	176	255	27	153	116
KIT_chr4_55524176__PDGFRA_chr4_55124932	126	261	640	32	3	743
KIT_chr4_55524176__PDGFRA_chr4_55129914	81	279	388	31	146	205
KIT_chr4_55524176__PIK3CA_chr3_178916614	708	715	397	64	412	400
KIT_chr4_55524176__PIK3CA_chr3_178919167	579	126	123	43	720	470
KIT_chr4_55524176__PIK3R1_chr5_67522521	235	348	328	28	33	157
KIT_chr4_55524176__PIK3R1_chr5_67576421	4	71	2	8	2	229
KIT_chr4_55524176__PRKDC_chr8_48686398	412	125	349	35	134	165
KIT_chr4_55524176__PRKDC_chr8_48872683	69	114	238	22	362	194
KIT_chr4_55524176__PTEN_chr10_89685297	135	433	111	26	578	533
KIT_chr4_55524176__PTEN_chr10_89711868	106	147	117	26	5	692
KIT_chr4_55524176__RB1_chr13_48878054	167	47	630	28	4	755
KIT_chr4_55524176__RB1_chr13_48936969	338	91	111	22	404	572
KIT_chr4_55524176__ROR1_chr1_64240143	1705	639	899	102	784	1232
KIT_chr4_55524176__RPS6KB1_chr17_57987949	554	319	952	83	236	1277
KIT_chr4_55524176__RRM2_chr2_10262940	333	98	212	21	510	107
KIT_chr4_55524176__RRM2_chr2_10262957	629	39	222	18	466	42
KIT_chr4_55524176__SETD2_chr3_47142951	242	423	99	46	1089	572
KIT_chr4_55524176__SETD2_chr3_47205411	137	625	1307	106	1953	366
KIT_chr4_55524176__SMAD4_chr18_48573460	44	92	78	11	180	165
KIT_chr4_55524176__SMAD4_chr18_48575673	177	111	1082	33	13	8
KIT_chr4_55524176__SMAD4_chr18_48586241	502	160	47	12	1	155
KIT_chr4_55524176__SMARCA4_chr19_11094819	524	176	206	25	143	308
KIT_chr4_55524176__SMARCA4_chr19_11094851	272	177	440	62	1590	205
KIT_chr4_55524176__SMARCB1_chr22_24129339	208	211	448	33	185	59
KIT_chr4_55524176__SMARCB1_chr22_24133993	59	36	11	8	132	122
KIT_chr4_55524176__SMO_chr7_128828974	370	95	184	33	414	263
KIT_chr4_55524176__SMO_chr7_128845081	380	436	345	40	80	149
KIT_chr4_55524176__SRC_chr20_36014563	174	113	181	27	179	148
KIT_chr4_55524176__TOP1_chr20_39690055	239	343	18	38	137	1232
KIT_chr4_55524176__TP53_chr17_7577537	418	422	892	64	888	482
KIT_chr4_55524176__TP53_chr17_7578373	30	98	388	15	5	421
KIT_chr4_55524176__TSC1_chr9_135804256	40	250	163	19	2	332
KIT_chr4_55524176__TYMS_chr18_659656	2022	205	1950	91	192	413
KIT_chr4_55524176__TYMS_chr18_659665	1046	452	365	50	384	777
KIT_chr4_55524176__VEGFA_chr6_43742108	318	47	27	24	269	410
KIT_chr4_55524176__VHL_chr3_10183518	198	143	1638	54	377	362
KIT_chr4_55524176__VHL_chr3_10183773	381	112	5	14	254	80
KIT_chr4_55524229__ABL1_chr9_133589790	328	67	5	9	58	9
KIT_chr4_55524229__ABL1_chr9_133738283	20	191	104	18	225	378
KIT_chr4_55524229__ADA_chr20_43257696	554	160	217	26	271	53
KIT_chr4_55524229__ADA_chr20_43257769	1368	255	254	55	653	416
KIT_chr4_55524229__AKT1_chr14_105239609	62	182	372	68	1247	911
KIT_chr4_55524229__AKT1_chr14_105239686	1140	773	1661	81	626	415
KIT_chr4_55524229__AKT1_chr14_105258968	225	180	61	17	389	243
KIT_chr4_55524229__ALK_chr2_30143522	115	110	1277	23	84	263
KIT_chr4_55524229__APC_chr5_112043408	21	235	155	19	411	223
KIT_chr4_55524229__ARID2_chr12_46254608	264	66	81	17	150	362
KIT_chr4_55524229__BCL2_chr18_60795945	5	94	6	6	5	128
KIT_chr4_55524229__BCL2_chr18_60985877	406	236	443	33	372	295
KIT_chr4_55524229__BRAF_chr7_140534469	898	254	505	76	1803	218
KIT_chr4_55524229__BRCA1_chr17_41267735	284	23	5	6	5	32
KIT_chr4_55524229__BRCA1_chr17_41276018	57	52	255	4	5	1
KIT_chr4_55524229__BRCA2_chr13_32890586	218	32	89	12	236	14
KIT_chr4_55524229__BRCA2_chr13_32912006	201	51	334	8	87	70
KIT_chr4_55524229__BRD4_chr19_15376361	418	58	543	38	292	192
KIT_chr4_55524229__BRD4_chr19_15383894	169	157	170	15	2	434
KIT_chr4_55524229__BTK_chrX_100629565	678	368	751	44	2	131
KIT_chr4_55524229__CDH1_chr16_68771300	1193	395	180	45	212	710
KIT_chr4_55524229__CDH1_chr16_68772255	1	19	5	1	1	4
KIT_chr4_55524229__CDK4_chr12_58144705	437	260	417	36	147	92
KIT_chr4_55524229__CDK4_chr12_58145497	704	722	176	68	998	131
KIT_chr4_55524229__CDK6_chr7_92244474	210	171	261	22	158	366
KIT_chr4_55524229__CDK6_chr7_92462628	217	85	306	15	175	158
KIT_chr4_55524229__CDK9_chr9_130548409	611	463	162	35	113	678
KIT_chr4_55524229__CDK9_chr9_130548998	4	75	83	9	0	89
KIT_chr4_55524229__CDKN1B_chr12_12870931	3	326	184	23	2	255
KIT_chr4_55524229__CDKN1B_chr12_12871196	259	150	678	31	448	460
KIT_chr4_55524229__CDKN2A_chr9_21971100	239	245	127	35	247	485
KIT_chr4_55524229__CDKN2A_chr9_21994327	275	112	42	17	73	223
KIT_chr4_55524229__CHEK1_chr11_125496644	539	178	387	24	166	198
KIT_chr4_55524229__CHEK1_chr11_125496687	232	54	34	12	52	357
KIT_chr4_55524229__CHEK1_chr11_125499147	46	96	22	10	126	7
KIT_chr4_55524229__CHEK2_chr22_29085137	133	294	411	26	135	413
KIT_chr4_55524229__CHEK2_chr22_29090029	228	274	895	39	291	329
KIT_chr4_55524229__DHFR_chr5_79950217	222	89	251	18	168	109
KIT_chr4_55524229__EGFR_chr7_55209986	1619	182	327	54	183	149
KIT_chr4_55524229__ERBB2_chr17_37868221	186	94	7	14	99	270
KIT_chr4_55524229__FGFR2_chr10_123298118	1062	215	33	35	423	528
KIT_chr4_55524229__FGFR2_chr10_123298215	406	67	49	5	25	35
KIT_chr4_55524229__FGFR2_chr10_123353328	387	244	187	33	440	70
KIT_chr4_55524229__FGFR3_chr4_1795655	84	58	61	10	21	120
KIT_chr4_55524229__FGFR3_chr4_1795735	307	199	675	47	191	466
KIT_chr4_55524229__FGFR3_chr4_1795736	520	135	1525	86	1218	1066
KIT_chr4_55524229__FLT3_chr13_28636131	217	408	118	40	170	306
KIT_chr4_55524229__FLT3_chr13_28636172	806	305	578	48	178	145
KIT_chr4_55524229__FLT3_chr13_28674643	226	345	762	54	592	646
KIT_chr4_55524229__FNTA_chr8_42911471	49	328	474	42	1263	204
KIT_chr4_55524229__FNTA_chr8_42914260	9	103	286	13	92	116
KIT_chr4_55524229__FNTA_chr8_42924781	90	45	44	6	59	98
KIT_chr4_55524229__GATA3_chr10_8097790	652	412	85	31	268	553
KIT_chr4_55524229__HDAC1_chr1_32792601	911	67	683	51	491	280
KIT_chr4_55524229__HDAC2_chr6_114267214	3	49	3	4	2	2
KIT_chr4_55524229__HDAC2_chr6_114292056	215	40	320	14	260	216
KIT_chr4_55524229__HDAC6_chrX_48661089	192	154	212	28	558	266
KIT_chr4_55524229__HDAC6_chrX_48674389	75	242	313	21	17	258
KIT_chr4_55524229__HSP90AA1_chr14_102551760	2	77	5	3	2	130
KIT_chr4_55524229__IGF1R_chr15_99434664	72	97	4	6	196	93
KIT_chr4_55524229__IGF1R_chr15_99434807	22	162	75	27	580	142
KIT_chr4_55524229__KDM5C_chrX_53241021	1	14	68	1	1	39
KIT_chr4_55524229__KDM5C_chrX_53241022	462	112	9	38	613	631
KIT_chr4_55524229__KDM6A_chrX_44732838	1319	339	126	45	0	348
KIT_chr4_55524229__KDM6A_chrX_44820615	232	80	324	27	243	251
KIT_chr4_55524229__KMT2D_chr12_49448161	183	52	28	5	0	118
KIT_chr4_55524229__KMT2D_chr12_49448168	289	282	329	34	166	389
KIT_chr4_55524229__KMT2D_chr12_49448468	908	142	303	45	824	120
KIT_chr4_55524229__MAP3K1_chr5_56111382	2	55	1	3	1	4
KIT_chr4_55524229__MLH1_chr3_37035029	330	112	87	20	209	274
KIT_chr4_55524229__MLH1_chr3_37038179	1158	263	877	77	341	1028
KIT_chr4_55524229__MSH6_chr2_48018154	279	70	4	37	468	599
KIT_chr4_55524229__MTOR_chr1_11317010	473	120	364	50	372	660
KIT_chr4_55524229__MTOR_chr1_11317149	208	29	3	10	34	310
KIT_chr4_55524229__NF1_chr17_29422308	663	92	529	19	127	37
KIT_chr4_55524229__NF1_chr17_29483038	463	64	20	17	111	167
