construct_id	UCTAt1-2_S4_trimmed53_len_filtered_counts	UCAt1-2_S2_trimmed53_len_filtered_counts	UCBt1-2_S3_trimmed53_len_filtered_counts	UCTBt1-2_S5_trimmed53_len_filtered_counts	UPt1-2_S1_trimmed53_len_filtered_counts
JAK2_chr9_5050721__VHL_chr3_10183791	2317	759	322	3	394
JAK2_chr9_5050721__WEE1_chr11_9595462	23	47	447	1556	323
JAK2_chr9_5050721__WEE1_chr11_9595542	1992	5	586	730	353
JAK2_chr9_5050721__WEE1_chr11_9595845	652	57	196	1716	5
JAK2_chr9_5050816__ABL1_chr9_133589790	3	818	463	5	342
JAK2_chr9_5050816__ABL1_chr9_133738283	0	48	24	2	2
JAK2_chr9_5050816__ADA_chr20_43257769	1388	2364	678	1210	274
JAK2_chr9_5050816__AKT1_chr14_105239686	780	1195	1238	798	69
JAK2_chr9_5050816__ALK_chr2_29541171	1145	51	92	2156	17
JAK2_chr9_5050816__APC_chr5_112043408	28	80	1473	1087	1038
JAK2_chr9_5050816__APC_chr5_112102933	3	128	350	388	555
JAK2_chr9_5050816__ATM_chr11_108098350	1	2	219	0	45
JAK2_chr9_5050816__ATM_chr11_108098390	1	291	331	618	268
JAK2_chr9_5050816__BCL2_chr18_60795960	1	1767	417	312	619
JAK2_chr9_5050816__BCL2_chr18_60985877	2	548	18	2	0
JAK2_chr9_5050816__BRAF_chr7_140508787	3	9	655	5	2
JAK2_chr9_5050816__BRAF_chr7_140534469	831	301	198	5	274
JAK2_chr9_5050816__BRCA1_chr17_41267735	0	2	17	1	1034
JAK2_chr9_5050816__BRCA2_chr13_32890586	0	46	52	4	347
JAK2_chr9_5050816__BRCA2_chr13_32912006	1	19	364	3	449
JAK2_chr9_5050816__BTK_chrX_100626613	1578	163	305	1	197
JAK2_chr9_5050816__BTK_chrX_100645534	1916	1517	847	750	1
JAK2_chr9_5050816__CASP8_chr2_202131404	460	1	452	4	470
JAK2_chr9_5050816__CASP8_chr2_202134297	1	12	366	2	0
JAK2_chr9_5050816__CDH1_chr16_68772250	2	510	452	249	2
JAK2_chr9_5050816__CDK4_chr12_58143253	2	8	266	405	597
JAK2_chr9_5050816__CDK4_chr12_58145497	2	13	143	230	302
JAK2_chr9_5050816__CDK6_chr7_92244474	125	2743	869	1080	456
JAK2_chr9_5050816__CDK6_chr7_92252365	2	6	36	165	1
JAK2_chr9_5050816__CDK6_chr7_92462628	241	3	75	2	1
JAK2_chr9_5050816__CDK9_chr9_130548409	39	1027	995	5	574
JAK2_chr9_5050816__CDK9_chr9_130550235	2	444	279	1	208
JAK2_chr9_5050816__CDKN1B_chr12_12870931	2	6	121	3	3
JAK2_chr9_5050816__CDKN2A_chr9_21968726	0	162	51	0	0
JAK2_chr9_5050816__CDKN2A_chr9_21971100	395	120	143	2	3
JAK2_chr9_5050816__CHEK1_chr11_125496644	28	766	442	3	141
JAK2_chr9_5050816__CHEK1_chr11_125499147	0	153	274	826	0
JAK2_chr9_5050816__CHEK2_chr22_29085137	2	437	241	289	93
JAK2_chr9_5050816__CHEK2_chr22_29090029	680	2	4	2	0
JAK2_chr9_5050816__DHFR_chr5_79949819	1	1	220	1	113
JAK2_chr9_5050816__DHFR_chr5_79950216	834	568	403	1	216
JAK2_chr9_5050816__FGFR2_chr10_123298118	14	3	295	3	161
JAK2_chr9_5050816__FGFR2_chr10_123298215	2	10	315	0	817
JAK2_chr9_5050816__FGFR2_chr10_123353328	27	2	417	1189	120
JAK2_chr9_5050816__FGFR3_chr4_1795655	10	286	167	1	143
JAK2_chr9_5050816__FGFR3_chr4_1795736	312	7	102	5	42
JAK2_chr9_5050816__FLT3_chr13_28636131	1	75	279	0	830
JAK2_chr9_5050816__FNTA_chr8_42911471	261	145	167	199	137
JAK2_chr9_5050816__GATA3_chr10_8097722	59	466	988	872	593
JAK2_chr9_5050816__HDAC2_chr6_114266539	8086	277	240	8	598
JAK2_chr9_5050816__HDAC6_chrX_48674389	171	621	388	1	164
JAK2_chr9_5050816__HSP90AA1_chr14_102551760	858	37	304	0	0
JAK2_chr9_5050816__HSP90AA1_chr14_102552141	0	128	485	3	0
JAK2_chr9_5050816__HSP90AA1_chr14_102605736	258	1102	428	922	963
JAK2_chr9_5050816__IGF1R_chr15_99192824	289	188	454	1	0
JAK2_chr9_5050816__IGF1R_chr15_99434807	294	1391	1107	661	238
JAK2_chr9_5050816__KDM5C_chrX_53241022	3	480	312	790	25
JAK2_chr9_5050816__KDM5C_chrX_53254068	1857	5	137	601	1
JAK2_chr9_5050816__KDM6A_chrX_44732838	54	433	129	409	52
JAK2_chr9_5050816__KIT_chr4_55524229	1202	420	103	1	305
JAK2_chr9_5050816__KMT2D_chr12_49448161	402	285	139	1112	0
JAK2_chr9_5050816__KMT2D_chr12_49448168	5959	436	478	2005	482
JAK2_chr9_5050816__KMT2D_chr12_49448468	85	148	309	1	301
JAK2_chr9_5050816__MAP2K1_chr15_66679728	2975	7	233	522	894
JAK2_chr9_5050816__MAP3K1_chr5_56111382	2	252	119	1423	1
JAK2_chr9_5050816__MAP3K1_chr5_56152466	40	2	377	1	3
JAK2_chr9_5050816__MET_chr7_116339123	2844	8	463	2	2
JAK2_chr9_5050816__MET_chr7_116340188	63	322	465	6	459
JAK2_chr9_5050816__MET_chr7_116340207	1240	3	584	130	1428
JAK2_chr9_5050816__MLH1_chr3_37038179	5	107	562	212	2
JAK2_chr9_5050816__MLH1_chr3_37045912	818	458	490	1	758
JAK2_chr9_5050816__MTOR_chr1_11317149	1	385	108	961	3
JAK2_chr9_5050816__NF1_chr17_29483038	1	452	125	2	972
JAK2_chr9_5050816__NF1_chr17_29483039	2	11	83	350	1
JAK2_chr9_5050816__NonTargetingControlGuideForHuman0352	651	209	354	5	2
JAK2_chr9_5050816__PARP1_chr1_226578301	482	497	393	2	0
JAK2_chr9_5050816__PDGFRA_chr4_55124932	43	5	97	2	1
JAK2_chr9_5050816__PDGFRA_chr4_55124963	702	153	1465	739	60
JAK2_chr9_5050816__PDGFRA_chr4_55129914	2	77	591	2	481
JAK2_chr9_5050816__PIK3R1_chr5_67576410	0	4	197	3	391
JAK2_chr9_5050816__PRKDC_chr8_48686781	589	354	526	1348	81
JAK2_chr9_5050816__PTEN_chr10_89653786	668	70	439	1	0
JAK2_chr9_5050816__PTEN_chr10_89685297	1159	478	371	7	248
JAK2_chr9_5050816__PTEN_chr10_89711868	1564	8	297	1	553
JAK2_chr9_5050816__RB1_chr13_48878054	2	3	119	1	20
JAK2_chr9_5050816__RPS6KB1_chr17_57970538	2	104	109	341	5
JAK2_chr9_5050816__RPS6KB1_chr17_57987922	38	132	142	4	508
JAK2_chr9_5050816__RPS6KB1_chr17_57987949	1647	901	906	752	651
JAK2_chr9_5050816__RRM2_chr2_10262940	1338	11	456	5	224
JAK2_chr9_5050816__RRM2_chr2_10262957	0	502	519	2	0
JAK2_chr9_5050816__RUNX1_chr21_36252860	4	2277	454	1378	567
JAK2_chr9_5050816__RUNX1_chr21_36252902	83	7	10	1	1
JAK2_chr9_5050816__SETD2_chr3_47205411	2	845	313	1	0
JAK2_chr9_5050816__SMAD4_chr18_48575673	493	762	1575	2	3
JAK2_chr9_5050816__SMARCA4_chr19_11094819	447	234	283	1	136
JAK2_chr9_5050816__SMARCA4_chr19_11094851	184	26	124	1060	3
JAK2_chr9_5050816__SMARCA4_chr19_11095011	12	693	1211	7	53
JAK2_chr9_5050816__SMARCB1_chr22_24129339	1	419	495	5	452
JAK2_chr9_5050816__SMARCB1_chr22_24133993	1	12	360	813	0
JAK2_chr9_5050816__SMO_chr7_128845081	3	1675	616	387	0
JAK2_chr9_5050816__SRC_chr20_36022600	482	424	685	2	855
JAK2_chr9_5050816__TOP1_chr20_39690055	2	709	270	0	1
JAK2_chr9_5050816__TOP1_chr20_39690109	0	130	39	1	0
JAK2_chr9_5050816__TSC1_chr9_135804256	0	363	93	1	0
JAK2_chr9_5050816__TYMS_chr18_659656	66	73	280	48	49
JAK2_chr9_5050816__TYMS_chr18_659665	394	257	532	374	197
JAK2_chr9_5050816__VEGFA_chr6_43738425	0	305	291	115	1
JAK2_chr9_5050816__VEGFA_chr6_43742077	35	956	441	606	590
JAK2_chr9_5050816__VEGFA_chr6_43742108	0	3	12	0	1
JAK2_chr9_5050816__VHL_chr3_10183518	0	4	22	101	204
JAK2_chr9_5050816__VHL_chr3_10183773	4	539	717	323	515
JAK2_chr9_5050816__VHL_chr3_10183791	0	0	119	2	249
JAK2_chr9_5050816__WEE1_chr11_9595542	605	0	288	6	1
JAK2_chr9_5050816__WEE1_chr11_9595845	243	187	114	1	1
KDM5C_chrX_53241021__ABL1_chr9_133738356	2	53	229	3	120
KDM5C_chrX_53241021__AKT1_chr14_105258968	1170	296	746	318	1149
KDM5C_chrX_53241021__ALK_chr2_29541171	2	653	168	3	1
KDM5C_chrX_53241021__ALK_chr2_30143522	99	8	468	494	547
KDM5C_chrX_53241021__APC_chr5_112102023	1	3	222	1319	172
KDM5C_chrX_53241021__APC_chr5_112102933	0	16	185	587	0
KDM5C_chrX_53241021__ARID1A_chr1_27022876	10	547	289	54	751
KDM5C_chrX_53241021__ARID1A_chr1_27056288	82	12	304	4	496
KDM5C_chrX_53241021__ARID2_chr12_46205318	9753	31	173	1896	705
KDM5C_chrX_53241021__ATM_chr11_108098350	2860	1563	683	4	617
KDM5C_chrX_53241021__BCL2_chr18_60795945	0	8	248	67	771
KDM5C_chrX_53241021__BRAF_chr7_140508787	3202	2894	1372	389	689
KDM5C_chrX_53241021__BRAF_chr7_140534469	419	2600	740	1022	823
KDM5C_chrX_53241021__BRAF_chr7_140624501	43	934	518	744	744
KDM5C_chrX_53241021__BRCA1_chr17_41276018	668	27	94	735	2
KDM5C_chrX_53241021__BRCA2_chr13_32890586	0	734	361	2	436
KDM5C_chrX_53241021__BRCA2_chr13_32912006	335	68	203	907	352
KDM5C_chrX_53241021__BRCA2_chr13_32914228	38	21	282	3	218
KDM5C_chrX_53241021__BRD4_chr19_15376361	558	251	726	3034	136
KDM5C_chrX_53241021__BRD4_chr19_15383894	1	662	300	1	69
KDM5C_chrX_53241021__BTK_chrX_100645534	241	1330	508	2214	566
KDM5C_chrX_53241021__CASP8_chr2_202123033	23	850	487	493	134
KDM5C_chrX_53241021__CASP8_chr2_202131404	0	2	7	180	3
KDM5C_chrX_53241021__CASP8_chr2_202134297	2040	7	355	443	513
KDM5C_chrX_53241021__CDH1_chr16_68771300	105	3372	1866	2258	544
KDM5C_chrX_53241021__CDH1_chr16_68772255	138	332	108	3	334
KDM5C_chrX_53241021__CDK4_chr12_58143253	297	26	457	0	2
KDM5C_chrX_53241021__CDK4_chr12_58144705	1386	643	135	12	99
KDM5C_chrX_53241021__CDK6_chr7_92252365	665	627	428	458	86
KDM5C_chrX_53241021__CDK9_chr9_130548409	615	352	188	2209	34
KDM5C_chrX_53241021__CDKN1B_chr12_12870777	998	193	774	2	0
KDM5C_chrX_53241021__CDKN2A_chr9_21968726	128	482	1032	6	417
KDM5C_chrX_53241021__CDKN2A_chr9_21994327	13	1011	306	2	98
KDM5C_chrX_53241021__CHEK1_chr11_125496644	1432	322	173	1	5
KDM5C_chrX_53241021__CHEK1_chr11_125496687	5719	6	150	674	396
KDM5C_chrX_53241021__CHEK1_chr11_125499147	117	63	591	190	268
KDM5C_chrX_53241021__CHEK2_chr22_29085137	3	378	244	2	1
KDM5C_chrX_53241021__CHEK2_chr22_29130694	2612	139	909	1243	1188
KDM5C_chrX_53241021__DHFR_chr5_79950216	43	312	619	430	340
KDM5C_chrX_53241021__DHFR_chr5_79950217	1802	276	468	4	48
KDM5C_chrX_53241021__EGFR_chr7_55086962	1	7	140	8	752
KDM5C_chrX_53241021__EGFR_chr7_55209986	80	133	291	211	344
KDM5C_chrX_53241021__EGFR_chr7_55209992	1371	902	152	666	5
KDM5C_chrX_53241021__ERBB2_chr17_37868221	1554	574	464	8	280
KDM5C_chrX_53241021__FGFR2_chr10_123298118	2	94	419	491	1
KDM5C_chrX_53241021__FGFR2_chr10_123298215	0	1	106	580	3
KDM5C_chrX_53241021__FGFR3_chr4_1795735	243	189	909	7	258
KDM5C_chrX_53241021__FGFR3_chr4_1795736	351	710	215	546	389
KDM5C_chrX_53241021__FLT3_chr13_28636172	2619	42	542	695	140
KDM5C_chrX_53241021__FNTA_chr8_42911471	1294	98	136	444	1056
KDM5C_chrX_53241021__GATA3_chr10_8097612	1746	1136	484	2506	253
KDM5C_chrX_53241021__GATA3_chr10_8097722	1329	69	430	682	886
KDM5C_chrX_53241021__HDAC1_chr1_32792637	338	1417	458	357	2301
KDM5C_chrX_53241021__HDAC2_chr6_114266539	757	4	355	4	50
KDM5C_chrX_53241021__HDAC2_chr6_114267214	202	542	915	2	203
KDM5C_chrX_53241021__HSP90AA1_chr14_102605736	1810	4	146	4	48
KDM5C_chrX_53241021__IGF1R_chr15_99192824	187	901	92	3	367
KDM5C_chrX_53241021__IGF1R_chr15_99434664	680	612	280	1382	286
KDM5C_chrX_53241021__IGF1R_chr15_99434807	576	58	128	258	4
KDM5C_chrX_53241021__JAK2_chr9_5050721	1375	8	159	4	142
KDM5C_chrX_53241021__JAK2_chr9_5050816	1	84	171	20	2
KDM5C_chrX_53241021__KDM6A_chrX_44732838	3	1387	897	698	58
KDM5C_chrX_53241021__KIT_chr4_55524176	19	30	613	1751	2
KDM5C_chrX_53241021__MAP2K1_chr15_66679721	592	295	804	48	579
KDM5C_chrX_53241021__MAP2K1_chr15_66679756	1	290	527	1019	448
KDM5C_chrX_53241021__MAP3K1_chr5_56111382	0	75	59	1	0
KDM5C_chrX_53241021__MAP3K1_chr5_56152466	94	1	458	145	1
KDM5C_chrX_53241021__MAP3K1_chr5_56152485	339	615	616	1	302
KDM5C_chrX_53241021__MET_chr7_116340188	1	290	327	6	606
KDM5C_chrX_53241021__MET_chr7_116340207	2	6	282	2	1
KDM5C_chrX_53241021__MLH1_chr3_37035029	625	1466	361	402	1
KDM5C_chrX_53241021__MSH6_chr2_48010356	46	21	515	885	219
KDM5C_chrX_53241021__MTOR_chr1_11317149	1126	584	471	0	843
KDM5C_chrX_53241021__MTOR_chr1_11319459	1155	88	394	721	0
KDM5C_chrX_53241021__NF1_chr17_29422308	1129	1271	1260	683	386
KDM5C_chrX_53241021__NF1_chr17_29483038	6	871	625	1	1
KDM5C_chrX_53241021__NF1_chr17_29483039	1131	614	450	5	2
KDM5C_chrX_53241021__NonTargetingControlGuideForHuman0362	607	711	774	5	819
KDM5C_chrX_53241021__NonTargetingControlGuideForHuman0412	13	505	425	579	2
KDM5C_chrX_53241021__PARP1_chr1_226595581	485	34	122	809	298
KDM5C_chrX_53241021__PBRM1_chr3_52702516	3117	529	1095	2247	490
KDM5C_chrX_53241021__PIK3CA_chr3_178916614	18	38	749	788	364
KDM5C_chrX_53241021__PIK3R1_chr5_67576421	2	563	214	1	170
KDM5C_chrX_53241021__PRKDC_chr8_48686398	140	56	210	1605	17
KDM5C_chrX_53241021__PRKDC_chr8_48686781	148	31	1276	603	1419
KDM5C_chrX_53241021__PTEN_chr10_89653786	2	101	671	16	95
KDM5C_chrX_53241021__PTEN_chr10_89685297	217	109	618	7	46
KDM5C_chrX_53241021__RB1_chr13_48934148	9	3	77	4	25
KDM5C_chrX_53241021__RB1_chr13_48936969	3	47	273	421	1
KDM5C_chrX_53241021__ROR1_chr1_64240143	262	518	434	3	229
KDM5C_chrX_53241021__RPS6KB1_chr17_57987922	1	567	254	2568	156
KDM5C_chrX_53241021__RRM2_chr2_10262957	1563	139	212	318	80
KDM5C_chrX_53241021__RUNX1_chr21_36252902	2	1	144	2	298
KDM5C_chrX_53241021__RUNX1_chr21_36421144	94	95	86	750	3
KDM5C_chrX_53241021__SMAD4_chr18_48575673	0	3	324	3	588
KDM5C_chrX_53241021__SMARCA4_chr19_11094819	866	3	108	2	163
KDM5C_chrX_53241021__SMARCA4_chr19_11094851	71	342	615	510	807
KDM5C_chrX_53241021__SMARCA4_chr19_11095011	6	469	332	30	1
KDM5C_chrX_53241021__SMARCB1_chr22_24129339	236	4	170	1017	535
KDM5C_chrX_53241021__SMO_chr7_128845081	581	723	1357	1590	211
KDM5C_chrX_53241021__SRC_chr20_36012562	74	468	280	7	488
KDM5C_chrX_53241021__SRC_chr20_36014563	14	660	457	2208	2117
KDM5C_chrX_53241021__TOP1_chr20_39657693	2323	403	921	1920	323
KDM5C_chrX_53241021__TOP1_chr20_39690055	3	371	521	1	632
KDM5C_chrX_53241021__TOP1_chr20_39690109	4	1	315	0	0
KDM5C_chrX_53241021__TP53_chr17_7577537	278	423	934	724	855
KDM5C_chrX_53241021__TP53_chr17_7578373	1	288	170	826	1
KDM5C_chrX_53241021__TSC1_chr9_135804256	2	25	422	4	525
KDM5C_chrX_53241021__TYMS_chr18_659656	1428	1084	282	610	1273
KDM5C_chrX_53241021__VEGFA_chr6_43738425	5	475	540	8	2100
KDM5C_chrX_53241021__VEGFA_chr6_43742077	14	29	273	1164	298
KDM5C_chrX_53241021__VHL_chr3_10183773	1080	5	874	2	4
KDM5C_chrX_53241021__WEE1_chr11_9595462	2385	164	746	2265	128
KDM5C_chrX_53241021__WEE1_chr11_9595845	530	340	297	7	162
KDM5C_chrX_53241022__ABL1_chr9_133589790	45	3	7	3	487
KDM5C_chrX_53241022__ABL1_chr9_133738283	2	164	249	297	359
KDM5C_chrX_53241022__ADA_chr20_43257769	133	359	188	6	405
KDM5C_chrX_53241022__ADA_chr20_43280245	6	2205	456	1	934
KDM5C_chrX_53241022__AKT1_chr14_105239686	5	553	1206	107	490
KDM5C_chrX_53241022__ALK_chr2_29541172	0	1933	1032	1399	372
KDM5C_chrX_53241022__ALK_chr2_30143522	1199	743	1288	709	866
KDM5C_chrX_53241022__ARID2_chr12_46254608	70	252	23	1	168
KDM5C_chrX_53241022__ATM_chr11_108098350	4	10	139	395	472
KDM5C_chrX_53241022__ATM_chr11_108098390	344	390	411	646	550
KDM5C_chrX_53241022__ATM_chr11_108098402	3	8	53	0	4
KDM5C_chrX_53241022__BCL2_chr18_60795945	2	6096	687	5	88
KDM5C_chrX_53241022__BCL2_chr18_60795960	71	21	429	5	1012
KDM5C_chrX_53241022__BCL2_chr18_60985877	146	27	115	3	272
KDM5C_chrX_53241022__BRCA1_chr17_41256141	498	845	1138	23	3
KDM5C_chrX_53241022__BRCA1_chr17_41267735	0	484	412	0	122
KDM5C_chrX_53241022__BRCA2_chr13_32914228	41	42	452	160	812
KDM5C_chrX_53241022__BTK_chrX_100626613	80	405	157	641	0
KDM5C_chrX_53241022__BTK_chrX_100645534	171	266	417	17	65
KDM5C_chrX_53241022__CDH1_chr16_68772250	30	140	315	521	154
KDM5C_chrX_53241022__CDK4_chr12_58143253	2	0	248	4	34
KDM5C_chrX_53241022__CDK4_chr12_58145497	6	840	423	625	416
KDM5C_chrX_53241022__CDK6_chr7_92252365	3	509	38	127	71
KDM5C_chrX_53241022__CDK6_chr7_92462628	3	310	387	330	812
KDM5C_chrX_53241022__CDK9_chr9_130548998	1070	552	67	4	780
KDM5C_chrX_53241022__CDKN1B_chr12_12870931	302	307	277	3	1
KDM5C_chrX_53241022__CDKN2A_chr9_21971100	1398	285	71	3	447
KDM5C_chrX_53241022__CHEK1_chr11_125499147	0	717	213	335	392
KDM5C_chrX_53241022__CHEK2_chr22_29090029	84	30	78	978	260
KDM5C_chrX_53241022__EGFR_chr7_55209986	792	702	297	2495	0
KDM5C_chrX_53241022__EGFR_chr7_55209992	11	995	116	1071	1
KDM5C_chrX_53241022__ERBB2_chr17_37855800	92	366	742	4	1121
KDM5C_chrX_53241022__ERBB2_chr17_37868292	9	1	390	2	758
KDM5C_chrX_53241022__FGFR2_chr10_123298118	3433	597	1118	1834	1082
KDM5C_chrX_53241022__FGFR2_chr10_123298215	14	797	762	465	1523
KDM5C_chrX_53241022__FGFR2_chr10_123353328	913	138	498	246	261
KDM5C_chrX_53241022__FGFR3_chr4_1795655	4	471	514	78	0
KDM5C_chrX_53241022__FLT3_chr13_28636131	11	56	195	1	296
KDM5C_chrX_53241022__FLT3_chr13_28674643	592	168	252	639	882
KDM5C_chrX_53241022__FNTA_chr8_42914260	219	27	12	1	593
KDM5C_chrX_53241022__FNTA_chr8_42924781	235	3	311	3	1056
KDM5C_chrX_53241022__GATA3_chr10_8097790	25	8	258	4	398
KDM5C_chrX_53241022__HDAC6_chrX_48661385	4	557	684	343	668
KDM5C_chrX_53241022__HDAC6_chrX_48674389	1	573	503	150	662
KDM5C_chrX_53241022__HSP90AA1_chr14_102551760	188	1040	308	2	2
KDM5C_chrX_53241022__IGF1R_chr15_99434664	135	1082	760	5	3
KDM5C_chrX_53241022__IGF1R_chr15_99434807	6	543	236	1	1013
KDM5C_chrX_53241022__JAK2_chr9_5021970	25	16	321	298	3
KDM5C_chrX_53241022__KIT_chr4_55524176	5	294	450	0	1
KDM5C_chrX_53241022__KMT2D_chr12_49448161	8	351	203	235	910
KDM5C_chrX_53241022__KMT2D_chr12_49448168	218	1341	1312	5051	2998
KDM5C_chrX_53241022__KMT2D_chr12_49448468	76	0	362	531	39
KDM5C_chrX_53241022__MAP2K1_chr15_66679721	522	127	188	3	263
KDM5C_chrX_53241022__MAP2K1_chr15_66679728	4	61	208	1	401
KDM5C_chrX_53241022__MAP3K1_chr5_56111382	1	278	219	2	95
KDM5C_chrX_53241022__MAP3K1_chr5_56152466	1	233	60	444	713
KDM5C_chrX_53241022__MAP3K1_chr5_56152485	39	693	1791	879	402
KDM5C_chrX_53241022__MET_chr7_116339123	439	286	406	5	0
KDM5C_chrX_53241022__MET_chr7_116340207	6	355	168	1	2
KDM5C_chrX_53241022__MLH1_chr3_37038179	1137	499	508	749	102
KDM5C_chrX_53241022__MLH1_chr3_37045912	2	8	58	460	500
KDM5C_chrX_53241022__MSH6_chr2_48010356	1290	35	167	398	846
KDM5C_chrX_53241022__MSH6_chr2_48018111	1144	2335	1219	1462	1694
KDM5C_chrX_53241022__MSH6_chr2_48018154	0	2	98	1	470
KDM5C_chrX_53241022__MTOR_chr1_11317010	222	216	270	965	3
KDM5C_chrX_53241022__MTOR_chr1_11317149	0	597	246	1	3
KDM5C_chrX_53241022__MTOR_chr1_11319459	19	1132	553	884	354
KDM5C_chrX_53241022__NF1_chr17_29422308	127	51	311	405	152
KDM5C_chrX_53241022__NF1_chr17_29483039	15	983	127	823	7
KDM5C_chrX_53241022__NonTargetingControlGuideForHuman0362	46	923	427	517	730
KDM5C_chrX_53241022__NonTargetingControlGuideForHuman0412	1	70	240	2	1
KDM5C_chrX_53241022__PARP1_chr1_226578249	4482	1012	486	370	1274
KDM5C_chrX_53241022__PARP1_chr1_226595581	3	1312	482	737	1
KDM5C_chrX_53241022__PBRM1_chr3_52696257	1	5	19	1	0
KDM5C_chrX_53241022__PBRM1_chr3_52713723	0	659	280	1	1
KDM5C_chrX_53241022__PDGFRA_chr4_55124932	931	615	334	79	885
KDM5C_chrX_53241022__PDGFRA_chr4_55124963	3	1582	348	7	1705
KDM5C_chrX_53241022__PDGFRA_chr4_55129914	2	50	244	3	360
KDM5C_chrX_53241022__PIK3CA_chr3_178919070	0	7	828	2	0
KDM5C_chrX_53241022__PIK3CA_chr3_178919167	168	284	132	4	730
KDM5C_chrX_53241022__PIK3R1_chr5_67522521	1	247	150	495	23
KDM5C_chrX_53241022__PIK3R1_chr5_67576410	0	339	351	0	414
KDM5C_chrX_53241022__PIK3R1_chr5_67576421	11	106	353	397	101
KDM5C_chrX_53241022__PTEN_chr10_89653786	2937	651	338	3	7
KDM5C_chrX_53241022__PTEN_chr10_89711868	1462	854	736	188	148
KDM5C_chrX_53241022__RB1_chr13_48878054	12	60	372	167	0
KDM5C_chrX_53241022__ROR1_chr1_64240072	628	1681	822	1035	2857
KDM5C_chrX_53241022__RPS6KB1_chr17_57970538	5	168	301	301	4
KDM5C_chrX_53241022__RPS6KB1_chr17_57987949	2	639	337	1359	359
KDM5C_chrX_53241022__RRM2_chr2_10262728	1	404	176	0	6
KDM5C_chrX_53241022__RUNX1_chr21_36252860	2	478	403	357	501
KDM5C_chrX_53241022__RUNX1_chr21_36252902	40	68	171	109	87
KDM5C_chrX_53241022__SETD2_chr3_47142951	3315	43	643	541	79
KDM5C_chrX_53241022__SETD2_chr3_47142972	1	2	448	279	9
KDM5C_chrX_53241022__SETD2_chr3_47205411	3	20	212	63	1
KDM5C_chrX_53241022__SMAD4_chr18_48573460	1	109	119	3	2
KDM5C_chrX_53241022__SMAD4_chr18_48586241	695	4	162	0	134
KDM5C_chrX_53241022__SMARCA4_chr19_11094819	0	259	377	6	252
KDM5C_chrX_53241022__SMARCB1_chr22_24133949	4	43	148	1850	1
KDM5C_chrX_53241022__SMARCB1_chr22_24133993	1	2983	892	161	1533
KDM5C_chrX_53241022__SMO_chr7_128828974	999	944	835	827	1817
KDM5C_chrX_53241022__SMO_chr7_128845117	1	668	58	371	2
KDM5C_chrX_53241022__SRC_chr20_36022600	3	181	1145	463	323
KDM5C_chrX_53241022__TP53_chr17_7579881	5	393	453	2	353
KDM5C_chrX_53241022__TSC1_chr9_135804256	2	13	227	1	0
KDM5C_chrX_53241022__VEGFA_chr6_43742108	17	494	76	695	262
KDM5C_chrX_53241022__VHL_chr3_10183518	31	1187	773	836	129
KDM5C_chrX_53241022__VHL_chr3_10183791	2321	332	373	1	338
KDM5C_chrX_53241022__WEE1_chr11_9595462	419	473	175	3811	308
KDM5C_chrX_53241022__WEE1_chr11_9595542	2	39	502	293	3
KDM5C_chrX_53241022__WEE1_chr11_9595845	0	2	41	200	632
KDM5C_chrX_53254068__ADA_chr20_43257696	578	728	813	121	0
KDM5C_chrX_53254068__ADA_chr20_43257769	9058	440	534	7	838
KDM5C_chrX_53254068__AKT1_chr14_105239609	5692	1091	829	926	90
KDM5C_chrX_53254068__AKT1_chr14_105258968	2	701	636	843	1261
KDM5C_chrX_53254068__ALK_chr2_29541171	0	2	19	3	1
KDM5C_chrX_53254068__APC_chr5_112043408	44	169	180	562	637
KDM5C_chrX_53254068__APC_chr5_112102023	273	55	99	3	469
KDM5C_chrX_53254068__APC_chr5_112102933	266	101	511	301	559
KDM5C_chrX_53254068__ARID1A_chr1_27022876	12	7	22	4	3
KDM5C_chrX_53254068__ARID1A_chr1_27056288	131	830	438	909	1
KDM5C_chrX_53254068__ARID2_chr12_46123614	1	4	169	679	0
KDM5C_chrX_53254068__ARID2_chr12_46205318	321	1195	842	5	806
KDM5C_chrX_53254068__ATM_chr11_108098350	1	4	75	1	2
KDM5C_chrX_53254068__ATM_chr11_108098390	157	12	56	871	146
KDM5C_chrX_53254068__BCL2_chr18_60795960	91	161	1061	750	706
KDM5C_chrX_53254068__BCL2_chr18_60985877	533	2	682	5	270
KDM5C_chrX_53254068__BRAF_chr7_140508787	1859	1624	879	1887	668
KDM5C_chrX_53254068__BRAF_chr7_140534469	2181	2421	1596	377	751
KDM5C_chrX_53254068__BRCA1_chr17_41276018	96	212	564	1156	493
KDM5C_chrX_53254068__BRCA2_chr13_32912006	401	260	721	1930	293
KDM5C_chrX_53254068__BRD4_chr19_15376361	12	2171	759	5	500
KDM5C_chrX_53254068__BRD4_chr19_15376403	809	377	1694	1622	282
KDM5C_chrX_53254068__BRD4_chr19_15383894	80	63	97	169	467
KDM5C_chrX_53254068__BTK_chrX_100626613	132	884	302	4	3
KDM5C_chrX_53254068__CASP8_chr2_202123033	2	200	1100	842	983
KDM5C_chrX_53254068__CASP8_chr2_202134297	2	2093	731	4	613
KDM5C_chrX_53254068__CDH1_chr16_68771300	108	314	447	8	1128
KDM5C_chrX_53254068__CDH1_chr16_68772250	1	480	511	600	353
KDM5C_chrX_53254068__CDH1_chr16_68772255	1	504	385	253	27
