construct_id	Hela_Trex2_CV4_d14_2_S4_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d3_1_S1_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d28_2_S6_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d14_1_S3_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d3_2_S2_trimmed53_len_filtered_counts	Hela_Trex2_CV4_d28_1_S5_trimmed53_len_filtered_counts
HDAC1_chr1_32757816__BRCA1_chr17_41276018	202	35	71	13	35	0
HDAC1_chr1_32757816__BRCA2_chr13_32914228	226	84	433	95	395	86
HDAC1_chr1_32757816__BRD4_chr19_15376361	223	2	179	66	146	35
HDAC1_chr1_32757816__BRD4_chr19_15376403	127	37	2	45	448	1
HDAC1_chr1_32757816__BRD4_chr19_15383894	35	0	2	30	54	0
HDAC1_chr1_32757816__BTK_chrX_100626613	1	0	0	198	0	132
HDAC1_chr1_32757816__BTK_chrX_100629565	97	193	290	100	294	13
HDAC1_chr1_32757816__BTK_chrX_100645534	88	3	73	66	50	78
HDAC1_chr1_32757816__CASP8_chr2_202131404	613	569	415	62	165	45
HDAC1_chr1_32757816__CASP8_chr2_202134297	101	224	108	347	135	200
HDAC1_chr1_32757816__CDH1_chr16_68771300	64	157	111	110	605	68
HDAC1_chr1_32757816__CDH1_chr16_68772255	163	110	321	10	83	103
HDAC1_chr1_32757816__CDK4_chr12_58144705	356	205	291	72	123	206
HDAC1_chr1_32757816__CDK4_chr12_58145497	139	80	166	351	318	630
HDAC1_chr1_32757816__CDK6_chr7_92252365	221	39	272	101	412	1
HDAC1_chr1_32757816__CDK6_chr7_92462628	82	65	62	55	378	284
HDAC1_chr1_32757816__CDK9_chr9_130548998	66	0	6	42	79	52
HDAC1_chr1_32757816__CDK9_chr9_130550235	97	94	126	199	117	174
HDAC1_chr1_32757816__CDKN1B_chr12_12870777	51	145	86	240	291	188
HDAC1_chr1_32757816__CDKN1B_chr12_12870931	4	0	0	11	67	0
HDAC1_chr1_32757816__CDKN1B_chr12_12871196	51	0	13	2	0	0
HDAC1_chr1_32757816__CDKN2A_chr9_21968726	36	90	218	78	114	134
HDAC1_chr1_32757816__CDKN2A_chr9_21971100	454	230	384	269	395	422
HDAC1_chr1_32757816__CDKN2A_chr9_21994327	29	51	7	0	171	0
HDAC1_chr1_32757816__CHEK1_chr11_125496687	0	362	0	0	225	0
HDAC1_chr1_32757816__CHEK1_chr11_125499147	0	164	0	4	272	0
HDAC1_chr1_32757816__CHEK2_chr22_29085137	332	207	852	184	198	195
HDAC1_chr1_32757816__DHFR_chr5_79949819	0	227	0	23	124	1
HDAC1_chr1_32757816__EGFR_chr7_55086962	32	50	28	40	38	6
HDAC1_chr1_32757816__EGFR_chr7_55209986	248	106	87	103	120	32
HDAC1_chr1_32757816__ERBB2_chr17_37855800	165	190	264	48	229	39
HDAC1_chr1_32757816__FGFR2_chr10_123298118	296	95	484	418	286	440
HDAC1_chr1_32757816__FGFR2_chr10_123298215	1	165	0	55	2	365
HDAC1_chr1_32757816__FGFR3_chr4_1795735	128	335	381	80	65	37
HDAC1_chr1_32757816__FLT3_chr13_28636131	120	175	112	2	225	1
HDAC1_chr1_32757816__FLT3_chr13_28636172	281	290	627	342	228	118
HDAC1_chr1_32757816__FNTA_chr8_42911471	133	88	187	217	36	297
HDAC1_chr1_32757816__FNTA_chr8_42914260	0	126	78	50	166	0
HDAC1_chr1_32757816__FNTA_chr8_42924781	69	182	10	112	116	123
HDAC1_chr1_32757816__GATA3_chr10_8097790	52	0	55	14	0	0
HDAC1_chr1_32757816__HDAC2_chr6_114267214	175	373	43	92	0	108
HDAC1_chr1_32757816__HDAC2_chr6_114292056	25	152	0	78	145	35
HDAC1_chr1_32757816__HDAC6_chrX_48661089	173	160	75	167	143	157
HDAC1_chr1_32757816__HSP90AA1_chr14_102605736	626	332	1415	210	272	426
HDAC1_chr1_32757816__IGF1R_chr15_99434664	137	171	12	54	215	23
HDAC1_chr1_32757816__JAK2_chr9_5021970	58	114	40	170	93	282
HDAC1_chr1_32757816__JAK2_chr9_5050816	217	295	232	243	70	258
HDAC1_chr1_32757816__KDM5C_chrX_53241021	194	251	150	0	38	0
HDAC1_chr1_32757816__KDM5C_chrX_53241022	458	147	178	240	192	284
HDAC1_chr1_32757816__KDM6A_chrX_44820615	304	195	893	294	534	526
HDAC1_chr1_32757816__KIT_chr4_55524229	220	531	63	114	55	165
HDAC1_chr1_32757816__KMT2D_chr12_49448161	327	83	289	186	245	434
HDAC1_chr1_32757816__MAP2K1_chr15_66679721	330	308	251	478	541	424
HDAC1_chr1_32757816__MAP2K1_chr15_66679728	571	254	538	535	257	549
HDAC1_chr1_32757816__MAP2K1_chr15_66679756	306	499	205	20	304	30
HDAC1_chr1_32757816__MLH1_chr3_37035029	179	374	332	99	151	24
HDAC1_chr1_32757816__MSH6_chr2_48018154	0	5	0	180	123	404
HDAC1_chr1_32757816__MTOR_chr1_11317149	105	136	0	41	266	0
HDAC1_chr1_32757816__MTOR_chr1_11319459	39	234	71	186	317	72
HDAC1_chr1_32757816__NonTargetingControlGuideForHuman0362	308	297	241	266	418	263
HDAC1_chr1_32757816__NonTargetingControlGuideForHuman0412	170	58	90	46	8	116
HDAC1_chr1_32757816__PARP1_chr1_226578301	356	191	184	273	140	298
HDAC1_chr1_32757816__PBRM1_chr3_52696257	355	139	593	142	135	640
HDAC1_chr1_32757816__PDGFRA_chr4_55124932	32	10	23	168	343	349
HDAC1_chr1_32757816__PIK3CA_chr3_178919070	283	150	134	181	96	208
HDAC1_chr1_32757816__PIK3R1_chr5_67576410	269	181	111	134	175	224
HDAC1_chr1_32757816__PIK3R1_chr5_67576421	12	252	124	39	365	0
HDAC1_chr1_32757816__PRKDC_chr8_48872683	161	43	64	128	83	46
HDAC1_chr1_32757816__PTEN_chr10_89653786	416	140	191	54	187	0
HDAC1_chr1_32757816__PTEN_chr10_89685297	208	91	795	35	36	53
HDAC1_chr1_32757816__ROR1_chr1_64240072	258	205	94	140	146	108
HDAC1_chr1_32757816__ROR1_chr1_64240089	426	309	327	103	1	133
HDAC1_chr1_32757816__RPS6KB1_chr17_57987949	93	222	21	326	162	175
HDAC1_chr1_32757816__RRM2_chr2_10262728	32	73	6	68	77	97
HDAC1_chr1_32757816__RUNX1_chr21_36252860	146	286	13	259	140	250
HDAC1_chr1_32757816__RUNX1_chr21_36252902	275	62	65	43	84	50
HDAC1_chr1_32757816__RUNX1_chr21_36421144	502	63	589	183	57	240
HDAC1_chr1_32757816__SETD2_chr3_47142972	98	120	0	279	1	38
HDAC1_chr1_32757816__SMAD4_chr18_48575673	63	140	1	167	149	189
HDAC1_chr1_32757816__SMAD4_chr18_48586241	466	202	413	187	11	287
HDAC1_chr1_32757816__SMARCA4_chr19_11094819	86	177	5	0	127	0
HDAC1_chr1_32757816__SMARCA4_chr19_11095011	356	50	144	114	185	250
HDAC1_chr1_32757816__SMARCB1_chr22_24133949	133	351	107	31	309	35
HDAC1_chr1_32757816__SMO_chr7_128828974	123	376	90	34	248	57
HDAC1_chr1_32757816__SMO_chr7_128845117	218	148	620	0	70	8
HDAC1_chr1_32757816__SRC_chr20_36012562	130	137	183	215	137	503
HDAC1_chr1_32757816__SRC_chr20_36014563	114	153	90	215	261	286
HDAC1_chr1_32757816__SRC_chr20_36022600	154	344	27	119	431	219
HDAC1_chr1_32757816__TP53_chr17_7577537	177	45	348	332	75	834
HDAC1_chr1_32757816__TP53_chr17_7579881	388	313	665	182	159	212
HDAC1_chr1_32757816__TSC1_chr9_135804256	0	0	0	116	16	62
HDAC1_chr1_32757816__TYMS_chr18_659665	174	71	118	632	346	982
HDAC1_chr1_32757816__VEGFA_chr6_43738425	152	168	26	158	173	121
HDAC1_chr1_32757816__VHL_chr3_10183518	188	307	27	196	29	234
HDAC1_chr1_32757816__VHL_chr3_10183791	18	153	0	22	388	0
HDAC1_chr1_32757816__WEE1_chr11_9595542	229	10	159	196	122	179
HDAC1_chr1_32757816__WEE1_chr11_9595845	366	252	316	87	180	74
HDAC1_chr1_32792601__ABL1_chr9_133589790	162	476	0	33	0	0
HDAC1_chr1_32792601__ABL1_chr9_133738356	606	285	192	251	332	274
HDAC1_chr1_32792601__ADA_chr20_43257769	559	896	1321	334	828	251
HDAC1_chr1_32792601__ADA_chr20_43280245	367	305	0	219	267	74
HDAC1_chr1_32792601__AKT1_chr14_105258968	442	156	101	42	455	1
HDAC1_chr1_32792601__ALK_chr2_29541171	316	72	361	188	54	323
HDAC1_chr1_32792601__ALK_chr2_29541172	403	948	189	522	310	811
HDAC1_chr1_32792601__ALK_chr2_30143522	1805	333	1921	627	665	1295
HDAC1_chr1_32792601__APC_chr5_112043408	1750	763	1995	1119	1214	1278
HDAC1_chr1_32792601__APC_chr5_112102023	942	292	282	767	311	184
HDAC1_chr1_32792601__APC_chr5_112102933	240	401	59	264	567	319
HDAC1_chr1_32792601__ARID1A_chr1_27056286	17	520	0	759	573	1659
HDAC1_chr1_32792601__ARID1A_chr1_27056288	93	304	153	586	343	270
HDAC1_chr1_32792601__ARID2_chr12_46123614	497	60	532	192	476	81
HDAC1_chr1_32792601__ATM_chr11_108098350	275	22	84	166	177	109
HDAC1_chr1_32792601__BRAF_chr7_140534469	686	567	1036	584	835	1224
HDAC1_chr1_32792601__BRAF_chr7_140624501	1	322	1	288	579	874
HDAC1_chr1_32792601__BRCA2_chr13_32890586	23	190	0	98	0	59
HDAC1_chr1_32792601__BRD4_chr19_15376403	909	483	214	616	591	375
HDAC1_chr1_32792601__BRD4_chr19_15383894	42	45	0	71	270	11
HDAC1_chr1_32792601__BTK_chrX_100645534	414	159	272	135	581	17
HDAC1_chr1_32792601__CASP8_chr2_202131404	1454	532	1546	146	889	100
HDAC1_chr1_32792601__CASP8_chr2_202134297	570	478	784	475	494	922
HDAC1_chr1_32792601__CDH1_chr16_68771300	343	715	1023	1548	908	689
HDAC1_chr1_32792601__CDH1_chr16_68772255	60	129	294	10	22	1
HDAC1_chr1_32792601__CDK4_chr12_58143253	120	195	0	120	265	239
HDAC1_chr1_32792601__CDK4_chr12_58144705	437	806	873	935	909	1531
HDAC1_chr1_32792601__CDK4_chr12_58145497	1646	420	3365	664	1448	1034
HDAC1_chr1_32792601__CDK9_chr9_130548998	0	453	1	208	98	19
HDAC1_chr1_32792601__CDK9_chr9_130550235	1058	888	1231	892	1959	921
HDAC1_chr1_32792601__CDKN1B_chr12_12871196	1479	402	2148	482	1310	614
HDAC1_chr1_32792601__CDKN2A_chr9_21971100	355	450	692	724	306	713
HDAC1_chr1_32792601__CDKN2A_chr9_21994327	1153	764	1632	150	699	104
HDAC1_chr1_32792601__CHEK1_chr11_125499147	1	346	0	1	632	0
HDAC1_chr1_32792601__CHEK2_chr22_29130694	647	657	643	602	425	694
HDAC1_chr1_32792601__DHFR_chr5_79950216	1220	940	722	1046	1308	641
HDAC1_chr1_32792601__DHFR_chr5_79950217	1243	194	1648	228	592	16
HDAC1_chr1_32792601__EGFR_chr7_55209986	1460	1086	1484	713	723	558
HDAC1_chr1_32792601__EGFR_chr7_55209992	290	313	382	177	214	1
HDAC1_chr1_32792601__ERBB2_chr17_37855800	220	145	178	0	0	0
HDAC1_chr1_32792601__FGFR2_chr10_123298118	60	190	256	290	427	599
HDAC1_chr1_32792601__FGFR2_chr10_123298215	204	325	271	252	178	442
HDAC1_chr1_32792601__FGFR3_chr4_1795655	351	161	600	38	468	0
HDAC1_chr1_32792601__FGFR3_chr4_1795736	545	102	453	0	230	7
HDAC1_chr1_32792601__FLT3_chr13_28674643	401	617	863	388	333	687
HDAC1_chr1_32792601__FNTA_chr8_42911471	737	641	1310	937	554	1724
HDAC1_chr1_32792601__FNTA_chr8_42914260	207	595	158	453	443	625
HDAC1_chr1_32792601__FNTA_chr8_42924781	559	115	945	82	141	1
HDAC1_chr1_32792601__GATA3_chr10_8097722	437	545	255	782	1250	718
HDAC1_chr1_32792601__HDAC2_chr6_114266539	322	630	0	363	465	22
HDAC1_chr1_32792601__HDAC2_chr6_114267214	83	173	38	52	137	0
HDAC1_chr1_32792601__HSP90AA1_chr14_102551760	1331	396	629	396	693	420
HDAC1_chr1_32792601__HSP90AA1_chr14_102552141	0	122	288	174	31	0
HDAC1_chr1_32792601__JAK2_chr9_5021970	424	732	301	535	409	1296
HDAC1_chr1_32792601__JAK2_chr9_5050721	965	522	708	1184	698	1253
HDAC1_chr1_32792601__JAK2_chr9_5050816	613	584	1160	142	498	138
HDAC1_chr1_32792601__KDM5C_chrX_53241021	141	245	1265	697	304	218
HDAC1_chr1_32792601__KDM5C_chrX_53241022	596	1111	927	775	1614	1137
HDAC1_chr1_32792601__KDM6A_chrX_44732838	1582	192	1383	278	229	228
HDAC1_chr1_32792601__KDM6A_chrX_44820615	450	200	111	174	301	381
HDAC1_chr1_32792601__KIT_chr4_55524164	687	747	452	469	1259	783
HDAC1_chr1_32792601__KIT_chr4_55524176	111	284	46	173	160	587
HDAC1_chr1_32792601__KMT2D_chr12_49448161	446	941	1089	280	77	569
HDAC1_chr1_32792601__KMT2D_chr12_49448168	736	140	559	857	580	968
HDAC1_chr1_32792601__MAP2K1_chr15_66679721	751	121	990	115	752	116
HDAC1_chr1_32792601__MAP2K1_chr15_66679756	65	351	0	0	238	0
HDAC1_chr1_32792601__MAP3K1_chr5_56152466	238	369	170	367	211	522
HDAC1_chr1_32792601__MET_chr7_116340188	0	405	1	25	74	1
HDAC1_chr1_32792601__MLH1_chr3_37038179	642	738	348	742	984	547
HDAC1_chr1_32792601__MSH6_chr2_48010356	316	709	4	375	385	566
HDAC1_chr1_32792601__MSH6_chr2_48018111	1543	842	2183	1055	1205	1185
HDAC1_chr1_32792601__MSH6_chr2_48018154	1	34	0	506	0	351
HDAC1_chr1_32792601__MTOR_chr1_11317010	331	525	36	591	1009	49
HDAC1_chr1_32792601__MTOR_chr1_11319459	160	599	165	738	315	889
HDAC1_chr1_32792601__NF1_chr17_29483038	325	453	506	932	671	918
HDAC1_chr1_32792601__NonTargetingControlGuideForHuman0362	2384	1215	2455	1060	1889	1781
HDAC1_chr1_32792601__NonTargetingControlGuideForHuman0412	744	0	1853	381	319	869
HDAC1_chr1_32792601__PARP1_chr1_226578249	1282	1121	1131	817	1104	1581
HDAC1_chr1_32792601__PARP1_chr1_226578301	633	823	447	650	741	302
HDAC1_chr1_32792601__PBRM1_chr3_52702516	221	741	169	1379	655	1496
HDAC1_chr1_32792601__PBRM1_chr3_52713723	138	218	0	148	242	73
HDAC1_chr1_32792601__PDGFRA_chr4_55124932	572	228	669	167	437	95
HDAC1_chr1_32792601__PDGFRA_chr4_55124963	1536	360	4026	181	841	2
HDAC1_chr1_32792601__PIK3CA_chr3_178916614	16	398	95	145	47	187
HDAC1_chr1_32792601__PIK3CA_chr3_178919167	354	332	306	82	223	62
HDAC1_chr1_32792601__PRKDC_chr8_48686398	264	1002	163	28	229	77
HDAC1_chr1_32792601__PTEN_chr10_89711868	854	273	733	68	516	105
HDAC1_chr1_32792601__ROR1_chr1_64240072	719	546	1232	364	781	687
HDAC1_chr1_32792601__ROR1_chr1_64240089	543	457	411	752	831	1595
HDAC1_chr1_32792601__ROR1_chr1_64240143	1116	399	1906	142	396	1
HDAC1_chr1_32792601__RPS6KB1_chr17_57987949	530	586	634	171	236	88
HDAC1_chr1_32792601__RRM2_chr2_10262940	125	875	58	256	960	876
HDAC1_chr1_32792601__RRM2_chr2_10262957	101	301	14	26	808	0
HDAC1_chr1_32792601__RUNX1_chr21_36252860	427	150	198	39	224	3
HDAC1_chr1_32792601__RUNX1_chr21_36252902	477	89	801	280	270	590
HDAC1_chr1_32792601__RUNX1_chr21_36421144	420	182	840	342	193	238
HDAC1_chr1_32792601__SETD2_chr3_47142972	337	238	0	131	941	19
HDAC1_chr1_32792601__SETD2_chr3_47205411	377	561	167	235	418	355
HDAC1_chr1_32792601__SMAD4_chr18_48575673	352	147	311	71	124	0
HDAC1_chr1_32792601__SMAD4_chr18_48586241	360	167	670	101	22	438
HDAC1_chr1_32792601__SMARCA4_chr19_11094851	603	622	522	139	729	74
HDAC1_chr1_32792601__SMARCA4_chr19_11095011	443	498	347	333	1158	305
HDAC1_chr1_32792601__SMARCB1_chr22_24129339	136	222	181	222	505	273
HDAC1_chr1_32792601__SMARCB1_chr22_24133949	889	1346	919	568	671	224
HDAC1_chr1_32792601__SMARCB1_chr22_24133993	53	136	71	303	375	1
HDAC1_chr1_32792601__SMO_chr7_128828974	1390	812	1205	655	492	1584
HDAC1_chr1_32792601__SRC_chr20_36014563	340	229	196	128	367	284
HDAC1_chr1_32792601__TOP1_chr20_39690055	34	0	0	71	119	0
HDAC1_chr1_32792601__TOP1_chr20_39690109	0	320	0	125	64	22
HDAC1_chr1_32792601__TP53_chr17_7578373	72	125	331	253	141	710
HDAC1_chr1_32792601__TSC1_chr9_135796748	1109	471	1239	696	349	835
HDAC1_chr1_32792601__TSC1_chr9_135804256	338	220	14	75	256	55
HDAC1_chr1_32792601__TYMS_chr18_657730	704	887	851	778	332	372
HDAC1_chr1_32792601__VEGFA_chr6_43738425	32	369	0	192	0	68
HDAC1_chr1_32792601__VEGFA_chr6_43742077	289	319	631	371	614	44
HDAC1_chr1_32792601__VHL_chr3_10183773	155	478	25	141	603	4
HDAC1_chr1_32792601__WEE1_chr11_9595845	94	379	54	66	204	27
HDAC1_chr1_32792637__ABL1_chr9_133589790	371	175	255	141	799	321
HDAC1_chr1_32792637__ABL1_chr9_133738283	414	0	528	67	211	31
HDAC1_chr1_32792637__ADA_chr20_43257696	18	30	26	1	147	0
HDAC1_chr1_32792637__AKT1_chr14_105239686	318	781	313	216	357	70
HDAC1_chr1_32792637__ALK_chr2_29541171	447	221	34	26	377	0
HDAC1_chr1_32792637__APC_chr5_112043408	908	937	1310	120	546	43
HDAC1_chr1_32792637__ARID1A_chr1_27022876	287	404	187	95	476	237
HDAC1_chr1_32792637__ARID2_chr12_46254608	333	664	582	309	267	1145
HDAC1_chr1_32792637__ATM_chr11_108098350	154	80	320	20	229	13
HDAC1_chr1_32792637__ATM_chr11_108098390	137	424	0	563	202	386
HDAC1_chr1_32792637__BCL2_chr18_60795960	241	259	69	260	200	214
HDAC1_chr1_32792637__BRAF_chr7_140534469	1339	1310	989	121	1381	36
HDAC1_chr1_32792637__BRCA1_chr17_41256141	59	515	1	177	811	0
HDAC1_chr1_32792637__BRCA1_chr17_41276018	43	86	0	82	671	0
HDAC1_chr1_32792637__BRCA2_chr13_32890586	82	231	138	79	0	0
HDAC1_chr1_32792637__BRD4_chr19_15376361	14	312	0	41	416	0
HDAC1_chr1_32792637__BRD4_chr19_15376403	0	359	0	87	0	0
HDAC1_chr1_32792637__BRD4_chr19_15383894	197	251	126	301	0	245
HDAC1_chr1_32792637__BTK_chrX_100626613	36	187	1	25	187	28
HDAC1_chr1_32792637__BTK_chrX_100629565	0	78	42	1	5	0
HDAC1_chr1_32792637__BTK_chrX_100645534	29	446	22	74	378	0
HDAC1_chr1_32792637__CASP8_chr2_202131404	258	73	1018	148	7	13
HDAC1_chr1_32792637__CASP8_chr2_202134297	155	533	426	559	735	945
HDAC1_chr1_32792637__CDH1_chr16_68771300	336	338	161	503	747	248
HDAC1_chr1_32792637__CDH1_chr16_68772255	17	3	0	0	136	0
HDAC1_chr1_32792637__CDK4_chr12_58145497	547	805	821	192	299	121
HDAC1_chr1_32792637__CDK6_chr7_92252365	536	610	464	446	1295	471
HDAC1_chr1_32792637__CDK6_chr7_92462628	114	393	275	93	116	73
HDAC1_chr1_32792637__CDK9_chr9_130548409	477	249	417	110	315	22
HDAC1_chr1_32792637__CDK9_chr9_130548998	0	124	0	0	1	0
HDAC1_chr1_32792637__CDK9_chr9_130550235	579	581	67	114	92	109
HDAC1_chr1_32792637__CDKN1B_chr12_12870931	0	1	0	338	219	339
HDAC1_chr1_32792637__CDKN1B_chr12_12871196	76	520	0	313	168	296
HDAC1_chr1_32792637__CDKN2A_chr9_21971100	658	955	1205	132	358	55
HDAC1_chr1_32792637__CDKN2A_chr9_21994327	411	338	348	64	528	93
HDAC1_chr1_32792637__CHEK1_chr11_125496644	174	127	29	90	192	4
HDAC1_chr1_32792637__CHEK1_chr11_125496687	0	379	0	21	0	14
HDAC1_chr1_32792637__CHEK1_chr11_125499147	0	702	1	50	572	11
HDAC1_chr1_32792637__CHEK2_chr22_29085137	22	0	0	0	119	0
HDAC1_chr1_32792637__DHFR_chr5_79949819	537	525	177	34	678	1
HDAC1_chr1_32792637__EGFR_chr7_55086962	163	461	208	165	584	299
HDAC1_chr1_32792637__EGFR_chr7_55209986	558	305	390	199	473	118
HDAC1_chr1_32792637__ERBB2_chr17_37855800	592	446	992	101	92	68
HDAC1_chr1_32792637__ERBB2_chr17_37868221	497	371	128	232	162	109
HDAC1_chr1_32792637__FGFR2_chr10_123298118	274	67	1	18	284	0
HDAC1_chr1_32792637__FGFR2_chr10_123298215	73	54	53	184	206	745
HDAC1_chr1_32792637__FGFR3_chr4_1795735	237	612	520	335	344	775
HDAC1_chr1_32792637__FLT3_chr13_28636131	364	12	92	161	314	209
HDAC1_chr1_32792637__FLT3_chr13_28636172	195	194	168	150	258	40
HDAC1_chr1_32792637__GATA3_chr10_8097722	28	270	134	40	19	0
HDAC1_chr1_32792637__GATA3_chr10_8097790	173	534	311	327	585	1189
HDAC1_chr1_32792637__HDAC2_chr6_114267214	67	417	0	0	182	0
HDAC1_chr1_32792637__HDAC2_chr6_114292056	0	165	37	7	289	0
HDAC1_chr1_32792637__HDAC6_chrX_48674389	81	154	16	19	102	0
HDAC1_chr1_32792637__HSP90AA1_chr14_102605736	553	451	349	378	366	376
HDAC1_chr1_32792637__IGF1R_chr15_99192824	46	99	8	29	387	72
HDAC1_chr1_32792637__IGF1R_chr15_99434807	323	599	50	307	992	50
HDAC1_chr1_32792637__JAK2_chr9_5050816	592	132	478	2	346	1
HDAC1_chr1_32792637__KDM5C_chrX_53241022	387	425	225	236	363	73
HDAC1_chr1_32792637__KDM5C_chrX_53254068	157	442	152	391	590	529
HDAC1_chr1_32792637__KDM6A_chrX_44732838	859	469	495	36	91	214
HDAC1_chr1_32792637__KIT_chr4_55524229	107	318	128	46	403	0
HDAC1_chr1_32792637__KMT2D_chr12_49448468	112	302	78	402	175	397
HDAC1_chr1_32792637__MAP2K1_chr15_66679728	116	221	159	233	203	193
HDAC1_chr1_32792637__MAP2K1_chr15_66679756	81	583	157	227	922	468
HDAC1_chr1_32792637__MAP3K1_chr5_56111382	192	120	92	98	74	0
HDAC1_chr1_32792637__MET_chr7_116340188	128	515	508	217	228	130
HDAC1_chr1_32792637__MLH1_chr3_37035029	164	177	84	112	492	524
HDAC1_chr1_32792637__MSH6_chr2_48018154	559	295	455	102	85	55
HDAC1_chr1_32792637__MTOR_chr1_11317149	40	126	1	62	168	0
HDAC1_chr1_32792637__NonTargetingControlGuideForHuman0362	614	96	161	95	302	97
HDAC1_chr1_32792637__NonTargetingControlGuideForHuman0412	57	816	1	246	216	390
HDAC1_chr1_32792637__PARP1_chr1_226578301	124	0	116	75	153	153
HDAC1_chr1_32792637__PDGFRA_chr4_55124932	302	379	516	275	64	526
HDAC1_chr1_32792637__PDGFRA_chr4_55124963	181	174	597	191	617	0
HDAC1_chr1_32792637__PDGFRA_chr4_55129914	529	292	268	623	252	481
HDAC1_chr1_32792637__PIK3CA_chr3_178919070	204	534	90	266	76	56
HDAC1_chr1_32792637__PIK3R1_chr5_67576410	0	94	0	85	265	0
HDAC1_chr1_32792637__PTEN_chr10_89653786	35	209	49	56	277	82
HDAC1_chr1_32792637__PTEN_chr10_89685297	41	158	0	555	0	909
HDAC1_chr1_32792637__RB1_chr13_48878054	206	131	50	120	0	41
HDAC1_chr1_32792637__ROR1_chr1_64240089	168	174	302	220	664	143
HDAC1_chr1_32792637__RPS6KB1_chr17_57987949	413	562	415	722	1042	575
HDAC1_chr1_32792637__RRM2_chr2_10262728	0	215	0	121	228	102
HDAC1_chr1_32792637__RRM2_chr2_10262957	171	325	0	84	72	200
HDAC1_chr1_32792637__RUNX1_chr21_36252860	52	2	0	198	346	11
HDAC1_chr1_32792637__RUNX1_chr21_36252902	127	354	80	344	509	792
HDAC1_chr1_32792637__RUNX1_chr21_36421144	64	756	0	127	474	371
HDAC1_chr1_32792637__SMAD4_chr18_48573460	0	0	0	45	130	0
HDAC1_chr1_32792637__SMAD4_chr18_48575673	664	731	489	0	101	0
HDAC1_chr1_32792637__SMAD4_chr18_48586241	396	51	221	57	217	0
HDAC1_chr1_32792637__SMARCA4_chr19_11094819	113	406	40	184	315	570
HDAC1_chr1_32792637__SMARCA4_chr19_11094851	209	623	0	390	849	255
HDAC1_chr1_32792637__SMARCA4_chr19_11095011	1304	247	1395	136	851	58
HDAC1_chr1_32792637__SMO_chr7_128828974	99	429	158	94	263	216
HDAC1_chr1_32792637__SMO_chr7_128845081	112	167	272	185	153	378
HDAC1_chr1_32792637__SMO_chr7_128845117	66	613	0	163	239	141
HDAC1_chr1_32792637__SRC_chr20_36012562	0	0	161	0	184	0
HDAC1_chr1_32792637__SRC_chr20_36022600	117	556	65	424	458	377
HDAC1_chr1_32792637__TOP1_chr20_39690109	0	0	0	0	0	0
HDAC1_chr1_32792637__TP53_chr17_7577537	261	393	199	101	280	0
HDAC1_chr1_32792637__TP53_chr17_7579881	127	120	41	92	357	65
HDAC1_chr1_32792637__TSC1_chr9_135804256	565	188	811	88	128	0
HDAC1_chr1_32792637__TYMS_chr18_659665	275	89	92	250	525	294
HDAC1_chr1_32792637__VEGFA_chr6_43738425	501	532	210	99	891	152
HDAC1_chr1_32792637__VHL_chr3_10183518	199	1015	30	213	463	22
HDAC1_chr1_32792637__VHL_chr3_10183773	33	6	47	0	1	0
HDAC1_chr1_32792637__VHL_chr3_10183791	347	531	327	168	287	156
HDAC1_chr1_32792637__WEE1_chr11_9595462	77	550	7	317	90	442
HDAC1_chr1_32792637__WEE1_chr11_9595542	96	229	1	50	116	66
HDAC1_chr1_32792637__WEE1_chr11_9595845	40	207	57	146	276	191
HDAC2_chr6_114266539__ABL1_chr9_133738356	1404	821	1909	223	465	90
HDAC2_chr6_114266539__ADA_chr20_43257696	330	492	401	0	0	0
HDAC2_chr6_114266539__AKT1_chr14_105239609	0	162	0	69	413	1
HDAC2_chr6_114266539__AKT1_chr14_105258968	318	760	175	309	513	16
HDAC2_chr6_114266539__ALK_chr2_29541171	163	133	30	116	106	37
HDAC2_chr6_114266539__ALK_chr2_30143522	169	0	89	108	491	0
HDAC2_chr6_114266539__APC_chr5_112043408	610	311	750	33	446	1
HDAC2_chr6_114266539__ARID1A_chr1_27022876	155	1	1	155	93	272
HDAC2_chr6_114266539__ARID1A_chr1_27056288	0	76	41	630	372	308
HDAC2_chr6_114266539__ATM_chr11_108098390	1434	1425	965	361	2575	184
HDAC2_chr6_114266539__BCL2_chr18_60795960	563	297	2	495	1187	458
HDAC2_chr6_114266539__BCL2_chr18_60985877	280	190	117	42	722	31
HDAC2_chr6_114266539__BRCA1_chr17_41267735	0	0	0	43	117	0
HDAC2_chr6_114266539__BRCA1_chr17_41276018	178	935	40	967	573	1061
HDAC2_chr6_114266539__BRCA2_chr13_32890586	637	263	325	163	454	0
HDAC2_chr6_114266539__BRCA2_chr13_32912006	484	197	105	192	135	49
HDAC2_chr6_114266539__BRCA2_chr13_32914228	1498	1573	1270	398	289	260
HDAC2_chr6_114266539__CASP8_chr2_202131404	11	216	45	230	0	235
HDAC2_chr6_114266539__CDH1_chr16_68772250	521	1238	216	257	967	510
HDAC2_chr6_114266539__CDK6_chr7_92244474	151	339	0	274	705	202
HDAC2_chr6_114266539__CDK9_chr9_130548409	1280	1304	1057	733	676	690
