construct_id	ln229_cas9trex2B_t0_S5_trimmed53_len_filtered_counts	ln229_cas9B_t0_S3_trimmed53_len_filtered_counts	ln229_cas9trex2A_t0_S4_trimmed53_len_filtered_counts	ln229_cas9A_t0_S2_trimmed53_len_filtered_counts	ln229_parent_t0_S1_trimmed53_len_filtered_counts
NonTargetingControlGuideForHuman0094__NonTargetingControlGuideForHuman0001	0	0	0	0	0
NonTargetingControlGuideForHuman0094__NonTargetingControlGuideForHuman0002	0	0	0	0	0
NonTargetingControlGuideForHuman0094__NonTargetingControlGuideForHuman0028	0	0	0	0	0
NonTargetingControlGuideForHuman0094__NonTargetingControlGuideForHuman0093	0	0	0	0	0
NonTargetingControlGuideForHuman0094__NonTargetingControlGuideForHuman0098	0	0	0	0	0
NonTargetingControlGuideForHuman0094__NonTargetingControlGuideForHuman0159	0	0	0	2	0
NonTargetingControlGuideForHuman0094__NonTargetingControlGuideForHuman0244	0	0	0	0	0
NonTargetingControlGuideForHuman0094__NonTargetingControlGuideForHuman0316	253	1	0	2468	0
NonTargetingControlGuideForHuman0094__NonTargetingControlGuideForHuman0323	0	0	0	0	0
NonTargetingControlGuideForHuman0094__NonTargetingControlGuideForHuman0362	39	3	1	2439	0
NonTargetingControlGuideForHuman0094__NonTargetingControlGuideForHuman0412	0	0	0	0	0
NonTargetingControlGuideForHuman0094__NonTargetingControlGuideForHuman0586	53	0	0	0	0
NonTargetingControlGuideForHuman0095__NonTargetingControlGuideForHuman0039	0	0	0	0	0
NonTargetingControlGuideForHuman0095__NonTargetingControlGuideForHuman0069	1	0	0	1247	2334
NonTargetingControlGuideForHuman0095__NonTargetingControlGuideForHuman0072	316	0	0	4	1907
NonTargetingControlGuideForHuman0095__NonTargetingControlGuideForHuman0076	0	0	0	0	0
NonTargetingControlGuideForHuman0095__NonTargetingControlGuideForHuman0077	1141	0	1	0	0
NonTargetingControlGuideForHuman0095__NonTargetingControlGuideForHuman0079	0	0	0	0	0
NonTargetingControlGuideForHuman0095__NonTargetingControlGuideForHuman0274	0	0	0	0	0
NonTargetingControlGuideForHuman0095__NonTargetingControlGuideForHuman0412	17	158	0	0	0
NonTargetingControlGuideForHuman0095__NonTargetingControlGuideForHuman0433	16	0	0	0	0
NonTargetingControlGuideForHuman0095__NonTargetingControlGuideForHuman0434	67	0	0	0	0
NonTargetingControlGuideForHuman0095__NonTargetingControlGuideForHuman0485	0	0	0	103	0
NonTargetingControlGuideForHuman0098__NonTargetingControlGuideForHuman0001	0	0	0	0	0
NonTargetingControlGuideForHuman0098__NonTargetingControlGuideForHuman0008	0	0	0	0	0
NonTargetingControlGuideForHuman0098__NonTargetingControlGuideForHuman0028	330	0	20	133	0
NonTargetingControlGuideForHuman0098__NonTargetingControlGuideForHuman0029	0	0	0	0	0
NonTargetingControlGuideForHuman0098__NonTargetingControlGuideForHuman0082	0	0	0	0	0
NonTargetingControlGuideForHuman0098__NonTargetingControlGuideForHuman0084	658	4798	0	977	0
NonTargetingControlGuideForHuman0098__NonTargetingControlGuideForHuman0093	0	0	0	0	0
NonTargetingControlGuideForHuman0098__NonTargetingControlGuideForHuman0157	72	0	302	0	0
NonTargetingControlGuideForHuman0098__NonTargetingControlGuideForHuman0159	22	514	2	10029	1
NonTargetingControlGuideForHuman0098__NonTargetingControlGuideForHuman0276	0	0	0	0	0
NonTargetingControlGuideForHuman0098__NonTargetingControlGuideForHuman0322	7	0	0	0	0
NonTargetingControlGuideForHuman0098__NonTargetingControlGuideForHuman0323	0	0	0	0	0
NonTargetingControlGuideForHuman0098__NonTargetingControlGuideForHuman0515	0	0	0	0	0
NonTargetingControlGuideForHuman0098__NonTargetingControlGuideForHuman0586	0	0	0	0	0
NonTargetingControlGuideForHuman0152__NonTargetingControlGuideForHuman0001	897	0	1	122	0
NonTargetingControlGuideForHuman0152__NonTargetingControlGuideForHuman0002	0	0	225	0	0
NonTargetingControlGuideForHuman0152__NonTargetingControlGuideForHuman0028	416	0	0	0	0
NonTargetingControlGuideForHuman0152__NonTargetingControlGuideForHuman0029	0	0	0	0	0
NonTargetingControlGuideForHuman0152__NonTargetingControlGuideForHuman0093	155	0	0	0	0
NonTargetingControlGuideForHuman0152__NonTargetingControlGuideForHuman0094	0	0	0	0	0
NonTargetingControlGuideForHuman0152__NonTargetingControlGuideForHuman0098	125	0	12	1	0
NonTargetingControlGuideForHuman0152__NonTargetingControlGuideForHuman0159	0	0	0	0	0
NonTargetingControlGuideForHuman0152__NonTargetingControlGuideForHuman0276	0	0	272	0	0
NonTargetingControlGuideForHuman0152__NonTargetingControlGuideForHuman0316	0	0	409	0	0
NonTargetingControlGuideForHuman0152__NonTargetingControlGuideForHuman0323	174	0	0	0	0
NonTargetingControlGuideForHuman0152__NonTargetingControlGuideForHuman0362	238	1	0	769	0
NonTargetingControlGuideForHuman0152__NonTargetingControlGuideForHuman0515	0	0	0	0	0
NonTargetingControlGuideForHuman0157__NonTargetingControlGuideForHuman0001	0	0	43	0	0
NonTargetingControlGuideForHuman0157__NonTargetingControlGuideForHuman0002	8	52	0	137	0
NonTargetingControlGuideForHuman0157__NonTargetingControlGuideForHuman0006	81	0	0	0	0
NonTargetingControlGuideForHuman0157__NonTargetingControlGuideForHuman0008	0	0	0	0	0
NonTargetingControlGuideForHuman0157__NonTargetingControlGuideForHuman0009	0	0	0	0	0
NonTargetingControlGuideForHuman0157__NonTargetingControlGuideForHuman0094	0	0	0	0	0
NonTargetingControlGuideForHuman0157__NonTargetingControlGuideForHuman0152	408	0	0	0	0
NonTargetingControlGuideForHuman0157__NonTargetingControlGuideForHuman0316	626	785	0	14	0
NonTargetingControlGuideForHuman0157__NonTargetingControlGuideForHuman0323	0	0	0	0	0
NonTargetingControlGuideForHuman0157__NonTargetingControlGuideForHuman0352	0	1	1	1082	0
NonTargetingControlGuideForHuman0157__NonTargetingControlGuideForHuman0362	0	0	302	0	0
NonTargetingControlGuideForHuman0157__NonTargetingControlGuideForHuman0412	0	0	0	0	0
NonTargetingControlGuideForHuman0157__NonTargetingControlGuideForHuman0586	129	0	0	0	0
NonTargetingControlGuideForHuman0159__NonTargetingControlGuideForHuman0002	0	0	0	0	0
NonTargetingControlGuideForHuman0159__NonTargetingControlGuideForHuman0006	0	0	0	0	2
NonTargetingControlGuideForHuman0159__NonTargetingControlGuideForHuman0008	0	3023	430	0	0
NonTargetingControlGuideForHuman0159__NonTargetingControlGuideForHuman0029	220	0	0	0	357
NonTargetingControlGuideForHuman0159__NonTargetingControlGuideForHuman0082	4	0	0	0	0
NonTargetingControlGuideForHuman0159__NonTargetingControlGuideForHuman0157	0	0	0	0	0
NonTargetingControlGuideForHuman0159__NonTargetingControlGuideForHuman0322	0	0	234	0	0
NonTargetingControlGuideForHuman0159__NonTargetingControlGuideForHuman0352	1	0	138	0	0
NonTargetingControlGuideForHuman0159__NonTargetingControlGuideForHuman0362	388	1	171	8	3830
NonTargetingControlGuideForHuman0159__NonTargetingControlGuideForHuman0412	0	0	0	0	1
NonTargetingControlGuideForHuman0159__NonTargetingControlGuideForHuman0515	577	124	0	411	0
NonTargetingControlGuideForHuman0159__NonTargetingControlGuideForHuman0586	178	0	0	0	0
NonTargetingControlGuideForHuman0178__NonTargetingControlGuideForHuman0040	0	0	77	0	1
NonTargetingControlGuideForHuman0178__NonTargetingControlGuideForHuman0072	1266	0	573	1	2284
NonTargetingControlGuideForHuman0178__NonTargetingControlGuideForHuman0077	0	0	0	0	0
NonTargetingControlGuideForHuman0178__NonTargetingControlGuideForHuman0079	0	273	0	0	0
NonTargetingControlGuideForHuman0178__NonTargetingControlGuideForHuman0095	5	0	97	0	0
NonTargetingControlGuideForHuman0178__NonTargetingControlGuideForHuman0179	0	0	0	0	0
NonTargetingControlGuideForHuman0178__NonTargetingControlGuideForHuman0246	72	1	0	1	0
NonTargetingControlGuideForHuman0178__NonTargetingControlGuideForHuman0274	0	0	0	0	0
NonTargetingControlGuideForHuman0178__NonTargetingControlGuideForHuman0284	520	0	0	361	1487
NonTargetingControlGuideForHuman0178__NonTargetingControlGuideForHuman0362	0	0	1	0	0
NonTargetingControlGuideForHuman0178__NonTargetingControlGuideForHuman0412	560	0	390	0	0
NonTargetingControlGuideForHuman0178__NonTargetingControlGuideForHuman0433	0	0	0	0	0
NonTargetingControlGuideForHuman0178__NonTargetingControlGuideForHuman0485	106	0	25	0	0
NonTargetingControlGuideForHuman0178__NonTargetingControlGuideForHuman0654	0	0	0	2	0
NonTargetingControlGuideForHuman0179__NonTargetingControlGuideForHuman0039	0	3167	1	3	0
NonTargetingControlGuideForHuman0179__NonTargetingControlGuideForHuman0068	140	1	40	2244	2
NonTargetingControlGuideForHuman0179__NonTargetingControlGuideForHuman0069	98	0	0	0	0
NonTargetingControlGuideForHuman0179__NonTargetingControlGuideForHuman0074	274	1538	0	2	1302
NonTargetingControlGuideForHuman0179__NonTargetingControlGuideForHuman0079	0	0	0	0	0
NonTargetingControlGuideForHuman0179__NonTargetingControlGuideForHuman0095	133	4266	1	2	2
NonTargetingControlGuideForHuman0179__NonTargetingControlGuideForHuman0246	93	0	0	0	0
NonTargetingControlGuideForHuman0179__NonTargetingControlGuideForHuman0274	0	0	0	0	0
NonTargetingControlGuideForHuman0179__NonTargetingControlGuideForHuman0412	0	0	0	0	1
NonTargetingControlGuideForHuman0179__NonTargetingControlGuideForHuman0434	0	0	0	0	0
NonTargetingControlGuideForHuman0179__NonTargetingControlGuideForHuman0485	0	0	33	0	0
NonTargetingControlGuideForHuman0179__NonTargetingControlGuideForHuman0654	0	0	0	0	0
NonTargetingControlGuideForHuman0244__NonTargetingControlGuideForHuman0001	0	0	0	0	0
NonTargetingControlGuideForHuman0244__NonTargetingControlGuideForHuman0002	0	0	0	0	0
NonTargetingControlGuideForHuman0244__NonTargetingControlGuideForHuman0006	0	0	0	0	0
NonTargetingControlGuideForHuman0244__NonTargetingControlGuideForHuman0009	398	0	0	0	0
NonTargetingControlGuideForHuman0244__NonTargetingControlGuideForHuman0098	0	0	0	709	619
NonTargetingControlGuideForHuman0244__NonTargetingControlGuideForHuman0152	0	0	0	0	0
NonTargetingControlGuideForHuman0244__NonTargetingControlGuideForHuman0157	2	0	0	2146	1
NonTargetingControlGuideForHuman0244__NonTargetingControlGuideForHuman0159	0	0	0	0	0
NonTargetingControlGuideForHuman0244__NonTargetingControlGuideForHuman0276	0	0	0	0	0
NonTargetingControlGuideForHuman0244__NonTargetingControlGuideForHuman0316	54	0	0	54	0
NonTargetingControlGuideForHuman0244__NonTargetingControlGuideForHuman0323	0	0	0	0	0
NonTargetingControlGuideForHuman0244__NonTargetingControlGuideForHuman0412	0	0	0	0	0
NonTargetingControlGuideForHuman0246__NonTargetingControlGuideForHuman0039	0	0	0	0	0
NonTargetingControlGuideForHuman0246__NonTargetingControlGuideForHuman0069	0	0	0	0	0
NonTargetingControlGuideForHuman0246__NonTargetingControlGuideForHuman0072	0	0	0	0	0
NonTargetingControlGuideForHuman0246__NonTargetingControlGuideForHuman0076	0	0	0	0	0
NonTargetingControlGuideForHuman0246__NonTargetingControlGuideForHuman0077	0	0	0	0	0
NonTargetingControlGuideForHuman0246__NonTargetingControlGuideForHuman0079	0	0	0	0	0
NonTargetingControlGuideForHuman0246__NonTargetingControlGuideForHuman0095	0	0	0	0	0
NonTargetingControlGuideForHuman0246__NonTargetingControlGuideForHuman0274	0	0	0	0	0
NonTargetingControlGuideForHuman0246__NonTargetingControlGuideForHuman0412	0	0	0	1	0
NonTargetingControlGuideForHuman0246__NonTargetingControlGuideForHuman0433	0	0	0	0	0
NonTargetingControlGuideForHuman0246__NonTargetingControlGuideForHuman0434	0	0	0	0	0
NonTargetingControlGuideForHuman0246__NonTargetingControlGuideForHuman0485	0	0	0	0	0
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0040	0	0	0	0	0
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0041	137	0	0	0	0
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0069	0	0	0	0	0
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0074	0	0	0	0	0
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0076	0	0	0	0	0
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0079	197	0	0	0	0
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0095	98	0	0	0	0
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0178	115	0	96	0	0
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0179	0	0	0	0	0
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0246	0	3548	92	2	1
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0273	0	0	0	1	0
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0274	0	2128	0	0	0
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0352	307	0	2	0	0
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0412	0	0	82	0	0
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0433	785	0	0	0	0
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0434	233	2	0	4	0
NonTargetingControlGuideForHuman0273__NonTargetingControlGuideForHuman0068	0	0	0	0	0
NonTargetingControlGuideForHuman0273__NonTargetingControlGuideForHuman0074	167	1	112	0	2252
NonTargetingControlGuideForHuman0273__NonTargetingControlGuideForHuman0095	680	5	183	544	0
NonTargetingControlGuideForHuman0273__NonTargetingControlGuideForHuman0178	321	0	256	1	6006
NonTargetingControlGuideForHuman0273__NonTargetingControlGuideForHuman0179	25	0	0	0	0
NonTargetingControlGuideForHuman0273__NonTargetingControlGuideForHuman0246	0	0	0	61	0
NonTargetingControlGuideForHuman0273__NonTargetingControlGuideForHuman0274	0	0	0	0	0
NonTargetingControlGuideForHuman0273__NonTargetingControlGuideForHuman0284	0	0	0	0	0
NonTargetingControlGuideForHuman0273__NonTargetingControlGuideForHuman0352	471	63	47	1	0
NonTargetingControlGuideForHuman0273__NonTargetingControlGuideForHuman0362	683	0	0	0	419
NonTargetingControlGuideForHuman0273__NonTargetingControlGuideForHuman0434	0	2331	25	3	0
NonTargetingControlGuideForHuman0273__NonTargetingControlGuideForHuman0485	0	0	0	0	0
NonTargetingControlGuideForHuman0273__NonTargetingControlGuideForHuman0654	215	0	0	0	0
NonTargetingControlGuideForHuman0274__NonTargetingControlGuideForHuman0041	0	1282	236	0	0
NonTargetingControlGuideForHuman0274__NonTargetingControlGuideForHuman0068	84	0	0	0	0
NonTargetingControlGuideForHuman0274__NonTargetingControlGuideForHuman0074	0	0	0	0	0
NonTargetingControlGuideForHuman0274__NonTargetingControlGuideForHuman0079	220	1	0	2958	0
NonTargetingControlGuideForHuman0274__NonTargetingControlGuideForHuman0284	1	0	0	1009	0
NonTargetingControlGuideForHuman0274__NonTargetingControlGuideForHuman0412	0	0	0	0	0
NonTargetingControlGuideForHuman0274__NonTargetingControlGuideForHuman0434	0	0	0	0	0
NonTargetingControlGuideForHuman0274__NonTargetingControlGuideForHuman0485	0	0	0	0	0
NonTargetingControlGuideForHuman0274__NonTargetingControlGuideForHuman0654	27	0	0	0	0
NonTargetingControlGuideForHuman0276__NonTargetingControlGuideForHuman0008	297	0	452	0	0
NonTargetingControlGuideForHuman0276__NonTargetingControlGuideForHuman0028	0	0	0	0	0
NonTargetingControlGuideForHuman0276__NonTargetingControlGuideForHuman0029	0	0	0	0	0
NonTargetingControlGuideForHuman0276__NonTargetingControlGuideForHuman0082	0	0	0	0	0
NonTargetingControlGuideForHuman0276__NonTargetingControlGuideForHuman0084	0	0	0	0	0
NonTargetingControlGuideForHuman0276__NonTargetingControlGuideForHuman0093	0	0	0	31	0
NonTargetingControlGuideForHuman0276__NonTargetingControlGuideForHuman0094	82	0	249	0	0
NonTargetingControlGuideForHuman0276__NonTargetingControlGuideForHuman0157	0	0	0	0	0
NonTargetingControlGuideForHuman0276__NonTargetingControlGuideForHuman0159	0	0	0	0	0
NonTargetingControlGuideForHuman0276__NonTargetingControlGuideForHuman0322	0	0	0	0	0
NonTargetingControlGuideForHuman0276__NonTargetingControlGuideForHuman0352	0	0	0	0	0
NonTargetingControlGuideForHuman0276__NonTargetingControlGuideForHuman0362	16	0	0	0	0
NonTargetingControlGuideForHuman0276__NonTargetingControlGuideForHuman0515	0	0	0	0	0
NonTargetingControlGuideForHuman0284__NonTargetingControlGuideForHuman0039	87	0	547	461	0
NonTargetingControlGuideForHuman0284__NonTargetingControlGuideForHuman0040	47	0	0	40	0
NonTargetingControlGuideForHuman0284__NonTargetingControlGuideForHuman0041	1122	2	2	852	3300
NonTargetingControlGuideForHuman0284__NonTargetingControlGuideForHuman0072	0	0	0	0	0
NonTargetingControlGuideForHuman0284__NonTargetingControlGuideForHuman0076	0	0	0	0	0
NonTargetingControlGuideForHuman0284__NonTargetingControlGuideForHuman0077	0	0	0	0	0
NonTargetingControlGuideForHuman0284__NonTargetingControlGuideForHuman0079	36	0	272	1187	0
NonTargetingControlGuideForHuman0284__NonTargetingControlGuideForHuman0095	0	0	22	0	0
NonTargetingControlGuideForHuman0284__NonTargetingControlGuideForHuman0179	44	1	92	1752	0
NonTargetingControlGuideForHuman0284__NonTargetingControlGuideForHuman0246	0	0	0	0	0
NonTargetingControlGuideForHuman0284__NonTargetingControlGuideForHuman0264	0	0	0	0	0
NonTargetingControlGuideForHuman0284__NonTargetingControlGuideForHuman0412	0	0	0	16	0
NonTargetingControlGuideForHuman0284__NonTargetingControlGuideForHuman0433	409	117	0	0	0
NonTargetingControlGuideForHuman0284__NonTargetingControlGuideForHuman0434	0	0	0	0	0
NonTargetingControlGuideForHuman0316__NonTargetingControlGuideForHuman0001	221	0	785	0	1
NonTargetingControlGuideForHuman0316__NonTargetingControlGuideForHuman0028	57	0	0	390	0
NonTargetingControlGuideForHuman0316__NonTargetingControlGuideForHuman0093	0	0	0	0	0
NonTargetingControlGuideForHuman0316__NonTargetingControlGuideForHuman0098	0	184	0	1	0
NonTargetingControlGuideForHuman0316__NonTargetingControlGuideForHuman0159	766	2	0	1	0
NonTargetingControlGuideForHuman0316__NonTargetingControlGuideForHuman0276	0	0	318	0	0
NonTargetingControlGuideForHuman0316__NonTargetingControlGuideForHuman0322	0	0	0	0	0
NonTargetingControlGuideForHuman0316__NonTargetingControlGuideForHuman0323	0	0	0	0	0
NonTargetingControlGuideForHuman0316__NonTargetingControlGuideForHuman0362	26	1	0	435	4
NonTargetingControlGuideForHuman0316__NonTargetingControlGuideForHuman0412	602	0	0	0	0
NonTargetingControlGuideForHuman0316__NonTargetingControlGuideForHuman0515	350	0	143	0	0
NonTargetingControlGuideForHuman0322__NonTargetingControlGuideForHuman0001	0	0	0	0	0
NonTargetingControlGuideForHuman0322__NonTargetingControlGuideForHuman0002	0	0	0	0	0
NonTargetingControlGuideForHuman0322__NonTargetingControlGuideForHuman0006	0	0	36	0	0
NonTargetingControlGuideForHuman0322__NonTargetingControlGuideForHuman0029	78	0	0	0	0
NonTargetingControlGuideForHuman0322__NonTargetingControlGuideForHuman0084	0	0	0	0	0
NonTargetingControlGuideForHuman0322__NonTargetingControlGuideForHuman0094	1	0	75	833	0
NonTargetingControlGuideForHuman0322__NonTargetingControlGuideForHuman0152	192	0	0	0	0
NonTargetingControlGuideForHuman0322__NonTargetingControlGuideForHuman0157	236	0	0	1	0
NonTargetingControlGuideForHuman0322__NonTargetingControlGuideForHuman0244	0	0	0	0	0
NonTargetingControlGuideForHuman0322__NonTargetingControlGuideForHuman0352	244	0	0	2	3
NonTargetingControlGuideForHuman0322__NonTargetingControlGuideForHuman0362	0	0	0	2	1
NonTargetingControlGuideForHuman0322__NonTargetingControlGuideForHuman0586	0	0	0	0	0
NonTargetingControlGuideForHuman0323__NonTargetingControlGuideForHuman0008	0	0	0	0	0
NonTargetingControlGuideForHuman0323__NonTargetingControlGuideForHuman0028	0	0	0	733	0
NonTargetingControlGuideForHuman0323__NonTargetingControlGuideForHuman0082	750	0	0	0	0
NonTargetingControlGuideForHuman0323__NonTargetingControlGuideForHuman0084	0	0	0	0	0
NonTargetingControlGuideForHuman0323__NonTargetingControlGuideForHuman0093	0	0	0	0	0
NonTargetingControlGuideForHuman0323__NonTargetingControlGuideForHuman0159	0	0	0	0	0
NonTargetingControlGuideForHuman0323__NonTargetingControlGuideForHuman0276	43	0	806	0	0
NonTargetingControlGuideForHuman0323__NonTargetingControlGuideForHuman0322	0	0	0	0	0
NonTargetingControlGuideForHuman0323__NonTargetingControlGuideForHuman0515	206	0	0	2	0
NonTargetingControlGuideForHuman0352__ABL1_chr9_133738283	375	1821	2	2	5
NonTargetingControlGuideForHuman0352__ABL1_chr9_133738356	117	2	0	1806	2
NonTargetingControlGuideForHuman0352__ADA_chr20_43257696	1293	4	0	1934	0
NonTargetingControlGuideForHuman0352__ADA_chr20_43257769	1158	1031	0	4907	8
NonTargetingControlGuideForHuman0352__ADA_chr20_43280245	292	543	8	3	9
NonTargetingControlGuideForHuman0352__ALK_chr2_29541172	114	1241	74	687	1
NonTargetingControlGuideForHuman0352__ALK_chr2_30143522	493	1596	160	1269	1
NonTargetingControlGuideForHuman0352__ARID1A_chr1_27056288	99	1637	0	1817	3045
NonTargetingControlGuideForHuman0352__ARID2_chr12_46123614	710	2345	279	8	1
NonTargetingControlGuideForHuman0352__ARID2_chr12_46205318	1076	393	716	1521	5
NonTargetingControlGuideForHuman0352__ARID2_chr12_46254608	0	4	0	3	8
NonTargetingControlGuideForHuman0352__ATM_chr11_108098390	2	5632	264	5	8
