construct_id	RuCTAt14_S6_trimmed53_len_filtered_counts	RuCTBt14_S7_trimmed53_len_filtered_counts
JAK2_chr9_5021970__RRM2_chr2_10262728	10	16
JAK2_chr9_5021970__RRM2_chr2_10262940	9	22
JAK2_chr9_5021970__RUNX1_chr21_36252860	61	100
JAK2_chr9_5021970__RUNX1_chr21_36252902	11	40
JAK2_chr9_5021970__SETD2_chr3_47142951	69	21
JAK2_chr9_5021970__SETD2_chr3_47142972	199	96
JAK2_chr9_5021970__SETD2_chr3_47205411	27	264
JAK2_chr9_5021970__SMAD4_chr18_48573460	25	219
JAK2_chr9_5021970__SMARCB1_chr22_24129339	9	34
JAK2_chr9_5021970__SMARCB1_chr22_24133993	61	85
JAK2_chr9_5021970__SMO_chr7_128845081	695	84
JAK2_chr9_5021970__TP53_chr17_7577537	306	80
JAK2_chr9_5021970__TP53_chr17_7579881	87	223
JAK2_chr9_5021970__TSC1_chr9_135796748	470	1015
JAK2_chr9_5021970__TYMS_chr18_657730	1511	377
JAK2_chr9_5021970__TYMS_chr18_659656	325	61
JAK2_chr9_5021970__TYMS_chr18_659665	121	952
JAK2_chr9_5021970__VEGFA_chr6_43742108	87	23
JAK2_chr9_5021970__VHL_chr3_10183518	9	42
JAK2_chr9_5050721__ABL1_chr9_133589790	16	64
JAK2_chr9_5050721__ABL1_chr9_133738283	171	43
JAK2_chr9_5050721__ABL1_chr9_133738356	79	68
JAK2_chr9_5050721__AKT1_chr14_105239686	948	77
JAK2_chr9_5050721__AKT1_chr14_105258968	287	249
JAK2_chr9_5050721__ALK_chr2_29541171	178	160
JAK2_chr9_5050721__APC_chr5_112102933	13	310
JAK2_chr9_5050721__ARID1A_chr1_27022876	63	263
JAK2_chr9_5050721__ARID1A_chr1_27056286	277	448
JAK2_chr9_5050721__ARID2_chr12_46205318	478	360
JAK2_chr9_5050721__ARID2_chr12_46254608	136	101
JAK2_chr9_5050721__ATM_chr11_108098350	107	14
JAK2_chr9_5050721__ATM_chr11_108098390	304	183
JAK2_chr9_5050721__ATM_chr11_108098402	126	86
JAK2_chr9_5050721__BRCA1_chr17_41276018	235	12
JAK2_chr9_5050721__BRCA2_chr13_32890586	77	16
JAK2_chr9_5050721__BRCA2_chr13_32912006	44	200
JAK2_chr9_5050721__BRD4_chr19_15376361	5	22
JAK2_chr9_5050721__BTK_chrX_100626613	51	45
JAK2_chr9_5050721__BTK_chrX_100629565	11	1172
JAK2_chr9_5050721__BTK_chrX_100645534	23	149
JAK2_chr9_5050721__CASP8_chr2_202123033	211	241
JAK2_chr9_5050721__CASP8_chr2_202131404	443	183
JAK2_chr9_5050721__CASP8_chr2_202134297	101	115
JAK2_chr9_5050721__CDH1_chr16_68771300	274	75
JAK2_chr9_5050721__CDH1_chr16_68772255	7	8
JAK2_chr9_5050721__CDK4_chr12_58144705	53	105
JAK2_chr9_5050721__CDK6_chr7_92244474	244	209
JAK2_chr9_5050721__CDK6_chr7_92252365	165	82
JAK2_chr9_5050721__CDK6_chr7_92462628	11	10
JAK2_chr9_5050721__CDK9_chr9_130548998	3	80
JAK2_chr9_5050721__CDKN1B_chr12_12870777	13	29
JAK2_chr9_5050721__CDKN1B_chr12_12870931	251	208
JAK2_chr9_5050721__CDKN2A_chr9_21968726	10	106
JAK2_chr9_5050721__CDKN2A_chr9_21994327	147	91
JAK2_chr9_5050721__CHEK1_chr11_125496644	309	234
JAK2_chr9_5050721__CHEK1_chr11_125496687	95	10
JAK2_chr9_5050721__CHEK1_chr11_125499147	266	44
JAK2_chr9_5050721__CHEK2_chr22_29085137	44	419
JAK2_chr9_5050721__DHFR_chr5_79949819	18	81
JAK2_chr9_5050721__DHFR_chr5_79950217	699	41
JAK2_chr9_5050721__EGFR_chr7_55209992	9	35
JAK2_chr9_5050721__ERBB2_chr17_37855800	123	27
JAK2_chr9_5050721__ERBB2_chr17_37868221	1844	294
JAK2_chr9_5050721__ERBB2_chr17_37868292	201	125
JAK2_chr9_5050721__FGFR2_chr10_123353328	252	503
JAK2_chr9_5050721__FGFR3_chr4_1795655	882	308
JAK2_chr9_5050721__FGFR3_chr4_1795735	966	570
JAK2_chr9_5050721__FLT3_chr13_28636131	276	144
JAK2_chr9_5050721__FLT3_chr13_28674643	138	184
JAK2_chr9_5050721__FNTA_chr8_42911471	10	29
JAK2_chr9_5050721__FNTA_chr8_42914260	237	4
JAK2_chr9_5050721__FNTA_chr8_42924781	81	14
JAK2_chr9_5050721__GATA3_chr10_8097612	321	25
JAK2_chr9_5050721__GATA3_chr10_8097790	154	1467
JAK2_chr9_5050721__HDAC1_chr1_32757816	120	981
JAK2_chr9_5050721__HDAC1_chr1_32792637	196	132
JAK2_chr9_5050721__HDAC2_chr6_114267214	83	449
JAK2_chr9_5050721__HDAC2_chr6_114292056	1653	95
JAK2_chr9_5050721__HDAC6_chrX_48661089	33	215
JAK2_chr9_5050721__HSP90AA1_chr14_102552141	530	115
JAK2_chr9_5050721__IGF1R_chr15_99434807	216	34
JAK2_chr9_5050721__KDM5C_chrX_53241022	1078	710
JAK2_chr9_5050721__KDM6A_chrX_44820615	272	286
JAK2_chr9_5050721__KIT_chr4_55524229	812	126
JAK2_chr9_5050721__KMT2D_chr12_49448168	1117	1495
JAK2_chr9_5050721__KMT2D_chr12_49448468	813	422
JAK2_chr9_5050721__MAP3K1_chr5_56152466	149	24
JAK2_chr9_5050721__MET_chr7_116339123	469	87
JAK2_chr9_5050721__MET_chr7_116340188	185	617
JAK2_chr9_5050721__MET_chr7_116340207	383	1387
JAK2_chr9_5050721__MLH1_chr3_37035029	28	403
JAK2_chr9_5050721__MLH1_chr3_37045912	385	959
JAK2_chr9_5050721__MSH6_chr2_48010356	292	361
JAK2_chr9_5050721__MSH6_chr2_48018111	689	681
JAK2_chr9_5050721__MSH6_chr2_48018154	103	27
JAK2_chr9_5050721__MTOR_chr1_11317149	199	19
JAK2_chr9_5050721__NF1_chr17_29422308	1393	259
JAK2_chr9_5050721__NF1_chr17_29483039	82	221
JAK2_chr9_5050721__NonTargetingControlGuideForHuman0362	426	469
JAK2_chr9_5050721__NonTargetingControlGuideForHuman0412	238	82
JAK2_chr9_5050721__PARP1_chr1_226578301	409	158
JAK2_chr9_5050721__PDGFRA_chr4_55124963	91	80
JAK2_chr9_5050721__PIK3CA_chr3_178919070	15	103
JAK2_chr9_5050721__PIK3CA_chr3_178919167	476	108
JAK2_chr9_5050721__PIK3R1_chr5_67576410	514	127
JAK2_chr9_5050721__PIK3R1_chr5_67576421	252	80
JAK2_chr9_5050721__PTEN_chr10_89653786	1275	581
JAK2_chr9_5050721__PTEN_chr10_89685297	503	198
JAK2_chr9_5050721__PTEN_chr10_89711868	395	526
JAK2_chr9_5050721__RB1_chr13_48934148	456	268
JAK2_chr9_5050721__RB1_chr13_48936969	486	26
JAK2_chr9_5050721__ROR1_chr1_64240143	135	330
JAK2_chr9_5050721__RPS6KB1_chr17_57987922	12	328
JAK2_chr9_5050721__RPS6KB1_chr17_57987949	346	238
JAK2_chr9_5050721__RRM2_chr2_10262957	178	19
JAK2_chr9_5050721__RUNX1_chr21_36252902	63	29
JAK2_chr9_5050721__RUNX1_chr21_36421144	116	25
JAK2_chr9_5050721__SETD2_chr3_47205411	430	72
JAK2_chr9_5050721__SMAD4_chr18_48573460	200	18
JAK2_chr9_5050721__SMAD4_chr18_48575673	25	28
JAK2_chr9_5050721__SMARCA4_chr19_11094819	350	633
JAK2_chr9_5050721__SMARCA4_chr19_11094851	606	388
JAK2_chr9_5050721__SMARCA4_chr19_11095011	826	511
JAK2_chr9_5050721__SRC_chr20_36022600	902	125
JAK2_chr9_5050721__TOP1_chr20_39690109	116	3
JAK2_chr9_5050721__TP53_chr17_7577537	195	50
JAK2_chr9_5050721__TSC1_chr9_135796796	11	233
JAK2_chr9_5050721__TSC1_chr9_135804256	13	313
JAK2_chr9_5050721__VEGFA_chr6_43738425	13	29
JAK2_chr9_5050721__VEGFA_chr6_43742108	342	207
JAK2_chr9_5050721__VHL_chr3_10183773	239	92
JAK2_chr9_5050721__VHL_chr3_10183791	37	6
JAK2_chr9_5050721__WEE1_chr11_9595462	44	64
JAK2_chr9_5050721__WEE1_chr11_9595542	293	45
JAK2_chr9_5050721__WEE1_chr11_9595845	12	259
JAK2_chr9_5050816__ABL1_chr9_133589790	72	60
JAK2_chr9_5050816__ABL1_chr9_133738283	13	30
JAK2_chr9_5050816__ADA_chr20_43257769	398	193
JAK2_chr9_5050816__AKT1_chr14_105239686	274	177
JAK2_chr9_5050816__ALK_chr2_29541171	7	57
JAK2_chr9_5050816__APC_chr5_112043408	531	331
JAK2_chr9_5050816__APC_chr5_112102933	9	24
JAK2_chr9_5050816__ATM_chr11_108098350	7	68
JAK2_chr9_5050816__ATM_chr11_108098390	522	23
JAK2_chr9_5050816__BCL2_chr18_60795960	433	19
JAK2_chr9_5050816__BCL2_chr18_60985877	8	15
JAK2_chr9_5050816__BRAF_chr7_140508787	27	37
JAK2_chr9_5050816__BRAF_chr7_140534469	670	73
JAK2_chr9_5050816__BRCA1_chr17_41267735	1636	5
JAK2_chr9_5050816__BRCA2_chr13_32890586	10	102
JAK2_chr9_5050816__BRCA2_chr13_32912006	115	203
JAK2_chr9_5050816__BTK_chrX_100626613	79	15
JAK2_chr9_5050816__BTK_chrX_100645534	672	447
JAK2_chr9_5050816__CASP8_chr2_202131404	29	23
JAK2_chr9_5050816__CASP8_chr2_202134297	263	222
JAK2_chr9_5050816__CDH1_chr16_68772250	17	45
JAK2_chr9_5050816__CDK4_chr12_58143253	100	12
JAK2_chr9_5050816__CDK4_chr12_58145497	402	15
JAK2_chr9_5050816__CDK6_chr7_92244474	132	369
JAK2_chr9_5050816__CDK6_chr7_92252365	30	32
JAK2_chr9_5050816__CDK6_chr7_92462628	7	74
JAK2_chr9_5050816__CDK9_chr9_130548409	568	718
JAK2_chr9_5050816__CDK9_chr9_130550235	21	451
JAK2_chr9_5050816__CDKN1B_chr12_12870931	7	6
JAK2_chr9_5050816__CDKN2A_chr9_21968726	238	9
JAK2_chr9_5050816__CDKN2A_chr9_21971100	1303	69
JAK2_chr9_5050816__CHEK1_chr11_125496644	1140	217
JAK2_chr9_5050816__CHEK1_chr11_125499147	14	95
JAK2_chr9_5050816__CHEK2_chr22_29085137	1138	450
JAK2_chr9_5050816__CHEK2_chr22_29090029	7	11
JAK2_chr9_5050816__DHFR_chr5_79949819	283	77
JAK2_chr9_5050816__DHFR_chr5_79950216	96	36
JAK2_chr9_5050816__FGFR2_chr10_123298118	195	295
JAK2_chr9_5050816__FGFR2_chr10_123298215	13	194
JAK2_chr9_5050816__FGFR2_chr10_123353328	58	519
JAK2_chr9_5050816__FGFR3_chr4_1795655	25	55
JAK2_chr9_5050816__FGFR3_chr4_1795736	229	29
JAK2_chr9_5050816__FLT3_chr13_28636131	286	63
JAK2_chr9_5050816__FNTA_chr8_42911471	315	17
JAK2_chr9_5050816__GATA3_chr10_8097722	23	326
JAK2_chr9_5050816__HDAC2_chr6_114266539	1348	17
JAK2_chr9_5050816__HDAC6_chrX_48674389	121	972
JAK2_chr9_5050816__HSP90AA1_chr14_102551760	166	269
JAK2_chr9_5050816__HSP90AA1_chr14_102552141	183	23
JAK2_chr9_5050816__HSP90AA1_chr14_102605736	434	389
JAK2_chr9_5050816__IGF1R_chr15_99192824	232	48
JAK2_chr9_5050816__IGF1R_chr15_99434807	191	369
JAK2_chr9_5050816__KDM5C_chrX_53241022	453	26
JAK2_chr9_5050816__KDM5C_chrX_53254068	356	27
JAK2_chr9_5050816__KDM6A_chrX_44732838	411	213
JAK2_chr9_5050816__KIT_chr4_55524229	174	119
JAK2_chr9_5050816__KMT2D_chr12_49448161	88	45
JAK2_chr9_5050816__KMT2D_chr12_49448168	690	265
JAK2_chr9_5050816__KMT2D_chr12_49448468	461	191
JAK2_chr9_5050816__MAP2K1_chr15_66679728	379	249
JAK2_chr9_5050816__MAP3K1_chr5_56111382	10	9
JAK2_chr9_5050816__MAP3K1_chr5_56152466	4	100
JAK2_chr9_5050816__MET_chr7_116339123	43	8
JAK2_chr9_5050816__MET_chr7_116340188	71	19
JAK2_chr9_5050816__MET_chr7_116340207	1084	434
JAK2_chr9_5050816__MLH1_chr3_37038179	232	852
JAK2_chr9_5050816__MLH1_chr3_37045912	236	187
JAK2_chr9_5050816__MTOR_chr1_11317149	754	135
JAK2_chr9_5050816__NF1_chr17_29483038	101	15
JAK2_chr9_5050816__NF1_chr17_29483039	328	38
JAK2_chr9_5050816__NonTargetingControlGuideForHuman0352	252	36
JAK2_chr9_5050816__PARP1_chr1_226578301	226	22
JAK2_chr9_5050816__PDGFRA_chr4_55124932	73	39
JAK2_chr9_5050816__PDGFRA_chr4_55124963	298	54
JAK2_chr9_5050816__PDGFRA_chr4_55129914	465	661
JAK2_chr9_5050816__PIK3R1_chr5_67576410	122	421
JAK2_chr9_5050816__PRKDC_chr8_48686781	466	447
JAK2_chr9_5050816__PTEN_chr10_89653786	120	264
JAK2_chr9_5050816__PTEN_chr10_89685297	227	253
JAK2_chr9_5050816__PTEN_chr10_89711868	1124	401
JAK2_chr9_5050816__RB1_chr13_48878054	85	19
JAK2_chr9_5050816__RPS6KB1_chr17_57970538	80	55
JAK2_chr9_5050816__RPS6KB1_chr17_57987922	74	9
JAK2_chr9_5050816__RPS6KB1_chr17_57987949	139	197
JAK2_chr9_5050816__RRM2_chr2_10262940	20	207
JAK2_chr9_5050816__RRM2_chr2_10262957	1	9
JAK2_chr9_5050816__RUNX1_chr21_36252860	22	76
JAK2_chr9_5050816__RUNX1_chr21_36252902	183	111
JAK2_chr9_5050816__SETD2_chr3_47205411	63	222
JAK2_chr9_5050816__SMAD4_chr18_48575673	692	369
JAK2_chr9_5050816__SMARCA4_chr19_11094819	106	31
JAK2_chr9_5050816__SMARCA4_chr19_11094851	183	229
JAK2_chr9_5050816__SMARCA4_chr19_11095011	246	53
JAK2_chr9_5050816__SMARCB1_chr22_24129339	22	23
JAK2_chr9_5050816__SMARCB1_chr22_24133993	35	26
JAK2_chr9_5050816__SMO_chr7_128845081	291	527
JAK2_chr9_5050816__SRC_chr20_36022600	15	690
JAK2_chr9_5050816__TOP1_chr20_39690055	119	16
JAK2_chr9_5050816__TOP1_chr20_39690109	215	9
JAK2_chr9_5050816__TSC1_chr9_135804256	8	23
JAK2_chr9_5050816__TYMS_chr18_659656	196	294
JAK2_chr9_5050816__TYMS_chr18_659665	124	284
JAK2_chr9_5050816__VEGFA_chr6_43738425	350	194
JAK2_chr9_5050816__VEGFA_chr6_43742077	292	32
JAK2_chr9_5050816__VEGFA_chr6_43742108	8	18
JAK2_chr9_5050816__VHL_chr3_10183518	15	13
JAK2_chr9_5050816__VHL_chr3_10183773	170	223
JAK2_chr9_5050816__VHL_chr3_10183791	7	98
JAK2_chr9_5050816__WEE1_chr11_9595542	5	256
JAK2_chr9_5050816__WEE1_chr11_9595845	5	15
KDM5C_chrX_53241021__ABL1_chr9_133738356	667	285
KDM5C_chrX_53241021__AKT1_chr14_105258968	250	396
KDM5C_chrX_53241021__ALK_chr2_29541171	4	13
KDM5C_chrX_53241021__ALK_chr2_30143522	70	578
KDM5C_chrX_53241021__APC_chr5_112102023	10	186
KDM5C_chrX_53241021__APC_chr5_112102933	190	47
KDM5C_chrX_53241021__ARID1A_chr1_27022876	10	14
KDM5C_chrX_53241021__ARID1A_chr1_27056288	1258	86
KDM5C_chrX_53241021__ARID2_chr12_46205318	218	283
KDM5C_chrX_53241021__ATM_chr11_108098350	610	239
KDM5C_chrX_53241021__BCL2_chr18_60795945	12	125
KDM5C_chrX_53241021__BRAF_chr7_140508787	189	147
KDM5C_chrX_53241021__BRAF_chr7_140534469	1178	33
KDM5C_chrX_53241021__BRAF_chr7_140624501	216	27
KDM5C_chrX_53241021__BRCA1_chr17_41276018	42	99
KDM5C_chrX_53241021__BRCA2_chr13_32890586	10	10
KDM5C_chrX_53241021__BRCA2_chr13_32912006	116	857
KDM5C_chrX_53241021__BRCA2_chr13_32914228	56	261
KDM5C_chrX_53241021__BRD4_chr19_15376361	3	227
KDM5C_chrX_53241021__BRD4_chr19_15383894	34	13
KDM5C_chrX_53241021__BTK_chrX_100645534	666	53
KDM5C_chrX_53241021__CASP8_chr2_202123033	216	43
KDM5C_chrX_53241021__CASP8_chr2_202131404	15	16
KDM5C_chrX_53241021__CASP8_chr2_202134297	14	73
KDM5C_chrX_53241021__CDH1_chr16_68771300	255	640
KDM5C_chrX_53241021__CDH1_chr16_68772255	35	8
KDM5C_chrX_53241021__CDK4_chr12_58143253	13	473
KDM5C_chrX_53241021__CDK4_chr12_58144705	517	128
KDM5C_chrX_53241021__CDK6_chr7_92252365	176	172
KDM5C_chrX_53241021__CDK9_chr9_130548409	226	37
KDM5C_chrX_53241021__CDKN1B_chr12_12870777	7	11
KDM5C_chrX_53241021__CDKN2A_chr9_21968726	49	16
KDM5C_chrX_53241021__CDKN2A_chr9_21994327	28	313
KDM5C_chrX_53241021__CHEK1_chr11_125496644	16	120
KDM5C_chrX_53241021__CHEK1_chr11_125496687	38	4
KDM5C_chrX_53241021__CHEK1_chr11_125499147	408	18
KDM5C_chrX_53241021__CHEK2_chr22_29085137	325	250
KDM5C_chrX_53241021__CHEK2_chr22_29130694	385	500
KDM5C_chrX_53241021__DHFR_chr5_79950216	108	219
KDM5C_chrX_53241021__DHFR_chr5_79950217	241	243
KDM5C_chrX_53241021__EGFR_chr7_55086962	165	74
KDM5C_chrX_53241021__EGFR_chr7_55209986	802	40
KDM5C_chrX_53241021__EGFR_chr7_55209992	347	22
KDM5C_chrX_53241021__ERBB2_chr17_37868221	466	141
KDM5C_chrX_53241021__FGFR2_chr10_123298118	62	85
KDM5C_chrX_53241021__FGFR2_chr10_123298215	163	92
KDM5C_chrX_53241021__FGFR3_chr4_1795735	353	31
KDM5C_chrX_53241021__FGFR3_chr4_1795736	247	53
KDM5C_chrX_53241021__FLT3_chr13_28636172	35	636
KDM5C_chrX_53241021__FNTA_chr8_42911471	144	78
KDM5C_chrX_53241021__GATA3_chr10_8097612	178	21
KDM5C_chrX_53241021__GATA3_chr10_8097722	20	182
KDM5C_chrX_53241021__HDAC1_chr1_32792637	137	154
KDM5C_chrX_53241021__HDAC2_chr6_114266539	6	424
KDM5C_chrX_53241021__HDAC2_chr6_114267214	40	21
KDM5C_chrX_53241021__HSP90AA1_chr14_102605736	66	39
KDM5C_chrX_53241021__IGF1R_chr15_99192824	20	206
KDM5C_chrX_53241021__IGF1R_chr15_99434664	17	242
KDM5C_chrX_53241021__IGF1R_chr15_99434807	1287	95
KDM5C_chrX_53241021__JAK2_chr9_5050721	402	19
KDM5C_chrX_53241021__JAK2_chr9_5050816	250	16
KDM5C_chrX_53241021__KDM6A_chrX_44732838	7	49
KDM5C_chrX_53241021__KIT_chr4_55524176	41	11
KDM5C_chrX_53241021__MAP2K1_chr15_66679721	817	175
KDM5C_chrX_53241021__MAP2K1_chr15_66679756	168	53
KDM5C_chrX_53241021__MAP3K1_chr5_56111382	61	93
KDM5C_chrX_53241021__MAP3K1_chr5_56152466	539	145
KDM5C_chrX_53241021__MAP3K1_chr5_56152485	292	75
KDM5C_chrX_53241021__MET_chr7_116340188	94	241
KDM5C_chrX_53241021__MET_chr7_116340207	169	164
KDM5C_chrX_53241021__MLH1_chr3_37035029	168	274
KDM5C_chrX_53241021__MSH6_chr2_48010356	27	67
KDM5C_chrX_53241021__MTOR_chr1_11317149	304	16
KDM5C_chrX_53241021__MTOR_chr1_11319459	983	60
KDM5C_chrX_53241021__NF1_chr17_29422308	74	1144
KDM5C_chrX_53241021__NF1_chr17_29483038	12	319
KDM5C_chrX_53241021__NF1_chr17_29483039	32	212
KDM5C_chrX_53241021__NonTargetingControlGuideForHuman0362	228	44
KDM5C_chrX_53241021__NonTargetingControlGuideForHuman0412	13	174
KDM5C_chrX_53241021__PARP1_chr1_226595581	12	66
KDM5C_chrX_53241021__PBRM1_chr3_52702516	635	847
KDM5C_chrX_53241021__PIK3CA_chr3_178916614	18	281
KDM5C_chrX_53241021__PIK3R1_chr5_67576421	3	6
KDM5C_chrX_53241021__PRKDC_chr8_48686398	12	145
KDM5C_chrX_53241021__PRKDC_chr8_48686781	1050	159
KDM5C_chrX_53241021__PTEN_chr10_89653786	24	573
KDM5C_chrX_53241021__PTEN_chr10_89685297	97	18
KDM5C_chrX_53241021__RB1_chr13_48934148	10	31
KDM5C_chrX_53241021__RB1_chr13_48936969	97	62
KDM5C_chrX_53241021__ROR1_chr1_64240143	570	169
KDM5C_chrX_53241021__RPS6KB1_chr17_57987922	485	1829
KDM5C_chrX_53241021__RRM2_chr2_10262957	13	122
KDM5C_chrX_53241021__RUNX1_chr21_36252902	189	21
KDM5C_chrX_53241021__RUNX1_chr21_36421144	42	57
KDM5C_chrX_53241021__SMAD4_chr18_48575673	5	283
KDM5C_chrX_53241021__SMARCA4_chr19_11094819	10	15
KDM5C_chrX_53241021__SMARCA4_chr19_11094851	15	85
KDM5C_chrX_53241021__SMARCA4_chr19_11095011	350	177
KDM5C_chrX_53241021__SMARCB1_chr22_24129339	313	62
KDM5C_chrX_53241021__SMO_chr7_128845081	128	226
KDM5C_chrX_53241021__SRC_chr20_36012562	340	137
KDM5C_chrX_53241021__SRC_chr20_36014563	1470	135
KDM5C_chrX_53241021__TOP1_chr20_39657693	19	277
KDM5C_chrX_53241021__TOP1_chr20_39690055	8	9
KDM5C_chrX_53241021__TOP1_chr20_39690109	4	161
KDM5C_chrX_53241021__TP53_chr17_7577537	136	109
KDM5C_chrX_53241021__TP53_chr17_7578373	413	23
KDM5C_chrX_53241021__TSC1_chr9_135804256	67	14
KDM5C_chrX_53241021__TYMS_chr18_659656	1720	487
KDM5C_chrX_53241021__VEGFA_chr6_43738425	494	228
KDM5C_chrX_53241021__VEGFA_chr6_43742077	491	254
KDM5C_chrX_53241021__VHL_chr3_10183773	152	68
KDM5C_chrX_53241021__WEE1_chr11_9595462	17	618
KDM5C_chrX_53241021__WEE1_chr11_9595845	89	97
KDM5C_chrX_53241022__ABL1_chr9_133589790	7	65
KDM5C_chrX_53241022__ABL1_chr9_133738283	271	103
KDM5C_chrX_53241022__ADA_chr20_43257769	34	22
KDM5C_chrX_53241022__ADA_chr20_43280245	863	44
KDM5C_chrX_53241022__AKT1_chr14_105239686	520	693
KDM5C_chrX_53241022__ALK_chr2_29541172	8	839
KDM5C_chrX_53241022__ALK_chr2_30143522	870	22
KDM5C_chrX_53241022__ARID2_chr12_46254608	10	58
KDM5C_chrX_53241022__ATM_chr11_108098350	496	36
KDM5C_chrX_53241022__ATM_chr11_108098390	283	85
KDM5C_chrX_53241022__ATM_chr11_108098402	1	3
KDM5C_chrX_53241022__BCL2_chr18_60795945	56	14
KDM5C_chrX_53241022__BCL2_chr18_60795960	327	19
KDM5C_chrX_53241022__BCL2_chr18_60985877	46	8
KDM5C_chrX_53241022__BRCA1_chr17_41256141	134	115
KDM5C_chrX_53241022__BRCA1_chr17_41267735	2	109
KDM5C_chrX_53241022__BRCA2_chr13_32914228	235	37
KDM5C_chrX_53241022__BTK_chrX_100626613	8	6
KDM5C_chrX_53241022__BTK_chrX_100645534	86	15
KDM5C_chrX_53241022__CDH1_chr16_68772250	209	146
KDM5C_chrX_53241022__CDK4_chr12_58143253	5	15
KDM5C_chrX_53241022__CDK4_chr12_58145497	844	19
KDM5C_chrX_53241022__CDK6_chr7_92252365	43	19
KDM5C_chrX_53241022__CDK6_chr7_92462628	294	481
KDM5C_chrX_53241022__CDK9_chr9_130548998	3	2
KDM5C_chrX_53241022__CDKN1B_chr12_12870931	96	3
KDM5C_chrX_53241022__CDKN2A_chr9_21971100	97	31
KDM5C_chrX_53241022__CHEK1_chr11_125499147	10	4
KDM5C_chrX_53241022__CHEK2_chr22_29090029	55	207
KDM5C_chrX_53241022__EGFR_chr7_55209986	277	240
KDM5C_chrX_53241022__EGFR_chr7_55209992	809	10
KDM5C_chrX_53241022__ERBB2_chr17_37855800	176	121
KDM5C_chrX_53241022__ERBB2_chr17_37868292	802	125
KDM5C_chrX_53241022__FGFR2_chr10_123298118	570	359
KDM5C_chrX_53241022__FGFR2_chr10_123298215	32	106
KDM5C_chrX_53241022__FGFR2_chr10_123353328	445	8
KDM5C_chrX_53241022__FGFR3_chr4_1795655	55	24
KDM5C_chrX_53241022__FLT3_chr13_28636131	7	93
KDM5C_chrX_53241022__FLT3_chr13_28674643	41	23
KDM5C_chrX_53241022__FNTA_chr8_42914260	19	4
KDM5C_chrX_53241022__FNTA_chr8_42924781	37	53
KDM5C_chrX_53241022__GATA3_chr10_8097790	15	11
KDM5C_chrX_53241022__HDAC6_chrX_48661385	90	252
KDM5C_chrX_53241022__HDAC6_chrX_48674389	14	151
KDM5C_chrX_53241022__HSP90AA1_chr14_102551760	142	36
KDM5C_chrX_53241022__IGF1R_chr15_99434664	258	16
KDM5C_chrX_53241022__IGF1R_chr15_99434807	143	18
KDM5C_chrX_53241022__JAK2_chr9_5021970	90	9
KDM5C_chrX_53241022__KIT_chr4_55524176	94	9
KDM5C_chrX_53241022__KMT2D_chr12_49448161	12	7
KDM5C_chrX_53241022__KMT2D_chr12_49448168	103	101
KDM5C_chrX_53241022__KMT2D_chr12_49448468	104	114
KDM5C_chrX_53241022__MAP2K1_chr15_66679721	226	23
KDM5C_chrX_53241022__MAP2K1_chr15_66679728	39	56
KDM5C_chrX_53241022__MAP3K1_chr5_56111382	181	227
KDM5C_chrX_53241022__MAP3K1_chr5_56152466	310	10
KDM5C_chrX_53241022__MAP3K1_chr5_56152485	14	236
KDM5C_chrX_53241022__MET_chr7_116339123	50	11
KDM5C_chrX_53241022__MET_chr7_116340207	57	448
KDM5C_chrX_53241022__MLH1_chr3_37038179	790	285
KDM5C_chrX_53241022__MLH1_chr3_37045912	9	15
KDM5C_chrX_53241022__MSH6_chr2_48010356	237	320
KDM5C_chrX_53241022__MSH6_chr2_48018111	711	132
KDM5C_chrX_53241022__MSH6_chr2_48018154	6	170
KDM5C_chrX_53241022__MTOR_chr1_11317010	251	11
KDM5C_chrX_53241022__MTOR_chr1_11317149	412	240
KDM5C_chrX_53241022__MTOR_chr1_11319459	242	326
KDM5C_chrX_53241022__NF1_chr17_29422308	411	157
KDM5C_chrX_53241022__NF1_chr17_29483039	7	7
KDM5C_chrX_53241022__NonTargetingControlGuideForHuman0362	107	41
KDM5C_chrX_53241022__NonTargetingControlGuideForHuman0412	10	114
KDM5C_chrX_53241022__PARP1_chr1_226578249	204	137
KDM5C_chrX_53241022__PARP1_chr1_226595581	754	11
KDM5C_chrX_53241022__PBRM1_chr3_52696257	38	293
KDM5C_chrX_53241022__PBRM1_chr3_52713723	460	250
KDM5C_chrX_53241022__PDGFRA_chr4_55124932	385	18
KDM5C_chrX_53241022__PDGFRA_chr4_55124963	148	239
KDM5C_chrX_53241022__PDGFRA_chr4_55129914	13	46
KDM5C_chrX_53241022__PIK3CA_chr3_178919070	118	61
KDM5C_chrX_53241022__PIK3CA_chr3_178919167	484	295
KDM5C_chrX_53241022__PIK3R1_chr5_67522521	182	17
KDM5C_chrX_53241022__PIK3R1_chr5_67576410	380	14
KDM5C_chrX_53241022__PIK3R1_chr5_67576421	12	18
KDM5C_chrX_53241022__PTEN_chr10_89653786	4	18
KDM5C_chrX_53241022__PTEN_chr10_89711868	1114	24
KDM5C_chrX_53241022__RB1_chr13_48878054	153	268
KDM5C_chrX_53241022__ROR1_chr1_64240072	1169	426
KDM5C_chrX_53241022__RPS6KB1_chr17_57970538	63	46
KDM5C_chrX_53241022__RPS6KB1_chr17_57987949	367	23
KDM5C_chrX_53241022__RRM2_chr2_10262728	208	2
