construct_id	Hela_par_CRV4_d21_2_S6_trimmed53_len_filtered_counts	Hela_par_CRV4_d3_1_S1_trimmed53_len_filtered_counts	Hela_par_CRV4_d3_2_S2_trimmed53_len_filtered_counts	Hela_par_CRV4_d21_1_S5_trimmed53_len_filtered_counts	Hela_par_CRV4_d28_2_S8_trimmed53_len_filtered_counts	Hela_par_CRV4_d14_2_S4_trimmed53_len_filtered_counts	Hela_par_CRV4_d14_1_S3_trimmed53_len_filtered_counts	Hela_par_CRV4_d28_1_S7_trimmed53_len_filtered_counts
HDAC2_chr6_114292056__VEGFA_chr6_43742108	257	622	770	240	339	527	300	199
HDAC2_chr6_114292056__WEE1_chr11_9595462	0	1	2	0	0	0	0	0
HDAC2_chr6_114292056__WEE1_chr11_9595845	117	831	896	0	142	178	123	30
HDAC6_chrX_48661089__ADA_chr20_43257696	889	1579	1823	1103	329	878	1000	847
HDAC6_chrX_48661089__ADA_chr20_43257769	355	580	672	40	199	698	230	24
HDAC6_chrX_48661089__ADA_chr20_43280245	317	643	769	366	202	348	329	165
HDAC6_chrX_48661089__AKT1_chr14_105239686	180	482	574	219	19	203	450	91
HDAC6_chrX_48661089__ALK_chr2_30143522	621	262	283	298	651	642	421	13
HDAC6_chrX_48661089__ATM_chr11_108098402	711	777	881	656	489	878	940	136
HDAC6_chrX_48661089__BCL2_chr18_60795945	896	350	426	823	547	1145	687	512
HDAC6_chrX_48661089__BRD4_chr19_15376361	160	385	469	194	44	107	480	425
HDAC6_chrX_48661089__BTK_chrX_100645534	743	470	501	459	611	618	411	681
HDAC6_chrX_48661089__CDK4_chr12_58143253	426	369	431	355	224	677	1059	449
HDAC6_chrX_48661089__CDK4_chr12_58144705	1161	1144	1333	758	1215	1610	881	887
HDAC6_chrX_48661089__CDK4_chr12_58145497	1270	1085	1294	1621	673	1412	1520	1349
HDAC6_chrX_48661089__CDK6_chr7_92244474	569	564	697	473	252	581	253	404
HDAC6_chrX_48661089__CDK9_chr9_130548998	387	329	349	323	234	785	314	127
HDAC6_chrX_48661089__CDK9_chr9_130550235	741	354	386	307	687	561	510	174
HDAC6_chrX_48661089__CHEK1_chr11_125496687	2631	690	767	899	3035	1425	809	659
HDAC6_chrX_48661089__CHEK2_chr22_29085137	1626	500	583	1620	1639	1254	856	1753
HDAC6_chrX_48661089__CHEK2_chr22_29130694	172	666	845	720	147	389	437	516
HDAC6_chrX_48661089__EGFR_chr7_55209992	587	398	430	731	465	1107	449	600
HDAC6_chrX_48661089__ERBB2_chr17_37855800	424	518	592	331	277	605	720	394
HDAC6_chrX_48661089__FGFR2_chr10_123298215	680	254	317	794	516	580	895	595
HDAC6_chrX_48661089__FGFR2_chr10_123353328	921	971	1090	828	442	1551	1239	727
HDAC6_chrX_48661089__FGFR3_chr4_1795655	510	472	532	391	278	359	570	260
HDAC6_chrX_48661089__FGFR3_chr4_1795735	673	288	329	720	1036	737	773	359
HDAC6_chrX_48661089__FLT3_chr13_28636131	827	404	454	788	1548	438	976	390
HDAC6_chrX_48661089__FNTA_chr8_42914260	90	584	670	28	47	195	112	8
HDAC6_chrX_48661089__HDAC1_chr1_32792601	107	855	1103	1740	72	291	1224	1852
HDAC6_chrX_48661089__HDAC1_chr1_32792637	809	940	1093	205	641	1035	565	227
HDAC6_chrX_48661089__HDAC2_chr6_114267214	610	386	404	305	263	1332	744	229
HDAC6_chrX_48661089__HSP90AA1_chr14_102552141	422	47	65	328	292	588	516	402
HDAC6_chrX_48661089__IGF1R_chr15_99434664	248	421	456	420	208	460	460	498
HDAC6_chrX_48661089__JAK2_chr9_5021970	1627	975	1088	1410	1099	1209	1290	1036
HDAC6_chrX_48661089__JAK2_chr9_5050816	82	341	436	33	186	66	92	11
HDAC6_chrX_48661089__MAP2K1_chr15_66679721	416	646	746	224	449	458	751	221
HDAC6_chrX_48661089__MAP2K1_chr15_66679728	1023	536	668	228	719	908	189	100
HDAC6_chrX_48661089__MTOR_chr1_11317149	181	341	419	325	174	285	347	190
HDAC6_chrX_48661089__MTOR_chr1_11319459	977	779	918	484	994	1080	834	475
HDAC6_chrX_48661089__NonTargetingControlGuideForHuman0352	1002	932	1081	1060	1270	1007	1174	1349
HDAC6_chrX_48661089__PARP1_chr1_226578301	905	292	366	275	1604	527	189	139
HDAC6_chrX_48661089__PARP1_chr1_226595581	1243	218	267	506	1516	599	652	484
HDAC6_chrX_48661089__PDGFRA_chr4_55124932	360	505	633	799	250	781	425	480
HDAC6_chrX_48661089__PIK3CA_chr3_178919070	0	112	146	34	0	0	98	0
HDAC6_chrX_48661089__PRKDC_chr8_48686398	945	419	515	635	1193	971	471	537
HDAC6_chrX_48661089__PRKDC_chr8_48686781	667	642	667	1322	585	832	845	1591
HDAC6_chrX_48661089__PRKDC_chr8_48872683	1757	1452	1598	1412	2804	1609	1369	2206
HDAC6_chrX_48661089__ROR1_chr1_64240072	828	515	585	1017	421	924	1090	250
HDAC6_chrX_48661089__ROR1_chr1_64240089	228	345	404	308	54	490	268	207
HDAC6_chrX_48661089__RPS6KB1_chr17_57970538	732	1393	1537	854	716	786	837	640
HDAC6_chrX_48661089__RPS6KB1_chr17_57987922	540	426	520	303	613	565	301	385
HDAC6_chrX_48661089__RRM2_chr2_10262728	1592	1927	2059	1410	1628	1261	1360	929
HDAC6_chrX_48661089__RRM2_chr2_10262957	864	816	886	692	606	934	800	653
HDAC6_chrX_48661089__SRC_chr20_36014563	477	1053	1186	1049	462	563	786	641
HDAC6_chrX_48661089__SRC_chr20_36022600	1219	271	238	697	633	872	700	859
HDAC6_chrX_48661089__TOP1_chr20_39690109	556	973	1138	1583	255	758	1125	2487
HDAC6_chrX_48661089__TYMS_chr18_657730	114	656	738	297	36	319	310	188
HDAC6_chrX_48661089__TYMS_chr18_659656	357	238	257	780	203	577	1038	537
HDAC6_chrX_48661089__TYMS_chr18_659665	1181	321	412	709	1316	1232	975	342
HDAC6_chrX_48661089__VEGFA_chr6_43738425	428	1551	1740	1021	107	821	866	802
HDAC6_chrX_48661089__VEGFA_chr6_43742077	232	361	382	132	46	276	132	4
HDAC6_chrX_48661089__VEGFA_chr6_43742108	545	305	346	566	498	524	520	287
HDAC6_chrX_48661089__WEE1_chr11_9595462	0	0	0	10	0	0	35	51
HDAC6_chrX_48661089__WEE1_chr11_9595845	808	580	690	795	875	1481	974	920
HDAC6_chrX_48661385__ABL1_chr9_133738283	313	263	269	386	153	286	268	221
HDAC6_chrX_48661385__ADA_chr20_43257696	3158	1355	1583	1369	4421	1989	1014	1360
HDAC6_chrX_48661385__AKT1_chr14_105239609	916	482	544	683	694	785	1129	949
HDAC6_chrX_48661385__AKT1_chr14_105258968	1503	2040	2335	1835	1121	2602	2304	1149
HDAC6_chrX_48661385__ALK_chr2_29541171	1378	953	1132	1910	1135	1328	1730	1494
HDAC6_chrX_48661385__ALK_chr2_29541172	769	984	1075	276	652	924	482	243
HDAC6_chrX_48661385__ATM_chr11_108098390	331	589	777	256	238	333	431	253
HDAC6_chrX_48661385__ATM_chr11_108098402	945	805	1005	619	1038	917	769	442
HDAC6_chrX_48661385__BCL2_chr18_60795960	1753	951	1070	1290	1688	1111	1026	1184
HDAC6_chrX_48661385__BCL2_chr18_60985877	303	446	486	526	413	269	841	671
HDAC6_chrX_48661385__BRAF_chr7_140624501	1188	117	134	824	1131	586	428	935
HDAC6_chrX_48661385__BRD4_chr19_15376403	877	2472	2869	771	794	987	1127	639
HDAC6_chrX_48661385__BTK_chrX_100626613	1469	779	878	658	2109	1556	1604	460
HDAC6_chrX_48661385__BTK_chrX_100629565	1327	1484	1678	1790	1580	1119	1150	2132
HDAC6_chrX_48661385__BTK_chrX_100645534	707	249	316	754	443	840	494	704
HDAC6_chrX_48661385__CDK4_chr12_58143253	1166	1540	1769	573	1058	794	778	868
HDAC6_chrX_48661385__CDK6_chr7_92252365	1606	993	1148	502	1388	1613	582	622
HDAC6_chrX_48661385__CDK6_chr7_92462628	770	1994	2201	411	648	943	584	249
HDAC6_chrX_48661385__CHEK1_chr11_125496644	678	547	632	158	498	692	655	135
HDAC6_chrX_48661385__CHEK2_chr22_29085137	196	344	441	224	63	257	359	151
HDAC6_chrX_48661385__CHEK2_chr22_29090029	1466	2353	2587	636	1028	1021	1044	252
HDAC6_chrX_48661385__DHFR_chr5_79949819	1853	1099	1302	3411	1990	1596	1525	3400
HDAC6_chrX_48661385__EGFR_chr7_55209992	197	685	800	1470	78	309	937	1826
HDAC6_chrX_48661385__ERBB2_chr17_37855800	561	335	383	626	692	462	418	455
HDAC6_chrX_48661385__ERBB2_chr17_37868221	601	566	672	325	198	615	639	128
HDAC6_chrX_48661385__ERBB2_chr17_37868292	1017	597	721	590	617	1089	714	462
HDAC6_chrX_48661385__FGFR3_chr4_1795735	568	779	938	764	563	794	1261	850
HDAC6_chrX_48661385__HDAC1_chr1_32757816	728	1222	1433	345	585	1021	515	208
HDAC6_chrX_48661385__HDAC1_chr1_32792601	3630	1526	1772	1811	6230	2194	1898	2821
HDAC6_chrX_48661385__HDAC1_chr1_32792637	163	268	267	835	274	370	677	592
HDAC6_chrX_48661385__HSP90AA1_chr14_102552141	553	235	251	152	488	807	301	116
HDAC6_chrX_48661385__HSP90AA1_chr14_102605736	3211	476	561	1951	3641	1712	1484	1568
HDAC6_chrX_48661385__IGF1R_chr15_99434664	725	1115	1274	237	370	722	529	122
HDAC6_chrX_48661385__JAK2_chr9_5050721	805	1299	1427	549	260	517	600	696
HDAC6_chrX_48661385__JAK2_chr9_5050816	356	854	968	815	147	613	979	499
HDAC6_chrX_48661385__KIT_chr4_55524229	747	1299	1606	1155	703	580	1435	749
HDAC6_chrX_48661385__MAP2K1_chr15_66679756	966	661	882	1037	728	942	896	946
HDAC6_chrX_48661385__MET_chr7_116339123	261	340	384	146	164	554	533	159
HDAC6_chrX_48661385__MET_chr7_116340188	590	459	555	747	343	570	708	550
HDAC6_chrX_48661385__MET_chr7_116340207	1089	894	1042	543	622	1261	618	230
HDAC6_chrX_48661385__MTOR_chr1_11317010	1677	1011	1230	929	1335	1974	1617	897
HDAC6_chrX_48661385__MTOR_chr1_11319459	1787	1389	1729	696	1029	1903	629	827
HDAC6_chrX_48661385__NonTargetingControlGuideForHuman0362	707	815	950	230	295	587	134	156
HDAC6_chrX_48661385__NonTargetingControlGuideForHuman0412	1819	1849	2134	1204	1471	2281	1672	801
HDAC6_chrX_48661385__PARP1_chr1_226578301	1081	432	534	913	1897	483	600	874
HDAC6_chrX_48661385__PDGFRA_chr4_55129914	1149	848	964	869	881	1391	1233	374
HDAC6_chrX_48661385__PIK3CA_chr3_178916614	663	1549	1809	432	241	1167	814	383
HDAC6_chrX_48661385__PIK3CA_chr3_178919070	243	440	534	225	83	381	123	84
HDAC6_chrX_48661385__PRKDC_chr8_48686398	1236	1236	1407	275	1147	1431	481	98
HDAC6_chrX_48661385__PRKDC_chr8_48872683	371	668	794	256	280	771	764	410
HDAC6_chrX_48661385__ROR1_chr1_64240072	1339	2491	3012	1488	865	1965	1614	917
HDAC6_chrX_48661385__RPS6KB1_chr17_57970538	1729	904	1015	1128	1994	1477	1185	1206
HDAC6_chrX_48661385__RRM2_chr2_10262728	399	381	461	120	139	224	55	1
HDAC6_chrX_48661385__RRM2_chr2_10262940	1377	1039	1196	638	1639	1520	967	1051
HDAC6_chrX_48661385__SMO_chr7_128845081	705	785	848	816	500	540	790	533
HDAC6_chrX_48661385__SRC_chr20_36012562	623	897	1114	297	344	374	435	145
HDAC6_chrX_48661385__SRC_chr20_36022600	2372	1209	1459	1356	1585	1859	1225	1013
HDAC6_chrX_48661385__TOP1_chr20_39690055	880	970	1146	953	570	1368	1197	784
HDAC6_chrX_48661385__TYMS_chr18_657730	803	1062	1202	1337	425	1051	1344	556
HDAC6_chrX_48661385__TYMS_chr18_659656	175	805	927	125	0	217	339	114
HDAC6_chrX_48661385__VEGFA_chr6_43738425	1396	716	890	378	1660	838	339	250
HDAC6_chrX_48661385__VEGFA_chr6_43742108	417	567	703	884	311	470	636	742
HDAC6_chrX_48661385__WEE1_chr11_9595462	15	95	118	0	21	243	44	0
HDAC6_chrX_48661385__WEE1_chr11_9595542	734	687	876	638	654	922	838	1119
HDAC6_chrX_48674389__ABL1_chr9_133589790	277	481	520	347	150	507	434	211
HDAC6_chrX_48674389__ABL1_chr9_133738283	433	299	388	832	261	446	944	1181
HDAC6_chrX_48674389__ABL1_chr9_133738356	165	483	491	349	122	165	832	232
HDAC6_chrX_48674389__ADA_chr20_43257696	1877	594	695	1737	1594	1502	2033	1265
HDAC6_chrX_48674389__ADA_chr20_43257769	714	892	1003	141	346	516	243	51
HDAC6_chrX_48674389__ADA_chr20_43280245	257	656	791	158	314	255	343	180
HDAC6_chrX_48674389__AKT1_chr14_105239609	274	465	589	116	124	61	204	274
HDAC6_chrX_48674389__ALK_chr2_30143522	81	431	551	369	13	194	317	96
HDAC6_chrX_48674389__BCL2_chr18_60795960	564	373	383	580	408	492	763	463
HDAC6_chrX_48674389__BRAF_chr7_140534469	621	599	638	982	534	918	912	514
HDAC6_chrX_48674389__BRD4_chr19_15376403	347	249	306	612	175	446	864	821
HDAC6_chrX_48674389__BTK_chrX_100626613	942	752	893	525	512	1341	686	304
HDAC6_chrX_48674389__CDK4_chr12_58143253	1134	231	295	1427	1582	835	1007	1591
HDAC6_chrX_48674389__CDK6_chr7_92244474	818	1140	1308	513	889	1248	770	239
HDAC6_chrX_48674389__CDK6_chr7_92252365	453	581	594	840	193	343	732	462
HDAC6_chrX_48674389__CDK6_chr7_92462628	1709	1399	1608	1562	1710	1798	1451	1803
HDAC6_chrX_48674389__CDK9_chr9_130548409	227	566	618	55	205	435	131	71
HDAC6_chrX_48674389__CHEK1_chr11_125496644	245	321	400	431	63	149	423	505
HDAC6_chrX_48674389__CHEK1_chr11_125496687	2181	512	564	565	3053	1327	553	413
HDAC6_chrX_48674389__CHEK2_chr22_29085137	255	461	481	900	228	561	853	544
HDAC6_chrX_48674389__CHEK2_chr22_29090029	404	1855	2089	543	162	491	565	454
HDAC6_chrX_48674389__CHEK2_chr22_29130694	499	137	172	312	265	736	797	447
HDAC6_chrX_48674389__DHFR_chr5_79950216	250	0	1	176	296	278	196	42
HDAC6_chrX_48674389__DHFR_chr5_79950217	1092	1274	1406	1356	793	1882	1502	918
HDAC6_chrX_48674389__ERBB2_chr17_37855800	200	170	217	116	42	125	304	43
HDAC6_chrX_48674389__ERBB2_chr17_37868221	483	476	538	169	206	461	521	268
HDAC6_chrX_48674389__ERBB2_chr17_37868292	1292	1015	1109	534	872	1325	641	453
HDAC6_chrX_48674389__FGFR3_chr4_1795655	977	553	631	441	650	816	581	466
HDAC6_chrX_48674389__FGFR3_chr4_1795735	837	1111	1297	1428	695	1103	1044	1246
HDAC6_chrX_48674389__FLT3_chr13_28636172	868	543	572	568	432	1165	806	386
HDAC6_chrX_48674389__FLT3_chr13_28674643	906	573	631	303	818	564	365	144
HDAC6_chrX_48674389__FNTA_chr8_42911471	718	197	249	327	604	822	692	239
HDAC6_chrX_48674389__HDAC1_chr1_32757816	471	352	389	638	474	615	750	692
HDAC6_chrX_48674389__HDAC1_chr1_32792601	642	474	559	208	309	1096	799	323
HDAC6_chrX_48674389__HDAC2_chr6_114266539	795	567	731	823	408	754	871	561
HDAC6_chrX_48674389__HSP90AA1_chr14_102551760	746	779	901	527	685	1231	758	453
HDAC6_chrX_48674389__HSP90AA1_chr14_102552141	546	207	263	388	393	373	686	381
HDAC6_chrX_48674389__HSP90AA1_chr14_102605736	979	886	1000	956	1295	1172	1054	725
HDAC6_chrX_48674389__IGF1R_chr15_99192824	535	835	869	551	365	665	696	375
HDAC6_chrX_48674389__IGF1R_chr15_99434664	283	617	700	161	245	465	380	111
HDAC6_chrX_48674389__IGF1R_chr15_99434807	601	371	413	447	529	642	621	287
HDAC6_chrX_48674389__JAK2_chr9_5050721	889	654	775	691	568	954	894	327
HDAC6_chrX_48674389__MAP2K1_chr15_66679721	1230	498	576	1268	1187	916	855	1775
HDAC6_chrX_48674389__MAP2K1_chr15_66679728	2843	922	1056	400	2930	1998	409	234
HDAC6_chrX_48674389__MAP2K1_chr15_66679756	248	1093	1263	855	328	433	1043	607
HDAC6_chrX_48674389__MET_chr7_116339123	181	643	744	309	145	525	600	196
HDAC6_chrX_48674389__MET_chr7_116340188	777	428	461	776	428	771	646	813
HDAC6_chrX_48674389__MTOR_chr1_11317010	2045	533	668	1265	1884	1570	1292	1177
HDAC6_chrX_48674389__MTOR_chr1_11317149	866	625	772	403	638	849	333	322
HDAC6_chrX_48674389__MTOR_chr1_11319459	2424	261	282	790	2709	1087	737	689
HDAC6_chrX_48674389__NonTargetingControlGuideForHuman0352	1854	1843	2160	1142	578	1770	1804	533
HDAC6_chrX_48674389__PDGFRA_chr4_55129914	1252	1178	1317	998	1467	968	648	664
HDAC6_chrX_48674389__PIK3CA_chr3_178916614	941	238	299	604	876	441	866	775
HDAC6_chrX_48674389__PIK3CA_chr3_178919070	373	78	86	15	497	121	0	0
HDAC6_chrX_48674389__PRKDC_chr8_48686781	450	516	623	513	326	508	632	446
HDAC6_chrX_48674389__PRKDC_chr8_48872683	808	369	382	1040	720	854	527	698
HDAC6_chrX_48674389__ROR1_chr1_64240072	897	451	467	1169	532	1154	717	1036
HDAC6_chrX_48674389__ROR1_chr1_64240089	1133	203	209	363	1817	916	454	707
HDAC6_chrX_48674389__ROR1_chr1_64240143	913	907	1057	639	334	767	1173	368
HDAC6_chrX_48674389__RPS6KB1_chr17_57987922	534	321	387	150	225	436	238	121
HDAC6_chrX_48674389__RPS6KB1_chr17_57987949	160	798	915	711	117	410	593	574
HDAC6_chrX_48674389__RRM2_chr2_10262940	159	731	861	500	168	495	666	422
HDAC6_chrX_48674389__SMO_chr7_128828974	1653	1771	2159	1092	1519	2133	1561	1703
HDAC6_chrX_48674389__SMO_chr7_128845117	185	762	918	658	71	530	927	908
HDAC6_chrX_48674389__SRC_chr20_36014563	570	738	805	897	635	1070	1258	564
HDAC6_chrX_48674389__TOP1_chr20_39657693	598	1406	1737	1148	580	1167	1665	736
HDAC6_chrX_48674389__TYMS_chr18_657730	832	411	458	559	891	550	578	1431
HDAC6_chrX_48674389__TYMS_chr18_659665	266	420	445	546	244	478	901	516
HDAC6_chrX_48674389__WEE1_chr11_9595542	566	541	680	244	602	893	571	235
HDAC6_chrX_48674389__WEE1_chr11_9595845	1332	741	878	737	855	1231	710	441
HSP90AA1_chr14_102551760__ABL1_chr9_133738356	1334	260	280	861	1001	870	748	1433
HSP90AA1_chr14_102551760__ADA_chr20_43280245	398	658	695	802	268	319	694	368
HSP90AA1_chr14_102551760__AKT1_chr14_105239609	2541	584	650	1560	3040	1611	870	2813
HSP90AA1_chr14_102551760__AKT1_chr14_105258968	1698	498	628	1133	1376	1351	789	1472
HSP90AA1_chr14_102551760__ALK_chr2_29541172	627	425	515	1880	334	703	910	2776
HSP90AA1_chr14_102551760__ALK_chr2_30143522	1040	508	619	540	859	996	1133	876
HSP90AA1_chr14_102551760__ATM_chr11_108098402	664	781	938	456	683	692	582	248
HSP90AA1_chr14_102551760__BCL2_chr18_60795945	982	917	1074	260	247	1089	375	249
HSP90AA1_chr14_102551760__BRAF_chr7_140508787	963	662	736	200	764	1204	376	212
HSP90AA1_chr14_102551760__BRAF_chr7_140624501	273	778	948	427	185	686	480	487
HSP90AA1_chr14_102551760__CDK4_chr12_58143253	627	482	609	634	563	841	1106	425
HSP90AA1_chr14_102551760__CDK4_chr12_58144705	512	748	800	488	256	730	443	417
HSP90AA1_chr14_102551760__CDK6_chr7_92244474	512	972	1112	217	586	1018	638	415
HSP90AA1_chr14_102551760__CHEK1_chr11_125499147	319	796	916	664	206	348	731	839
HSP90AA1_chr14_102551760__CHEK2_chr22_29090029	295	811	946	270	276	626	475	30
HSP90AA1_chr14_102551760__CHEK2_chr22_29130694	271	654	786	203	262	654	248	46
HSP90AA1_chr14_102551760__DHFR_chr5_79950216	692	396	434	676	434	644	579	599
HSP90AA1_chr14_102551760__DHFR_chr5_79950217	215	731	743	866	48	402	777	563
HSP90AA1_chr14_102551760__EGFR_chr7_55209992	974	552	639	617	1197	1205	694	414
HSP90AA1_chr14_102551760__ERBB2_chr17_37868221	1787	451	466	603	1473	1697	1091	662
HSP90AA1_chr14_102551760__ERBB2_chr17_37868292	1010	734	794	619	538	708	735	599
HSP90AA1_chr14_102551760__FGFR2_chr10_123353328	536	1048	1204	567	118	544	522	462
HSP90AA1_chr14_102551760__FGFR3_chr4_1795655	892	740	871	407	902	1072	408	252
HSP90AA1_chr14_102551760__FGFR3_chr4_1795736	43	467	522	151	54	54	368	225
HSP90AA1_chr14_102551760__FLT3_chr13_28674643	1043	263	329	842	994	1357	802	424
HSP90AA1_chr14_102551760__FNTA_chr8_42914260	527	532	599	800	430	649	1628	1038
HSP90AA1_chr14_102551760__FNTA_chr8_42924781	278	468	554	393	180	503	329	341
HSP90AA1_chr14_102551760__HDAC1_chr1_32757816	433	370	389	276	390	532	424	269
HSP90AA1_chr14_102551760__HDAC1_chr1_32792637	70	339	354	651	16	197	713	349
HSP90AA1_chr14_102551760__HDAC2_chr6_114266539	2820	469	526	1481	3948	1855	1926	1245
HSP90AA1_chr14_102551760__HDAC6_chrX_48661089	590	940	1161	1552	340	745	1719	1850
HSP90AA1_chr14_102551760__HDAC6_chrX_48661385	539	1252	1413	1098	213	742	813	1156
HSP90AA1_chr14_102551760__IGF1R_chr15_99434664	432	310	386	262	144	383	458	156
HSP90AA1_chr14_102551760__JAK2_chr9_5050721	381	886	994	194	369	334	368	64
HSP90AA1_chr14_102551760__KIT_chr4_55524164	322	474	626	207	125	418	425	228
HSP90AA1_chr14_102551760__KIT_chr4_55524176	304	561	639	1338	221	489	1480	1505
HSP90AA1_chr14_102551760__MAP2K1_chr15_66679721	1066	335	362	518	895	1141	651	368
HSP90AA1_chr14_102551760__MET_chr7_116339123	385	19	31	308	172	306	451	256
HSP90AA1_chr14_102551760__MET_chr7_116340207	1666	858	1060	577	1631	844	918	701
HSP90AA1_chr14_102551760__MTOR_chr1_11317010	694	866	1004	1903	614	807	1195	1848
HSP90AA1_chr14_102551760__MTOR_chr1_11319459	817	748	935	560	609	1057	555	574
HSP90AA1_chr14_102551760__NonTargetingControlGuideForHuman0362	1465	1146	1388	653	895	1766	619	309
HSP90AA1_chr14_102551760__NonTargetingControlGuideForHuman0412	335	358	422	518	156	445	559	225
HSP90AA1_chr14_102551760__PARP1_chr1_226578249	702	178	207	363	210	448	461	127
HSP90AA1_chr14_102551760__PARP1_chr1_226595581	749	570	773	782	690	744	542	342
HSP90AA1_chr14_102551760__PIK3CA_chr3_178916614	391	822	969	1709	454	1133	2172	1009
HSP90AA1_chr14_102551760__PIK3CA_chr3_178919167	767	735	743	214	233	811	461	68
HSP90AA1_chr14_102551760__PRKDC_chr8_48686398	388	527	592	921	283	464	1107	829
HSP90AA1_chr14_102551760__PRKDC_chr8_48686781	881	402	474	133	959	1119	466	61
HSP90AA1_chr14_102551760__PRKDC_chr8_48872683	89	348	437	879	30	423	821	1223
HSP90AA1_chr14_102551760__ROR1_chr1_64240072	959	854	1017	1045	1140	1029	962	471
HSP90AA1_chr14_102551760__ROR1_chr1_64240143	1341	943	1162	487	860	1208	898	433
HSP90AA1_chr14_102551760__RPS6KB1_chr17_57970538	1353	969	1062	171	430	1151	402	146
HSP90AA1_chr14_102551760__RRM2_chr2_10262940	460	580	638	447	259	453	518	317
HSP90AA1_chr14_102551760__SMO_chr7_128828974	1379	938	984	351	953	1209	399	551
HSP90AA1_chr14_102551760__SRC_chr20_36014563	671	418	473	924	454	471	763	1126
HSP90AA1_chr14_102551760__TOP1_chr20_39657693	316	685	806	183	122	452	422	63
HSP90AA1_chr14_102551760__TOP1_chr20_39690055	791	439	518	581	407	992	442	487
HSP90AA1_chr14_102551760__TYMS_chr18_657730	746	963	1114	1110	919	809	688	1037
HSP90AA1_chr14_102551760__TYMS_chr18_659656	584	882	1051	933	520	806	693	322
HSP90AA1_chr14_102551760__VEGFA_chr6_43742077	578	567	651	371	237	773	722	253
HSP90AA1_chr14_102551760__VEGFA_chr6_43742108	328	913	1076	519	483	494	547	608
HSP90AA1_chr14_102551760__WEE1_chr11_9595462	17	103	97	0	1	113	0	0
HSP90AA1_chr14_102552141__ABL1_chr9_133589790	514	287	267	427	113	434	702	918
HSP90AA1_chr14_102552141__ABL1_chr9_133738356	296	404	408	485	168	383	271	209
HSP90AA1_chr14_102552141__ADA_chr20_43257769	1063	321	355	717	1011	883	346	170
HSP90AA1_chr14_102552141__ADA_chr20_43280245	1599	1191	1399	758	1304	1455	853	584
HSP90AA1_chr14_102552141__AKT1_chr14_105239609	1853	1132	1211	1244	1601	1706	1647	1027
HSP90AA1_chr14_102552141__AKT1_chr14_105239686	843	501	579	939	927	1156	899	957
HSP90AA1_chr14_102552141__AKT1_chr14_105258968	2110	617	691	423	1261	1274	612	338
HSP90AA1_chr14_102552141__ALK_chr2_30143522	577	416	445	87	758	502	226	32
HSP90AA1_chr14_102552141__ATM_chr11_108098350	1186	359	405	774	1542	813	783	817
HSP90AA1_chr14_102552141__ATM_chr11_108098390	1102	542	662	361	794	1102	399	78
HSP90AA1_chr14_102552141__BCL2_chr18_60795960	948	1341	1515	399	400	1175	867	308
HSP90AA1_chr14_102552141__BRAF_chr7_140508787	579	878	1065	231	345	686	577	150
HSP90AA1_chr14_102552141__BRAF_chr7_140534469	917	434	548	359	524	766	526	211
HSP90AA1_chr14_102552141__BRD4_chr19_15383894	864	594	668	1467	1011	1001	1285	1216
HSP90AA1_chr14_102552141__CDK4_chr12_58144705	252	153	191	419	197	307	408	353
HSP90AA1_chr14_102552141__CDK4_chr12_58145497	825	821	1014	457	389	1001	613	273
HSP90AA1_chr14_102552141__CDK6_chr7_92462628	1243	631	652	722	1392	1300	473	294
HSP90AA1_chr14_102552141__CHEK1_chr11_125496644	131	588	664	887	85	436	726	1042
HSP90AA1_chr14_102552141__CHEK1_chr11_125496687	833	650	783	629	1012	379	777	419
HSP90AA1_chr14_102552141__DHFR_chr5_79950217	377	184	229	214	324	583	446	152
HSP90AA1_chr14_102552141__EGFR_chr7_55209992	1946	1129	1314	1035	1712	975	1500	1162
HSP90AA1_chr14_102552141__FGFR2_chr10_123298215	89	387	405	111	211	118	427	119
HSP90AA1_chr14_102552141__FGFR2_chr10_123353328	570	979	1044	409	783	796	635	400
HSP90AA1_chr14_102552141__FGFR3_chr4_1795655	1580	213	220	685	772	1615	900	370
HSP90AA1_chr14_102552141__FGFR3_chr4_1795735	632	847	1018	581	627	768	568	296
HSP90AA1_chr14_102552141__FNTA_chr8_42911471	1004	1116	1265	1019	330	1117	860	844
HSP90AA1_chr14_102552141__FNTA_chr8_42914260	584	517	617	336	398	571	467	308
HSP90AA1_chr14_102552141__FNTA_chr8_42924781	1352	368	406	220	843	1391	702	335
HSP90AA1_chr14_102552141__HDAC1_chr1_32757816	272	40	58	317	319	397	508	175
HSP90AA1_chr14_102552141__HDAC1_chr1_32792637	635	961	1163	634	575	970	818	246
