construct_id	Hela_KRAB_CRV4_d14_2_S4_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d21_2_S6_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d21_1_S5_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d28_1_S7_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d3_1_S1_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d28_2_S8_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d3_2_S2_trimmed53_len_filtered_counts	Hela_KRAB_CRV4_d14_1_S3_trimmed53_len_filtered_counts
MET_chr7_116339123__NonTargetingControlGuideForHuman0352	1887	2013	1535	862	2296	1770	837	1482
MET_chr7_116339123__PARP1_chr1_226595581	1359	961	584	299	663	548	1770	425
MET_chr7_116339123__PDGFRA_chr4_55124963	678	1303	1370	1075	479	1369	1778	1020
MET_chr7_116339123__PIK3CA_chr3_178919070	164	330	178	163	0	355	333	90
MET_chr7_116339123__PIK3CA_chr3_178919167	1952	907	1530	1712	1039	877	1397	1047
MET_chr7_116339123__PRKDC_chr8_48686781	633	1200	1035	1251	739	1379	86	522
MET_chr7_116339123__PRKDC_chr8_48872683	1197	1574	2088	2712	758	1323	1621	1039
MET_chr7_116339123__ROR1_chr1_64240072	1082	2090	1636	3341	1173	1718	1623	1148
MET_chr7_116339123__RPS6KB1_chr17_57987949	1562	1542	1899	1804	2044	1566	1247	1412
MET_chr7_116339123__RRM2_chr2_10262940	1032	802	381	556	791	557	516	667
MET_chr7_116339123__SMO_chr7_128828974	1468	1616	412	328	816	1540	1079	386
MET_chr7_116339123__SMO_chr7_128845081	931	950	789	1057	705	2031	770	672
MET_chr7_116339123__TOP1_chr20_39657693	1768	2515	1597	1704	2403	2203	1690	1301
MET_chr7_116339123__TOP1_chr20_39690109	1906	2515	1581	1226	1704	3037	1228	1092
MET_chr7_116339123__TYMS_chr18_657730	2051	2607	1805	1323	1887	2614	2579	1236
MET_chr7_116339123__TYMS_chr18_659656	446	722	340	193	290	464	370	293
MET_chr7_116339123__VEGFA_chr6_43738425	1339	1152	816	602	841	1458	911	786
MET_chr7_116339123__VEGFA_chr6_43742077	287	217	383	538	168	389	55	277
MET_chr7_116339123__WEE1_chr11_9595542	2663	3028	1356	1827	1551	3264	2449	1189
MET_chr7_116339123__WEE1_chr11_9595845	869	507	993	1139	607	680	924	653
MET_chr7_116340188__ABL1_chr9_133589790	1143	1134	526	701	390	649	839	640
MET_chr7_116340188__ABL1_chr9_133738356	713	2083	1375	1704	867	1216	981	927
MET_chr7_116340188__ADA_chr20_43257769	1271	830	2257	2449	2313	1227	1761	990
MET_chr7_116340188__ADA_chr20_43280245	2036	2643	1198	1319	1171	2480	1951	742
MET_chr7_116340188__AKT1_chr14_105239609	2094	3104	2622	3858	1483	2072	2725	1952
MET_chr7_116340188__AKT1_chr14_105239686	668	1586	589	957	458	1971	240	799
MET_chr7_116340188__AKT1_chr14_105258968	1104	901	1733	1330	1150	360	1135	1011
MET_chr7_116340188__ALK_chr2_29541171	1570	1889	655	519	1561	812	1578	761
MET_chr7_116340188__ALK_chr2_29541172	960	1056	539	500	701	408	690	539
MET_chr7_116340188__ATM_chr11_108098390	1788	2205	1583	1269	1299	4349	2009	828
MET_chr7_116340188__ATM_chr11_108098402	911	836	433	791	1279	250	1173	965
MET_chr7_116340188__BCL2_chr18_60795960	1484	1486	1372	1285	1401	1029	1623	1030
MET_chr7_116340188__BCL2_chr18_60985877	585	1423	647	567	286	1626	659	641
MET_chr7_116340188__BRAF_chr7_140624501	1592	2359	1683	1430	667	1996	1270	932
MET_chr7_116340188__BRD4_chr19_15376361	716	457	662	616	1362	692	710	444
MET_chr7_116340188__BRD4_chr19_15376403	2490	4469	3727	4057	2808	3511	2974	2395
MET_chr7_116340188__BRD4_chr19_15383894	1155	1134	1023	1126	1361	625	817	1197
MET_chr7_116340188__BTK_chrX_100626613	1349	2168	809	471	444	1402	2695	915
MET_chr7_116340188__CDK4_chr12_58143253	2140	1929	2006	1237	2651	1923	3656	1753
MET_chr7_116340188__CDK4_chr12_58145497	3198	4775	1876	1820	1472	5250	1428	1889
MET_chr7_116340188__CDK6_chr7_92244474	2033	2563	1421	1968	1770	1860	932	1237
MET_chr7_116340188__CDK6_chr7_92252365	1218	1466	1308	1205	1074	1494	1621	1841
MET_chr7_116340188__CDK6_chr7_92462628	2149	2407	1168	1588	1079	2841	2144	997
MET_chr7_116340188__CDK9_chr9_130548409	650	603	885	792	145	605	1033	769
MET_chr7_116340188__CDK9_chr9_130548998	2248	2301	1588	1090	2396	2100	2224	1363
MET_chr7_116340188__CHEK1_chr11_125499147	2414	2149	1314	1141	1046	2498	678	1324
MET_chr7_116340188__CHEK2_chr22_29090029	2038	1971	2579	3243	758	2179	2860	1438
MET_chr7_116340188__DHFR_chr5_79949819	2340	1690	1187	1003	1526	1296	1405	1150
MET_chr7_116340188__EGFR_chr7_55086962	2025	2945	1144	1123	918	2389	1457	754
MET_chr7_116340188__ERBB2_chr17_37855800	1884	2218	1767	1350	2172	2294	1721	869
MET_chr7_116340188__ERBB2_chr17_37868292	1816	1335	1682	1818	1410	753	2072	991
MET_chr7_116340188__FGFR2_chr10_123298118	2067	2717	2637	2454	893	3014	646	1333
MET_chr7_116340188__FGFR2_chr10_123298215	1319	1510	1481	1639	803	1700	531	1465
MET_chr7_116340188__FGFR2_chr10_123353328	1384	1524	814	442	892	734	1295	659
MET_chr7_116340188__FLT3_chr13_28636131	636	1217	907	792	1647	1427	1354	612
MET_chr7_116340188__FLT3_chr13_28674643	811	1119	987	1098	1322	369	349	606
MET_chr7_116340188__FNTA_chr8_42914260	3206	4511	2397	1998	1308	4300	3591	2078
MET_chr7_116340188__FNTA_chr8_42924781	4174	3966	3426	2389	2266	3286	1976	2014
MET_chr7_116340188__HDAC1_chr1_32757816	1605	1410	2530	1859	1317	1113	1218	1578
MET_chr7_116340188__HDAC6_chrX_48661089	1978	2418	1067	787	1749	3019	2880	1245
MET_chr7_116340188__HSP90AA1_chr14_102551760	1840	2404	1927	2075	2645	2432	1471	1708
MET_chr7_116340188__IGF1R_chr15_99192824	1017	1532	1130	505	1573	917	2665	965
MET_chr7_116340188__JAK2_chr9_5021970	1730	1301	1111	1128	882	1189	1523	991
MET_chr7_116340188__KIT_chr4_55524164	2149	1619	2349	1371	1284	2015	2632	1066
MET_chr7_116340188__KIT_chr4_55524176	1502	1767	1130	1461	853	1099	1125	1435
MET_chr7_116340188__KIT_chr4_55524229	2851	3180	3132	3413	2806	2571	3124	2505
MET_chr7_116340188__MTOR_chr1_11319459	1257	1837	606	631	905	2340	1274	952
MET_chr7_116340188__NonTargetingControlGuideForHuman0362	3696	4534	4379	4499	2192	4351	3704	2658
MET_chr7_116340188__NonTargetingControlGuideForHuman0412	2228	2404	1792	1892	955	3106	3322	2221
MET_chr7_116340188__PARP1_chr1_226578249	739	1075	1590	2409	1397	825	521	767
MET_chr7_116340188__PDGFRA_chr4_55124932	1662	1438	849	944	1868	1283	2444	932
MET_chr7_116340188__PDGFRA_chr4_55124963	323	419	1570	1733	1269	539	1012	787
MET_chr7_116340188__PIK3CA_chr3_178919070	511	220	277	295	840	97	335	308
MET_chr7_116340188__PIK3CA_chr3_178919167	1614	930	3531	1792	1302	1339	1909	2577
MET_chr7_116340188__ROR1_chr1_64240089	1432	1083	580	610	758	752	1279	395
MET_chr7_116340188__ROR1_chr1_64240143	2517	2146	2214	2392	1322	2422	1950	1821
MET_chr7_116340188__RPS6KB1_chr17_57970538	1740	637	1320	2138	521	649	1232	1008
MET_chr7_116340188__RPS6KB1_chr17_57987949	2597	3523	3691	4158	1107	3100	3546	2356
MET_chr7_116340188__RRM2_chr2_10262728	1148	711	405	148	667	329	1389	666
MET_chr7_116340188__SMO_chr7_128828974	1444	1485	1140	1435	1499	1557	1057	712
MET_chr7_116340188__SMO_chr7_128845081	1850	2187	1366	986	1189	1391	1707	1097
MET_chr7_116340188__SMO_chr7_128845117	2000	2620	789	495	1640	3239	1211	571
MET_chr7_116340188__SRC_chr20_36012562	1798	2435	2235	2186	1405	1658	1500	1062
MET_chr7_116340188__SRC_chr20_36014563	899	494	2239	2960	298	436	1479	1263
MET_chr7_116340188__SRC_chr20_36022600	3011	2386	1533	1939	1978	3136	1410	1225
MET_chr7_116340188__TOP1_chr20_39690109	1088	1207	1174	1619	399	642	2898	1131
MET_chr7_116340188__VEGFA_chr6_43742108	2280	2781	3074	2401	2070	1860	2560	2430
MET_chr7_116340188__WEE1_chr11_9595462	63	0	99	78	233	46	0	194
MET_chr7_116340188__WEE1_chr11_9595542	1062	1530	1464	2696	1780	1113	2494	898
MET_chr7_116340207__ABL1_chr9_133738283	596	1267	247	134	382	1293	900	1
MET_chr7_116340207__ADA_chr20_43257696	576	777	470	118	395	917	925	588
MET_chr7_116340207__AKT1_chr14_105239609	869	1056	605	262	360	1363	142	552
MET_chr7_116340207__AKT1_chr14_105239686	228	197	1126	1554	866	103	802	999
MET_chr7_116340207__ALK_chr2_30143522	207	495	425	796	187	379	181	106
MET_chr7_116340207__ATM_chr11_108098390	1405	1389	1790	2487	1292	1456	921	903
MET_chr7_116340207__ATM_chr11_108098402	1036	1781	652	515	578	1672	1003	799
MET_chr7_116340207__BCL2_chr18_60795960	756	828	1079	1005	400	641	372	685
MET_chr7_116340207__BCL2_chr18_60985877	434	715	548	450	917	421	1233	481
MET_chr7_116340207__BRAF_chr7_140508787	1012	889	1031	615	1429	1255	1047	512
MET_chr7_116340207__BRAF_chr7_140534469	827	1331	794	1177	1275	1902	1052	544
MET_chr7_116340207__BRAF_chr7_140624501	207	160	470	553	481	100	253	157
MET_chr7_116340207__BRD4_chr19_15376361	1500	1573	469	312	1598	1524	1112	551
MET_chr7_116340207__BTK_chrX_100626613	748	1079	1216	1504	1035	1394	1112	750
MET_chr7_116340207__CDK4_chr12_58143253	1682	1951	1952	1866	2394	1565	2157	1650
MET_chr7_116340207__CDK6_chr7_92244474	653	1130	917	727	600	631	599	561
MET_chr7_116340207__CDK6_chr7_92252365	689	461	355	274	617	496	526	469
MET_chr7_116340207__CDK6_chr7_92462628	1943	2619	1708	1455	700	2338	855	1040
MET_chr7_116340207__CDK9_chr9_130548409	1374	978	1064	916	1025	1872	2101	1260
MET_chr7_116340207__CDK9_chr9_130550235	1166	2268	1425	1659	969	1429	1200	901
MET_chr7_116340207__CHEK1_chr11_125496644	775	655	549	551	756	856	791	586
MET_chr7_116340207__CHEK1_chr11_125496687	480	749	288	306	1114	347	391	394
MET_chr7_116340207__CHEK2_chr22_29085137	1327	1505	749	592	633	1947	1227	282
MET_chr7_116340207__CHEK2_chr22_29090029	1115	1037	165	376	817	1254	1065	291
MET_chr7_116340207__DHFR_chr5_79949819	1387	656	830	758	1098	1161	383	872
MET_chr7_116340207__DHFR_chr5_79950216	702	802	349	523	444	426	896	861
MET_chr7_116340207__EGFR_chr7_55086962	1301	2052	1097	1581	618	2141	1604	953
MET_chr7_116340207__ERBB2_chr17_37868221	599	948	1244	2410	763	1208	883	1257
MET_chr7_116340207__ERBB2_chr17_37868292	2202	2625	1493	1543	214	1427	1230	1114
MET_chr7_116340207__FGFR2_chr10_123353328	693	493	289	208	0	1212	502	144
MET_chr7_116340207__FGFR3_chr4_1795655	176	43	414	593	143	1	1437	581
MET_chr7_116340207__FGFR3_chr4_1795735	1174	1150	1669	1685	1201	1364	1049	981
MET_chr7_116340207__FGFR3_chr4_1795736	995	424	613	352	388	392	512	563
MET_chr7_116340207__FLT3_chr13_28636131	774	858	1171	880	560	367	1188	1072
MET_chr7_116340207__HDAC1_chr1_32757816	1024	740	2295	4200	387	385	737	1222
MET_chr7_116340207__HDAC1_chr1_32792601	1131	959	1041	1233	572	739	1240	991
MET_chr7_116340207__HDAC1_chr1_32792637	1704	1559	1251	1589	1086	1226	1009	540
MET_chr7_116340207__HDAC6_chrX_48661089	760	1312	1249	1068	746	1670	48	557
MET_chr7_116340207__HDAC6_chrX_48674389	1039	1593	380	165	311	1943	313	539
MET_chr7_116340207__HSP90AA1_chr14_102552141	408	345	204	294	982	128	451	439
MET_chr7_116340207__HSP90AA1_chr14_102605736	1358	1551	1566	1342	605	1418	1811	1278
MET_chr7_116340207__IGF1R_chr15_99192824	775	283	93	410	712	219	515	457
MET_chr7_116340207__IGF1R_chr15_99434664	1242	1167	457	694	228	1150	175	436
MET_chr7_116340207__IGF1R_chr15_99434807	1478	2153	1733	1356	924	1627	1825	1257
MET_chr7_116340207__KIT_chr4_55524164	1629	2193	865	1994	563	634	548	346
MET_chr7_116340207__KIT_chr4_55524229	2631	3088	737	809	1519	3712	1847	933
MET_chr7_116340207__MAP2K1_chr15_66679728	1268	1563	796	1101	1573	1956	1090	1189
MET_chr7_116340207__MTOR_chr1_11317149	614	356	169	2	701	153	680	266
MET_chr7_116340207__NonTargetingControlGuideForHuman0362	1992	1966	3541	3754	1070	1941	1615	2056
MET_chr7_116340207__NonTargetingControlGuideForHuman0412	3062	2831	1269	1325	1230	3923	1998	1482
MET_chr7_116340207__PARP1_chr1_226595581	864	1356	519	320	1	1166	265	349
MET_chr7_116340207__PDGFRA_chr4_55129914	956	1586	284	507	1663	1507	867	427
MET_chr7_116340207__PRKDC_chr8_48686398	720	770	523	414	409	431	782	593
MET_chr7_116340207__PRKDC_chr8_48686781	1076	3455	1293	1971	123	5149	259	796
MET_chr7_116340207__PRKDC_chr8_48872683	1377	1464	637	548	610	1880	1539	755
MET_chr7_116340207__RPS6KB1_chr17_57970538	606	584	407	303	874	168	378	337
MET_chr7_116340207__RRM2_chr2_10262728	565	500	1479	896	571	311	2018	1484
MET_chr7_116340207__RRM2_chr2_10262940	762	282	125	36	1433	236	670	302
MET_chr7_116340207__SMO_chr7_128845081	589	904	1372	1027	956	852	1384	805
MET_chr7_116340207__SMO_chr7_128845117	987	847	597	584	801	820	1607	1319
MET_chr7_116340207__SRC_chr20_36012562	1005	1681	1779	2260	1496	1095	1322	928
MET_chr7_116340207__SRC_chr20_36022600	3068	3012	1160	1066	1936	2464	2044	1189
MET_chr7_116340207__TOP1_chr20_39657693	1758	3227	1799	1825	903	2426	1585	1227
MET_chr7_116340207__TOP1_chr20_39690055	1400	1460	2956	2817	1000	635	1877	1067
MET_chr7_116340207__TYMS_chr18_657730	1303	1265	148	281	687	1030	1000	290
MET_chr7_116340207__TYMS_chr18_659656	1013	1645	360	505	267	1811	138	312
MET_chr7_116340207__TYMS_chr18_659665	1358	966	1053	1361	708	1593	1875	1288
MET_chr7_116340207__VEGFA_chr6_43742077	291	285	663	725	237	304	0	338
MET_chr7_116340207__VEGFA_chr6_43742108	874	686	1119	736	1085	593	559	603
MET_chr7_116340207__WEE1_chr11_9595462	0	0	0	0	246	1	0	14
MET_chr7_116340207__WEE1_chr11_9595542	999	836	1001	1803	1592	309	1034	1097
MTOR_chr1_11317010__ABL1_chr9_133589790	915	662	609	933	651	771	1420	483
MTOR_chr1_11317010__AKT1_chr14_105239609	573	265	1111	585	1536	593	2020	926
MTOR_chr1_11317010__AKT1_chr14_105239686	668	916	1036	968	1394	654	436	784
MTOR_chr1_11317010__ALK_chr2_29541171	772	1387	2323	3144	1314	543	1174	956
MTOR_chr1_11317010__ALK_chr2_30143522	967	1022	1698	1199	1596	104	1214	1128
MTOR_chr1_11317010__ATM_chr11_108098350	695	643	717	206	363	452	986	297
MTOR_chr1_11317010__ATM_chr11_108098402	655	562	221	75	355	467	686	230
MTOR_chr1_11317010__BCL2_chr18_60985877	339	340	228	110	584	233	459	191
MTOR_chr1_11317010__BRAF_chr7_140508787	378	317	104	84	565	147	144	52
MTOR_chr1_11317010__BRD4_chr19_15376361	1166	1070	897	762	839	917	1912	769
MTOR_chr1_11317010__BRD4_chr19_15376403	536	443	1802	1297	696	346	1623	1068
MTOR_chr1_11317010__BRD4_chr19_15383894	399	1077	465	429	1513	672	306	804
MTOR_chr1_11317010__CDK4_chr12_58143253	386	396	760	847	491	349	779	583
MTOR_chr1_11317010__CDK4_chr12_58145497	982	852	289	374	826	504	1014	474
MTOR_chr1_11317010__CDK6_chr7_92244474	1644	1657	1390	1372	923	1157	1389	914
MTOR_chr1_11317010__CDK6_chr7_92462628	394	414	399	448	311	271	496	500
MTOR_chr1_11317010__CDK9_chr9_130548409	899	1355	305	101	647	543	904	594
MTOR_chr1_11317010__CDK9_chr9_130548998	707	676	773	177	736	285	113	635
MTOR_chr1_11317010__CDK9_chr9_130550235	405	556	1074	1146	737	4	2790	589
MTOR_chr1_11317010__CHEK1_chr11_125496687	540	246	866	547	178	128	624	680
MTOR_chr1_11317010__CHEK1_chr11_125499147	748	1048	857	1376	768	396	2103	480
MTOR_chr1_11317010__CHEK2_chr22_29090029	732	588	536	270	603	492	361	519
MTOR_chr1_11317010__CHEK2_chr22_29130694	535	426	340	91	451	316	855	187
MTOR_chr1_11317010__DHFR_chr5_79950216	501	140	319	115	1185	101	1548	622
MTOR_chr1_11317010__EGFR_chr7_55086962	581	491	305	439	1003	827	602	777
MTOR_chr1_11317010__FGFR2_chr10_123298215	81	112	101	167	334	72	269	297
MTOR_chr1_11317010__FGFR2_chr10_123353328	914	621	227	126	370	540	1668	498
MTOR_chr1_11317010__FGFR3_chr4_1795735	765	1183	835	1075	552	465	1608	898
MTOR_chr1_11317010__FGFR3_chr4_1795736	1391	509	416	183	1196	197	677	947
MTOR_chr1_11317010__FNTA_chr8_42914260	740	585	262	170	602	418	990	293
MTOR_chr1_11317010__HDAC1_chr1_32757816	1421	1528	788	801	1067	1975	1183	887
MTOR_chr1_11317010__HDAC1_chr1_32792637	881	871	179	93	480	860	885	367
MTOR_chr1_11317010__HDAC2_chr6_114267214	592	645	618	333	2186	600	1143	667
MTOR_chr1_11317010__HDAC6_chrX_48661089	501	285	396	393	329	60	410	422
MTOR_chr1_11317010__IGF1R_chr15_99192824	531	598	194	8	461	430	1161	379
MTOR_chr1_11317010__IGF1R_chr15_99434664	447	803	442	307	630	813	186	307
MTOR_chr1_11317010__IGF1R_chr15_99434807	1141	1047	306	536	1098	1118	252	940
MTOR_chr1_11317010__JAK2_chr9_5021970	619	359	730	240	1102	56	446	508
MTOR_chr1_11317010__JAK2_chr9_5050721	1301	1405	527	381	1133	1118	587	473
MTOR_chr1_11317010__JAK2_chr9_5050816	709	711	341	450	604	341	1443	521
MTOR_chr1_11317010__MAP2K1_chr15_66679721	1849	1394	1080	422	1281	1604	900	1349
MTOR_chr1_11317010__MAP2K1_chr15_66679728	504	274	461	427	368	189	543	399
MTOR_chr1_11317010__MET_chr7_116340188	393	494	334	396	838	505	171	413
MTOR_chr1_11317010__MET_chr7_116340207	959	718	866	947	1049	760	1121	912
MTOR_chr1_11317010__NonTargetingControlGuideForHuman0362	1421	3515	1590	1342	1196	2314	1482	1286
MTOR_chr1_11317010__NonTargetingControlGuideForHuman0412	625	632	1636	2467	1337	462	256	986
MTOR_chr1_11317010__PARP1_chr1_226578301	619	482	267	174	151	299	530	206
MTOR_chr1_11317010__PDGFRA_chr4_55124932	591	1186	322	358	144	1522	1017	227
MTOR_chr1_11317010__PRKDC_chr8_48686781	335	421	900	617	490	492	740	543
MTOR_chr1_11317010__PRKDC_chr8_48872683	2292	2141	638	1396	1222	1397	1966	609
MTOR_chr1_11317010__RPS6KB1_chr17_57970538	670	667	462	593	211	935	335	590
MTOR_chr1_11317010__RPS6KB1_chr17_57987922	1403	2592	1459	1706	934	3325	384	733
MTOR_chr1_11317010__RRM2_chr2_10262940	1135	1071	463	298	1305	398	1404	783
MTOR_chr1_11317010__SRC_chr20_36012562	437	777	674	733	837	384	915	181
MTOR_chr1_11317010__TOP1_chr20_39657693	604	708	680	763	451	579	616	269
MTOR_chr1_11317010__TOP1_chr20_39690055	1495	1605	668	382	1013	745	1749	861
MTOR_chr1_11317010__TYMS_chr18_657730	1014	1444	743	825	752	1065	952	778
MTOR_chr1_11317010__TYMS_chr18_659656	1059	955	576	302	471	643	831	255
MTOR_chr1_11317010__TYMS_chr18_659665	226	692	837	553	560	300	453	601
MTOR_chr1_11317010__VEGFA_chr6_43742077	459	469	502	126	163	150	134	446
MTOR_chr1_11317010__VEGFA_chr6_43742108	358	302	459	531	566	389	632	644
MTOR_chr1_11317010__WEE1_chr11_9595542	695	444	137	64	281	342	2	248
MTOR_chr1_11317010__WEE1_chr11_9595845	1427	842	82	0	870	149	482	463
MTOR_chr1_11317149__ABL1_chr9_133589790	181	0	0	0	407	0	443	74
MTOR_chr1_11317149__ABL1_chr9_133738356	523	128	40	19	878	25	664	17
MTOR_chr1_11317149__ADA_chr20_43257696	592	167	0	0	1477	38	1238	335
MTOR_chr1_11317149__ADA_chr20_43280245	536	422	108	0	304	425	949	203
MTOR_chr1_11317149__AKT1_chr14_105239609	118	49	77	0	725	1	983	45
MTOR_chr1_11317149__AKT1_chr14_105239686	310	2	268	500	827	60	548	391
MTOR_chr1_11317149__ALK_chr2_29541171	108	0	77	27	1121	0	956	271
MTOR_chr1_11317149__ALK_chr2_29541172	145	7	0	1	1047	0	542	139
MTOR_chr1_11317149__ATM_chr11_108098350	618	162	199	360	1153	86	1105	249
MTOR_chr1_11317149__BRAF_chr7_140534469	227	1	0	99	367	18	863	186
MTOR_chr1_11317149__BRD4_chr19_15376361	1292	333	37	0	2554	73	1576	635
MTOR_chr1_11317149__BRD4_chr19_15383894	165	0	87	197	155	0	124	166
MTOR_chr1_11317149__CDK4_chr12_58143253	368	0	114	0	669	1	976	432
MTOR_chr1_11317149__CDK4_chr12_58145497	752	217	1	0	805	109	1381	376
MTOR_chr1_11317149__CDK9_chr9_130548998	205	0	80	0	263	0	1131	210
MTOR_chr1_11317149__CHEK1_chr11_125496687	407	1	1	0	584	0	2247	175
MTOR_chr1_11317149__CHEK1_chr11_125499147	648	52	23	28	864	85	599	567
MTOR_chr1_11317149__CHEK2_chr22_29090029	541	65	31	0	1038	47	623	194
MTOR_chr1_11317149__CHEK2_chr22_29130694	910	609	158	82	568	813	636	223
MTOR_chr1_11317149__DHFR_chr5_79949819	448	1	46	0	761	0	547	222
MTOR_chr1_11317149__DHFR_chr5_79950216	269	97	82	0	103	67	244	220
MTOR_chr1_11317149__EGFR_chr7_55086962	361	232	153	24	686	43	1288	359
MTOR_chr1_11317149__EGFR_chr7_55209986	346	0	0	0	518	0	1249	32
MTOR_chr1_11317149__ERBB2_chr17_37868292	119	122	4	0	342	1	225	28
MTOR_chr1_11317149__FGFR2_chr10_123298118	269	86	427	252	596	0	607	365
MTOR_chr1_11317149__FGFR2_chr10_123353328	64	90	0	0	595	0	562	0
MTOR_chr1_11317149__FGFR3_chr4_1795736	421	0	0	0	853	0	793	138
MTOR_chr1_11317149__FNTA_chr8_42911471	486	166	523	50	438	0	838	268
MTOR_chr1_11317149__FNTA_chr8_42914260	155	37	1	1	505	0	380	190
MTOR_chr1_11317149__FNTA_chr8_42924781	289	29	77	0	553	0	616	283
MTOR_chr1_11317149__HDAC1_chr1_32792601	496	85	79	20	855	128	1119	252
MTOR_chr1_11317149__HDAC2_chr6_114292056	123	0	76	19	175	0	109	445
MTOR_chr1_11317149__HDAC6_chrX_48661385	197	11	477	133	345	0	1089	124
MTOR_chr1_11317149__HSP90AA1_chr14_102551760	503	117	66	41	713	121	719	428
MTOR_chr1_11317149__HSP90AA1_chr14_102552141	160	0	65	0	510	0	440	19
MTOR_chr1_11317149__IGF1R_chr15_99192824	336	48	191	0	758	0	420	277
MTOR_chr1_11317149__KIT_chr4_55524164	691	474	221	84	2051	227	1203	309
MTOR_chr1_11317149__KIT_chr4_55524176	306	91	28	0	770	0	427	236
MTOR_chr1_11317149__MET_chr7_116340188	294	1	76	32	1187	1	695	240
MTOR_chr1_11317149__NonTargetingControlGuideForHuman0362	778	131	41	0	851	42	1292	265
MTOR_chr1_11317149__NonTargetingControlGuideForHuman0412	510	49	181	138	717	1	491	356
MTOR_chr1_11317149__PARP1_chr1_226578301	43	0	25	73	286	0	562	145
MTOR_chr1_11317149__PARP1_chr1_226595581	314	4	40	0	1092	0	250	243
MTOR_chr1_11317149__PDGFRA_chr4_55124963	331	19	28	0	412	1	535	142
MTOR_chr1_11317149__PDGFRA_chr4_55129914	725	116	25	1	636	1	1224	190
MTOR_chr1_11317149__PIK3CA_chr3_178919167	217	0	0	0	519	0	514	138
MTOR_chr1_11317149__PRKDC_chr8_48686781	370	69	0	0	456	2	749	419
MTOR_chr1_11317149__ROR1_chr1_64240089	289	1	1	1	647	40	884	164
MTOR_chr1_11317149__ROR1_chr1_64240143	442	0	49	29	704	1	509	388
MTOR_chr1_11317149__RPS6KB1_chr17_57970538	379	48	80	0	456	19	341	127
MTOR_chr1_11317149__RPS6KB1_chr17_57987949	242	181	12	1	1015	67	2103	197
MTOR_chr1_11317149__RRM2_chr2_10262940	426	185	273	147	948	37	1601	326
MTOR_chr1_11317149__RRM2_chr2_10262957	358	45	49	29	435	0	3541	124
MTOR_chr1_11317149__SMO_chr7_128845081	65	130	1	0	430	0	134	87
MTOR_chr1_11317149__SMO_chr7_128845117	378	125	46	0	617	136	501	214
MTOR_chr1_11317149__SRC_chr20_36012562	270	0	0	0	341	0	567	73
MTOR_chr1_11317149__SRC_chr20_36014563	149	0	48	86	432	0	941	256
MTOR_chr1_11317149__TOP1_chr20_39657693	300	109	243	119	563	261	999	645
MTOR_chr1_11317149__TOP1_chr20_39690055	185	16	23	0	284	0	1422	288
MTOR_chr1_11317149__TOP1_chr20_39690109	413	72	1	0	895	0	1928	334
MTOR_chr1_11317149__TYMS_chr18_659656	351	134	277	413	338	4	331	249
MTOR_chr1_11317149__WEE1_chr11_9595462	0	0	0	0	0	0	0	43
MTOR_chr1_11317149__WEE1_chr11_9595845	360	0	0	0	1150	0	1114	51
MTOR_chr1_11319459__ABL1_chr9_133589790	571	596	1197	1057	1167	584	979	591
MTOR_chr1_11319459__ABL1_chr9_133738283	406	512	710	914	520	243	525	395
MTOR_chr1_11319459__ABL1_chr9_133738356	779	933	115	222	503	1568	175	386
MTOR_chr1_11319459__ADA_chr20_43257769	388	723	236	173	416	508	145	303
MTOR_chr1_11319459__AKT1_chr14_105258968	1544	1319	1987	4462	2080	1470	1059	922
MTOR_chr1_11319459__ALK_chr2_29541171	1158	1579	1371	1179	6	1582	1136	842
MTOR_chr1_11319459__ALK_chr2_29541172	622	422	481	632	172	291	938	245
MTOR_chr1_11319459__ATM_chr11_108098390	330	1074	410	358	730	993	376	445
MTOR_chr1_11319459__BCL2_chr18_60795945	1604	1827	875	553	887	2000	306	601
MTOR_chr1_11319459__BCL2_chr18_60985877	663	843	519	171	345	685	316	397
MTOR_chr1_11319459__BRAF_chr7_140508787	1841	3753	1407	1115	842	3418	2408	1397
MTOR_chr1_11319459__BRAF_chr7_140534469	1397	1838	1097	1275	410	1396	1607	685
MTOR_chr1_11319459__BRAF_chr7_140624501	575	540	121	87	530	394	361	65
MTOR_chr1_11319459__BRD4_chr19_15383894	908	901	937	700	988	575	1424	863
MTOR_chr1_11319459__BTK_chrX_100645534	750	1169	612	429	505	993	705	406
MTOR_chr1_11319459__CDK4_chr12_58143253	1417	1122	1385	1175	1334	1289	2761	1322
