construct_id	LCTBt23_S5_trimmed53_len_filtered_counts	LCTAt23_S4_trimmed53_len_filtered_counts	LPt23_S1_trimmed53_len_filtered_counts	LCAt23_S2_trimmed53_len_filtered_counts	LCBt23_S3_trimmed53_len_filtered_counts
MAP3K1_chr5_56152466__BRAF_chr7_140624501	3664	3	2	8	784
MAP3K1_chr5_56152466__BRCA1_chr17_41256141	7	6	437	3707	2
MAP3K1_chr5_56152466__BRCA2_chr13_32890586	1	2	449	816	647
MAP3K1_chr5_56152466__BRCA2_chr13_32912006	4	3	0	2067	1177
MAP3K1_chr5_56152466__BRD4_chr19_15376361	9	0	1	1	3
MAP3K1_chr5_56152466__BRD4_chr19_15376403	8	2	115	2	233
MAP3K1_chr5_56152466__BRD4_chr19_15383894	3	0	1	2	1
MAP3K1_chr5_56152466__CASP8_chr2_202123033	3	2	457	934	175
MAP3K1_chr5_56152466__CASP8_chr2_202131404	2	2	944	2655	985
MAP3K1_chr5_56152466__CDK6_chr7_92244474	12	2111	4	7	2
MAP3K1_chr5_56152466__CDK6_chr7_92462628	3	1	29	0	1
MAP3K1_chr5_56152466__CDK9_chr9_130550235	8	0	968	0	0
MAP3K1_chr5_56152466__CDKN1B_chr12_12870777	2	2202	11	2	936
MAP3K1_chr5_56152466__CDKN2A_chr9_21968726	2	883	0	1758	6
MAP3K1_chr5_56152466__CHEK1_chr11_125496644	4	2	2	3	802
MAP3K1_chr5_56152466__CHEK1_chr11_125496687	2	0	315	1290	1962
MAP3K1_chr5_56152466__CHEK2_chr22_29085137	83	9	2	3	1419
MAP3K1_chr5_56152466__DHFR_chr5_79950216	2	5	126	0	3
MAP3K1_chr5_56152466__DHFR_chr5_79950217	5	0	54	1	4
MAP3K1_chr5_56152466__EGFR_chr7_55209986	5	1446	1	4	489
MAP3K1_chr5_56152466__EGFR_chr7_55209992	5	909	190	4	1578
MAP3K1_chr5_56152466__ERBB2_chr17_37868221	10	2403	544	5	4
MAP3K1_chr5_56152466__ERBB2_chr17_37868292	5	1152	492	980	2
MAP3K1_chr5_56152466__FGFR2_chr10_123298118	5	4	0	793	5
MAP3K1_chr5_56152466__FGFR2_chr10_123353328	3	2	1	2	727
MAP3K1_chr5_56152466__FGFR3_chr4_1795655	4	3	1	2	933
MAP3K1_chr5_56152466__FGFR3_chr4_1795735	6	3	226	1	659
MAP3K1_chr5_56152466__FGFR3_chr4_1795736	4	1	0	1	42
MAP3K1_chr5_56152466__FLT3_chr13_28636172	5	2	717	2	741
MAP3K1_chr5_56152466__FLT3_chr13_28674643	5	0	0	1	2
MAP3K1_chr5_56152466__GATA3_chr10_8097612	4	2	1	3	349
MAP3K1_chr5_56152466__GATA3_chr10_8097722	7	1371	54	0	0
MAP3K1_chr5_56152466__HDAC1_chr1_32757816	3	422	133	1	4
MAP3K1_chr5_56152466__HDAC1_chr1_32792637	5	0	635	6	4089
MAP3K1_chr5_56152466__HDAC2_chr6_114266539	3	0	0	1	350
MAP3K1_chr5_56152466__HDAC2_chr6_114267214	3	1466	405	568	1
MAP3K1_chr5_56152466__HDAC2_chr6_114292056	2	1012	89	4	852
MAP3K1_chr5_56152466__HDAC6_chrX_48674389	4	3	1162	1	258
MAP3K1_chr5_56152466__IGF1R_chr15_99192824	7	2	381	4275	1633
MAP3K1_chr5_56152466__IGF1R_chr15_99434807	3	2	37	0	2
MAP3K1_chr5_56152466__KDM5C_chrX_53254068	6903	1	4	9	2
MAP3K1_chr5_56152466__KDM6A_chrX_44820616	2	0	2	2	907
MAP3K1_chr5_56152466__KIT_chr4_55524164	3324	3	536	3	1481
MAP3K1_chr5_56152466__KIT_chr4_55524176	6	1	208	1276	1013
MAP3K1_chr5_56152466__KIT_chr4_55524229	6	3035	1	1	483
MAP3K1_chr5_56152466__KMT2D_chr12_49448161	1	1	1	2	0
MAP3K1_chr5_56152466__KMT2D_chr12_49448468	3444	1534	254	3	249
MAP3K1_chr5_56152466__MET_chr7_116340188	5	2	614	2	759
MAP3K1_chr5_56152466__MLH1_chr3_37038179	12	4	3	1	3
MAP3K1_chr5_56152466__MLH1_chr3_37045912	3	2133	1	2	237
MAP3K1_chr5_56152466__MSH6_chr2_48018111	5	5	667	2578	1155
MAP3K1_chr5_56152466__MTOR_chr1_11317010	3	1320	22	2	444
MAP3K1_chr5_56152466__NF1_chr17_29422308	10	2	2	2	2
MAP3K1_chr5_56152466__NF1_chr17_29483038	1	1	0	2702	3
MAP3K1_chr5_56152466__NonTargetingControlGuideForHuman0352	4	7	1	2	2
MAP3K1_chr5_56152466__PARP1_chr1_226595581	3	0	345	2	3
MAP3K1_chr5_56152466__PBRM1_chr3_52702516	1	2614	2	8	490
MAP3K1_chr5_56152466__PDGFRA_chr4_55124963	2	4	1286	2	3
MAP3K1_chr5_56152466__PIK3R1_chr5_67522521	4070	5	2	5	3
MAP3K1_chr5_56152466__PIK3R1_chr5_67576410	8	439	319	1188	84
MAP3K1_chr5_56152466__PIK3R1_chr5_67576421	2	0	729	5	2564
MAP3K1_chr5_56152466__PRKDC_chr8_48686398	3	0	0	2	2
MAP3K1_chr5_56152466__PRKDC_chr8_48686781	2278	2	251	1395	1
MAP3K1_chr5_56152466__PTEN_chr10_89685297	10	2	87	6	615
MAP3K1_chr5_56152466__PTEN_chr10_89711868	9	2	440	977	5
MAP3K1_chr5_56152466__RB1_chr13_48878054	2	3	719	1	661
MAP3K1_chr5_56152466__RB1_chr13_48934148	1	0	0	0	0
MAP3K1_chr5_56152466__ROR1_chr1_64240089	5	1	3	1605	3
MAP3K1_chr5_56152466__RPS6KB1_chr17_57987922	0	0	0	5	0
MAP3K1_chr5_56152466__RRM2_chr2_10262728	6	1049	0	4	992
MAP3K1_chr5_56152466__RRM2_chr2_10262940	5	2	411	3	1246
MAP3K1_chr5_56152466__RRM2_chr2_10262957	1656	1435	53	3	2
MAP3K1_chr5_56152466__SETD2_chr3_47205411	7	3	785	1	5
MAP3K1_chr5_56152466__SMAD4_chr18_48573460	2	1627	0	1	0
MAP3K1_chr5_56152466__SMAD4_chr18_48575673	1	1	50	2096	4
MAP3K1_chr5_56152466__SMAD4_chr18_48586241	1260	2	1	1	2
MAP3K1_chr5_56152466__SMARCA4_chr19_11094819	9	2	46	5	3
MAP3K1_chr5_56152466__SMARCA4_chr19_11094851	7	2	2	5	901
MAP3K1_chr5_56152466__SMO_chr7_128845081	6	3	1	0	4
MAP3K1_chr5_56152466__TOP1_chr20_39657693	557	4	378	6	1808
MAP3K1_chr5_56152466__TOP1_chr20_39690055	1	648	2	2	1346
MAP3K1_chr5_56152466__TOP1_chr20_39690109	2	1	0	0	3
MAP3K1_chr5_56152466__TP53_chr17_7579881	5	2	1	5	1
MAP3K1_chr5_56152466__TYMS_chr18_657730	9	6	561	4	587
MAP3K1_chr5_56152466__TYMS_chr18_659656	3	1273	405	0	5
MAP3K1_chr5_56152466__TYMS_chr18_659665	7	1064	3	3	1194
MAP3K1_chr5_56152466__VEGFA_chr6_43738425	4	3	0	1	2
MAP3K1_chr5_56152466__VEGFA_chr6_43742108	1563	2	5	3326	3
MAP3K1_chr5_56152466__WEE1_chr11_9595462	9	951	74	3	2
MAP3K1_chr5_56152466__WEE1_chr11_9595845	3	1	242	2	53
MAP3K1_chr5_56152485__ABL1_chr9_133589790	8	1	229	1	7
MAP3K1_chr5_56152485__ABL1_chr9_133738283	4	1	962	5	3
MAP3K1_chr5_56152485__ABL1_chr9_133738356	13	3	279	358	6
MAP3K1_chr5_56152485__AKT1_chr14_105239609	4	2	1099	599	3
MAP3K1_chr5_56152485__ALK_chr2_29541171	2	2	234	112	9
MAP3K1_chr5_56152485__APC_chr5_112102023	4	2	1	0	2
MAP3K1_chr5_56152485__APC_chr5_112102933	2	2	0	4	982
MAP3K1_chr5_56152485__ARID1A_chr1_27056288	2	498	259	4	862
MAP3K1_chr5_56152485__ARID2_chr12_46123614	1	1	1	1	1
MAP3K1_chr5_56152485__ARID2_chr12_46254608	3130	7	216	549	777
MAP3K1_chr5_56152485__ATM_chr11_108098402	3	2371	0	2	3
MAP3K1_chr5_56152485__BRAF_chr7_140534469	11	1283	1	1488	1291
MAP3K1_chr5_56152485__BRAF_chr7_140624501	5	4	532	4	86
MAP3K1_chr5_56152485__BRCA1_chr17_41267735	2	2	1502	4	1471
MAP3K1_chr5_56152485__BRCA2_chr13_32890586	3	646	149	1	2
MAP3K1_chr5_56152485__BRD4_chr19_15376361	5	1539	6	3	767
MAP3K1_chr5_56152485__BRD4_chr19_15383894	0	1	0	2	881
MAP3K1_chr5_56152485__BTK_chrX_100629565	6	1	4	0	1
MAP3K1_chr5_56152485__CASP8_chr2_202123033	6	4	8	4	431
MAP3K1_chr5_56152485__CASP8_chr2_202131404	4	919	40	2	494
MAP3K1_chr5_56152485__CDK6_chr7_92252365	8	4	372	2	497
MAP3K1_chr5_56152485__CDK9_chr9_130548409	7	4	4	454	3
MAP3K1_chr5_56152485__CDK9_chr9_130548998	3	2	0	4	1446
MAP3K1_chr5_56152485__CDKN1B_chr12_12871196	5	1201	555	5	1677
MAP3K1_chr5_56152485__CDKN2A_chr9_21971100	20	1899	123	245	1
MAP3K1_chr5_56152485__CDKN2A_chr9_21994327	1	3	1	1	137
MAP3K1_chr5_56152485__CHEK1_chr11_125496644	5	1860	288	4	2
MAP3K1_chr5_56152485__CHEK2_chr22_29085137	6	559	2	2	1757
MAP3K1_chr5_56152485__CHEK2_chr22_29090029	4	3	545	4	0
MAP3K1_chr5_56152485__CHEK2_chr22_29130694	5	839	544	6	2
MAP3K1_chr5_56152485__DHFR_chr5_79949819	0	0	273	3	4
MAP3K1_chr5_56152485__DHFR_chr5_79950217	6	2	1	2414	342
MAP3K1_chr5_56152485__EGFR_chr7_55086962	4	1313	552	2111	1598
MAP3K1_chr5_56152485__EGFR_chr7_55209986	6	380	710	5	1725
MAP3K1_chr5_56152485__ERBB2_chr17_37855800	5	1	343	1	63
MAP3K1_chr5_56152485__ERBB2_chr17_37868221	2	1350	149	2	1312
MAP3K1_chr5_56152485__FGFR2_chr10_123298118	2	4	0	2830	36
MAP3K1_chr5_56152485__FGFR2_chr10_123298215	3	798	2	2	1251
MAP3K1_chr5_56152485__FGFR3_chr4_1795735	11	1126	254	1	6
MAP3K1_chr5_56152485__FLT3_chr13_28636172	3	2	156	5	961
MAP3K1_chr5_56152485__FNTA_chr8_42911471	7	713	1	3	129
MAP3K1_chr5_56152485__FNTA_chr8_42924781	5	4	2	0	2
MAP3K1_chr5_56152485__GATA3_chr10_8097790	5	344	3	2945	877
MAP3K1_chr5_56152485__HDAC1_chr1_32757816	7	2	245	2	258
MAP3K1_chr5_56152485__HDAC1_chr1_32792601	6	2	21	3	1433
MAP3K1_chr5_56152485__HDAC1_chr1_32792637	9	3	194	1392	472
MAP3K1_chr5_56152485__HDAC2_chr6_114266539	6	2	949	1	373
MAP3K1_chr5_56152485__HDAC2_chr6_114267214	1	0	234	133	2
MAP3K1_chr5_56152485__HDAC2_chr6_114292056	5	3	375	3	910
MAP3K1_chr5_56152485__HDAC6_chrX_48661089	4	2	1	1	497
MAP3K1_chr5_56152485__HDAC6_chrX_48674389	4	3	0	2959	698
MAP3K1_chr5_56152485__HSP90AA1_chr14_102552141	5240	6	381	2459	1151
MAP3K1_chr5_56152485__HSP90AA1_chr14_102605736	8	1029	473	6	308
MAP3K1_chr5_56152485__IGF1R_chr15_99192824	8	4	190	3	893
MAP3K1_chr5_56152485__IGF1R_chr15_99434664	5	643	267	3	3
MAP3K1_chr5_56152485__JAK2_chr9_5021970	2	0	138	2	0
MAP3K1_chr5_56152485__JAK2_chr9_5050721	3	2	1191	1032	1331
MAP3K1_chr5_56152485__JAK2_chr9_5050816	5	2	0	117	654
MAP3K1_chr5_56152485__KDM5C_chrX_53254068	2	1	382	1468	252
MAP3K1_chr5_56152485__KDM6A_chrX_44732838	4	970	398	1225	392
MAP3K1_chr5_56152485__KIT_chr4_55524176	5	1272	270	1	442
MAP3K1_chr5_56152485__KIT_chr4_55524229	3	3	112	1	45
MAP3K1_chr5_56152485__KMT2D_chr12_49448468	8	1	1185	2115	809
MAP3K1_chr5_56152485__MAP2K1_chr15_66679728	4	7	461	1	2
MAP3K1_chr5_56152485__MAP2K1_chr15_66679756	4	2776	6	6	5
MAP3K1_chr5_56152485__MLH1_chr3_37035029	0	2	1	7	4
MAP3K1_chr5_56152485__MLH1_chr3_37038179	2184	7	298	1091	436
MAP3K1_chr5_56152485__MSH6_chr2_48018111	3	1306	360	0	5
MAP3K1_chr5_56152485__MTOR_chr1_11317010	5	2963	260	4	1070
MAP3K1_chr5_56152485__MTOR_chr1_11317149	3	2	0	0	508
MAP3K1_chr5_56152485__MTOR_chr1_11319459	0	1	0	3	5
MAP3K1_chr5_56152485__NF1_chr17_29422308	3294	3	414	923	340
MAP3K1_chr5_56152485__NonTargetingControlGuideForHuman0352	3	4	733	1	910
MAP3K1_chr5_56152485__PARP1_chr1_226578249	1373	1	3	5	440
MAP3K1_chr5_56152485__PARP1_chr1_226595581	1834	1	2	7	639
MAP3K1_chr5_56152485__PBRM1_chr3_52702516	3	1116	782	1	3
MAP3K1_chr5_56152485__PBRM1_chr3_52713723	2605	6	228	6	254
MAP3K1_chr5_56152485__PDGFRA_chr4_55124963	7	1818	102	4	1384
MAP3K1_chr5_56152485__PDGFRA_chr4_55129914	5	2	119	3	2
MAP3K1_chr5_56152485__PIK3CA_chr3_178919070	3	2	354	6	2473
MAP3K1_chr5_56152485__PIK3CA_chr3_178919167	0	2	56	1164	122
MAP3K1_chr5_56152485__PIK3R1_chr5_67522521	5	1	10	2	4
MAP3K1_chr5_56152485__PIK3R1_chr5_67576410	3	1	407	2	164
MAP3K1_chr5_56152485__PIK3R1_chr5_67576421	4	1	6	1194	319
MAP3K1_chr5_56152485__PRKDC_chr8_48686398	1	2	2	3	1332
MAP3K1_chr5_56152485__PTEN_chr10_89685297	2968	2	501	5	262
MAP3K1_chr5_56152485__RB1_chr13_48934148	3	447	407	181	990
MAP3K1_chr5_56152485__ROR1_chr1_64240089	4	2394	832	163	685
MAP3K1_chr5_56152485__ROR1_chr1_64240143	6	3088	591	1227	4
MAP3K1_chr5_56152485__RPS6KB1_chr17_57970538	8	2	2	0	684
MAP3K1_chr5_56152485__RPS6KB1_chr17_57987949	5	6	2	1	4
MAP3K1_chr5_56152485__RRM2_chr2_10262940	6	212	710	4	4
MAP3K1_chr5_56152485__RUNX1_chr21_36421144	0	1063	246	1388	315
MAP3K1_chr5_56152485__SETD2_chr3_47142951	4	1630	1	1	298
MAP3K1_chr5_56152485__SMAD4_chr18_48573460	1	3	1	773	129
MAP3K1_chr5_56152485__SMAD4_chr18_48575673	3	1	1	2	399
MAP3K1_chr5_56152485__SMAD4_chr18_48586241	2	5	668	1	495
MAP3K1_chr5_56152485__SMARCA4_chr19_11094819	338	531	447	4	80
MAP3K1_chr5_56152485__SMARCB1_chr22_24129339	2	1838	522	1	125
MAP3K1_chr5_56152485__SMARCB1_chr22_24133993	5	6	138	2	376
MAP3K1_chr5_56152485__SMO_chr7_128828974	1	2	167	2229	170
MAP3K1_chr5_56152485__SMO_chr7_128845081	5	2	336	183	3
MAP3K1_chr5_56152485__SRC_chr20_36012562	5	5	0	4	1
MAP3K1_chr5_56152485__SRC_chr20_36014563	11	2	2	1	590
MAP3K1_chr5_56152485__TOP1_chr20_39690109	1	0	2	1	1395
MAP3K1_chr5_56152485__TP53_chr17_7577537	8	6	245	5	1683
MAP3K1_chr5_56152485__TP53_chr17_7579881	3	2	288	2	3
MAP3K1_chr5_56152485__TSC1_chr9_135804256	2	1	252	0	0
MAP3K1_chr5_56152485__TYMS_chr18_659656	4	3	66	4	531
MAP3K1_chr5_56152485__TYMS_chr18_659665	13	8	578	4	619
MAP3K1_chr5_56152485__VHL_chr3_10183773	8	3	87	388	470
MAP3K1_chr5_56152485__WEE1_chr11_9595845	8	1079	5	0	737
MET_chr7_116339123__ABL1_chr9_133589790	1	1	250	0	8
MET_chr7_116339123__ABL1_chr9_133738356	5	0	0	0	885
MET_chr7_116339123__ADA_chr20_43257696	6	0	141	2	132
MET_chr7_116339123__ADA_chr20_43280245	7	0	3	2	345
MET_chr7_116339123__AKT1_chr14_105258968	9	0	313	0	327
MET_chr7_116339123__ALK_chr2_29541172	7	171	1	2	1468
MET_chr7_116339123__ARID1A_chr1_27022876	6	5	2	1	2
MET_chr7_116339123__ARID1A_chr1_27056286	10	4	0	3	1
MET_chr7_116339123__ARID2_chr12_46254608	904	1	2	2	1
MET_chr7_116339123__ATM_chr11_108098350	3	3	218	3	1586
MET_chr7_116339123__BRAF_chr7_140624501	6	0	215	4	776
MET_chr7_116339123__BRCA1_chr17_41276018	6	1	245	1	198
MET_chr7_116339123__BRCA2_chr13_32890586	1	1	631	0	0
MET_chr7_116339123__BRCA2_chr13_32912006	3	0	0	3	1
MET_chr7_116339123__BRD4_chr19_15376361	6	0	1	0	1
MET_chr7_116339123__BTK_chrX_100645534	9	1	2	1	3
MET_chr7_116339123__CASP8_chr2_202123033	10	3	1	1	1
MET_chr7_116339123__CASP8_chr2_202131404	3894	2	527	3000	487
MET_chr7_116339123__CDH1_chr16_68771300	9	6041	257	6	4
MET_chr7_116339123__CDH1_chr16_68772250	10	0	564	3	485
MET_chr7_116339123__CDK4_chr12_58143253	35	0	723	35	974
MET_chr7_116339123__CDK4_chr12_58145497	2	2	1	3	2
MET_chr7_116339123__CDK6_chr7_92252365	6	292	0	2	0
MET_chr7_116339123__CDK6_chr7_92462628	3	1	2	1	842
MET_chr7_116339123__CDK9_chr9_130548409	12	1	0	1	1
MET_chr7_116339123__CDKN1B_chr12_12870777	3	0	175	1	510
MET_chr7_116339123__CDKN1B_chr12_12870931	5	1	113	0	6
MET_chr7_116339123__CHEK2_chr22_29085137	6	2	0	3	1127
MET_chr7_116339123__CHEK2_chr22_29090029	3	1691	0	0	2
MET_chr7_116339123__DHFR_chr5_79949819	4	0	3	1	178
MET_chr7_116339123__EGFR_chr7_55209986	12	3	1	6	8
MET_chr7_116339123__ERBB2_chr17_37855800	8	5	0	532	4
MET_chr7_116339123__ERBB2_chr17_37868292	6	1173	35	898	430
MET_chr7_116339123__FGFR2_chr10_123353328	4190	10	2	9	1761
MET_chr7_116339123__FGFR3_chr4_1795655	5	5	0	1372	524
MET_chr7_116339123__FLT3_chr13_28636172	2	2	1	2760	1
MET_chr7_116339123__FNTA_chr8_42911471	5	2	1	1971	572
MET_chr7_116339123__FNTA_chr8_42914260	4	881	270	4	761
MET_chr7_116339123__FNTA_chr8_42924781	1	2	1	63	440
MET_chr7_116339123__GATA3_chr10_8097612	4	3	1	3	2
MET_chr7_116339123__GATA3_chr10_8097790	5	2	1	1	2
MET_chr7_116339123__HDAC1_chr1_32757816	1843	1230	3	1	0
MET_chr7_116339123__HDAC1_chr1_32792601	4	2049	354	0	557
MET_chr7_116339123__HDAC1_chr1_32792637	11	0	1358	1717	663
MET_chr7_116339123__HDAC6_chrX_48661089	6	3	552	0	2
MET_chr7_116339123__HSP90AA1_chr14_102605736	10	2	740	2	4
MET_chr7_116339123__IGF1R_chr15_99192824	7	1	3	2389	3
MET_chr7_116339123__IGF1R_chr15_99434807	6	0	550	2	1
MET_chr7_116339123__KDM5C_chrX_53241021	2	0	0	2	1
MET_chr7_116339123__KDM5C_chrX_53254068	7	12	640	5	2221
MET_chr7_116339123__KDM6A_chrX_44732838	3	2	2	0	1
MET_chr7_116339123__KIT_chr4_55524176	4	7	2	3	320
MET_chr7_116339123__KIT_chr4_55524229	5	357	0	4	1496
MET_chr7_116339123__KMT2D_chr12_49448161	6	2064	406	1	2
MET_chr7_116339123__KMT2D_chr12_49448168	3	2	0	2	2
MET_chr7_116339123__KMT2D_chr12_49448468	12	0	1	2	1164
MET_chr7_116339123__MAP2K1_chr15_66679756	5	2	82	2	1379
MET_chr7_116339123__MAP3K1_chr5_56152466	9	0	0	579	0
MET_chr7_116339123__MAP3K1_chr5_56152485	5	4	304	0	517
MET_chr7_116339123__MLH1_chr3_37035029	2103	1777	3	3430	1044
MET_chr7_116339123__MLH1_chr3_37038179	6	3	376	1797	4
MET_chr7_116339123__MLH1_chr3_37045912	5	0	2	2	0
MET_chr7_116339123__MSH6_chr2_48010356	8	0	300	1	2
MET_chr7_116339123__MTOR_chr1_11317010	4	2	2	1464	46
MET_chr7_116339123__MTOR_chr1_11317149	8	2	1	1	0
MET_chr7_116339123__NF1_chr17_29483039	7	2	0	0	7
MET_chr7_116339123__NonTargetingControlGuideForHuman0352	9	4	211	4	1
MET_chr7_116339123__PARP1_chr1_226595581	5	1	293	1324	275
MET_chr7_116339123__PBRM1_chr3_52696257	3	1	1	1	1234
MET_chr7_116339123__PDGFRA_chr4_55124963	2174	3632	873	6	1137
MET_chr7_116339123__PIK3CA_chr3_178919070	6	2	232	1	2
MET_chr7_116339123__PIK3CA_chr3_178919167	3	377	3	5	653
MET_chr7_116339123__PIK3R1_chr5_67522521	5	2	659	2	574
MET_chr7_116339123__PIK3R1_chr5_67576421	7	1	1	3	1
MET_chr7_116339123__PRKDC_chr8_48686781	10	3	263	3	609
MET_chr7_116339123__PRKDC_chr8_48872683	9	0	195	1	860
MET_chr7_116339123__PTEN_chr10_89653786	2	2	0	1	0
MET_chr7_116339123__RB1_chr13_48878054	3	0	1	0	0
MET_chr7_116339123__RB1_chr13_48934148	4	1	1	1	455
MET_chr7_116339123__RB1_chr13_48936969	1	0	0	1	667
MET_chr7_116339123__ROR1_chr1_64240072	5006	9	3	6	273
MET_chr7_116339123__RPS6KB1_chr17_57987949	8	1520	0	3	1869
MET_chr7_116339123__RRM2_chr2_10262940	7	6	275	4	364
MET_chr7_116339123__RUNX1_chr21_36252860	7	1	783	4468	1
MET_chr7_116339123__RUNX1_chr21_36252902	754	1	1	2	2
MET_chr7_116339123__RUNX1_chr21_36421144	3	2	2	3	611
MET_chr7_116339123__SETD2_chr3_47142951	4521	7	2	221	47
MET_chr7_116339123__SETD2_chr3_47142972	4	1	1	6	346
MET_chr7_116339123__SETD2_chr3_47205411	6	1	10	1	4
MET_chr7_116339123__SMAD4_chr18_48573460	2	679	2	3	434
MET_chr7_116339123__SMAD4_chr18_48575673	1676	450	437	3	1201
MET_chr7_116339123__SMAD4_chr18_48586241	4	1	1	0	1
MET_chr7_116339123__SMO_chr7_128828974	9	0	2	5	1362
MET_chr7_116339123__SMO_chr7_128845081	4	2	0	0	4
MET_chr7_116339123__TOP1_chr20_39657693	5246	1030	4	7	450
MET_chr7_116339123__TOP1_chr20_39690109	3	0	1	0	585
MET_chr7_116339123__TP53_chr17_7577537	13	4	3	1	3
MET_chr7_116339123__TP53_chr17_7578373	7	0	0	1	0
MET_chr7_116339123__TSC1_chr9_135796748	8	6	0	8	468
MET_chr7_116339123__TSC1_chr9_135796796	8	2	1	3	0
MET_chr7_116339123__TSC1_chr9_135804256	2617	2	296	3	183
MET_chr7_116339123__TYMS_chr18_657730	10	2888	0	4	1436
MET_chr7_116339123__TYMS_chr18_659656	4	1	2	3	878
MET_chr7_116339123__VEGFA_chr6_43738425	7	1	313	2	249
MET_chr7_116339123__VEGFA_chr6_43742077	5	1991	323	0	1229
MET_chr7_116339123__VHL_chr3_10183791	6	4	356	3695	597
MET_chr7_116339123__WEE1_chr11_9595542	864	3013	213	2	307
MET_chr7_116339123__WEE1_chr11_9595845	3218	343	1	4	287
MET_chr7_116340188__ABL1_chr9_133589790	4	3	0	944	8
MET_chr7_116340188__ABL1_chr9_133738356	14	2	396	3	1474
MET_chr7_116340188__ADA_chr20_43257769	13	3658	52	1	5
MET_chr7_116340188__ADA_chr20_43280245	6	2	2	2	1336
MET_chr7_116340188__AKT1_chr14_105239609	5818	2120	266	1068	11
MET_chr7_116340188__AKT1_chr14_105239686	4632	1831	5	11	2577
MET_chr7_116340188__AKT1_chr14_105258968	1	1	3	5	1
MET_chr7_116340188__ALK_chr2_29541171	4	3	548	5	2256
MET_chr7_116340188__ALK_chr2_29541172	9	354	1	1264	3
MET_chr7_116340188__APC_chr5_112043408	20	1699	23	1436	1250
MET_chr7_116340188__APC_chr5_112102023	5	2	1328	1	205
MET_chr7_116340188__ARID1A_chr1_27056286	8	9	3	2111	290
MET_chr7_116340188__ARID2_chr12_46123614	4	3	0	2618	753
MET_chr7_116340188__ARID2_chr12_46205318	13	1370	3	10	1301
MET_chr7_116340188__ARID2_chr12_46254608	5	2	362	398	70
MET_chr7_116340188__ATM_chr11_108098390	7	6	278	525	1907
MET_chr7_116340188__ATM_chr11_108098402	4	2911	0	2	1329
MET_chr7_116340188__BCL2_chr18_60795960	7	542	352	4	118
MET_chr7_116340188__BCL2_chr18_60985877	5	1074	0	2534	1058
MET_chr7_116340188__BRAF_chr7_140624501	2	0	148	2	403
MET_chr7_116340188__BRCA1_chr17_41267735	1533	2	1830	6	1787
MET_chr7_116340188__BRD4_chr19_15376361	4	3	218	4	806
MET_chr7_116340188__BRD4_chr19_15376403	10	658	1340	4	817
MET_chr7_116340188__BRD4_chr19_15383894	4	938	351	5453	3
MET_chr7_116340188__BTK_chrX_100626613	2	335	3	0	241
MET_chr7_116340188__CASP8_chr2_202131404	4	3	660	3	3
MET_chr7_116340188__CDH1_chr16_68772250	9171	771	271	1078	224
MET_chr7_116340188__CDK4_chr12_58143253	6	1	413	6	1
MET_chr7_116340188__CDK4_chr12_58145497	4	3	299	1222	451
MET_chr7_116340188__CDK6_chr7_92244474	2038	1218	473	1953	4
MET_chr7_116340188__CDK6_chr7_92252365	5	644	7	130	1150
MET_chr7_116340188__CDK6_chr7_92462628	1	1	159	2410	1170
MET_chr7_116340188__CDK9_chr9_130548409	18	2309	1061	6	3763
MET_chr7_116340188__CDK9_chr9_130548998	6	30	563	2017	655
MET_chr7_116340188__CDKN1B_chr12_12870777	9	2	498	1017	142
MET_chr7_116340188__CDKN1B_chr12_12871196	5341	5	526	7	620
MET_chr7_116340188__CDKN2A_chr9_21968726	1609	1724	415	4	622
MET_chr7_116340188__CHEK1_chr11_125499147	5	25	629	443	27
MET_chr7_116340188__CHEK2_chr22_29090029	4	4	3	4	320
MET_chr7_116340188__DHFR_chr5_79949819	6	3	4	2	6
MET_chr7_116340188__EGFR_chr7_55086962	2	4	134	3	1003
MET_chr7_116340188__ERBB2_chr17_37855800	5	4	5	10	3635
MET_chr7_116340188__ERBB2_chr17_37868292	8	4	6	1	1
MET_chr7_116340188__FGFR2_chr10_123298118	12	348	23	4	523
MET_chr7_116340188__FGFR2_chr10_123298215	7	5	2213	3	245
MET_chr7_116340188__FGFR2_chr10_123353328	6	1671	3	40	7
MET_chr7_116340188__FLT3_chr13_28636131	16	1596	102	10	148
MET_chr7_116340188__FLT3_chr13_28674643	11	1242	67	328	2982
MET_chr7_116340188__FNTA_chr8_42914260	10	2	1	2	292
MET_chr7_116340188__FNTA_chr8_42924781	6	5	497	3847	1809
MET_chr7_116340188__GATA3_chr10_8097790	6	1	1	3	191
MET_chr7_116340188__HDAC1_chr1_32757816	11	591	231	2504	1246
MET_chr7_116340188__HDAC6_chrX_48661089	3337	6868	8	2312	3602
MET_chr7_116340188__HSP90AA1_chr14_102551760	0	0	145	463	633
MET_chr7_116340188__IGF1R_chr15_99192824	5	1	3	7	0
MET_chr7_116340188__JAK2_chr9_5021970	7	1	5	835	717
MET_chr7_116340188__KDM5C_chrX_53241022	687	5	2	4794	591
MET_chr7_116340188__KDM6A_chrX_44732838	8	931	1015	5	2
MET_chr7_116340188__KDM6A_chrX_44820615	3	3	1	2	635
MET_chr7_116340188__KDM6A_chrX_44820616	7	3	4	4	6
MET_chr7_116340188__KIT_chr4_55524164	5	6	435	191	5
MET_chr7_116340188__KIT_chr4_55524176	4	4	215	3	4
