construct_id	U2OS-CAS9B-t28_S4_trimmed53_len_filtered_counts	U2OS-CAS9TREX2A-t14_S1_trimmed53_len_filtered_counts	U2OS-CAS9TREX2A-t28_S5_trimmed53_len_filtered_counts	U2OS-CAS9TREX2B-t14_S2_trimmed53_len_filtered_counts	U2OS-CAS9TREX2B-t28_S6_trimmed53_len_filtered_counts	U2OS-Parent-t28_S3_trimmed53_len_filtered_counts
NonTargetingControlGuideForHuman0077__NonTargetingControlGuideForHuman0273	164	45	208	133	810	26
NonTargetingControlGuideForHuman0077__NonTargetingControlGuideForHuman0274	89	1	1	0	1	39
NonTargetingControlGuideForHuman0077__NonTargetingControlGuideForHuman0412	30	2	2	1	2	0
NonTargetingControlGuideForHuman0077__NonTargetingControlGuideForHuman0433	69	11	0	79	39	50
NonTargetingControlGuideForHuman0077__NonTargetingControlGuideForHuman0654	127	1	4	0	0	13
NonTargetingControlGuideForHuman0079__NonTargetingControlGuideForHuman0039	1	0	0	21	0	11
NonTargetingControlGuideForHuman0079__NonTargetingControlGuideForHuman0041	0	1	0	8	2	5
NonTargetingControlGuideForHuman0079__NonTargetingControlGuideForHuman0068	16	9	16	1	0	6
NonTargetingControlGuideForHuman0079__NonTargetingControlGuideForHuman0069	9	0	1	54	90	0
NonTargetingControlGuideForHuman0079__NonTargetingControlGuideForHuman0074	7	161	55	11	0	1
NonTargetingControlGuideForHuman0079__NonTargetingControlGuideForHuman0076	0	0	1	0	0	0
NonTargetingControlGuideForHuman0079__NonTargetingControlGuideForHuman0273	1	15	17	0	2	0
NonTargetingControlGuideForHuman0079__NonTargetingControlGuideForHuman0352	2	42	24	3	3	127
NonTargetingControlGuideForHuman0079__NonTargetingControlGuideForHuman0362	4	28	6	143	204	5
NonTargetingControlGuideForHuman0079__NonTargetingControlGuideForHuman0434	0	0	1	1	0	0
NonTargetingControlGuideForHuman0082__NonTargetingControlGuideForHuman0006	1	0	0	0	0	0
NonTargetingControlGuideForHuman0082__NonTargetingControlGuideForHuman0008	0	0	0	0	0	7
NonTargetingControlGuideForHuman0082__NonTargetingControlGuideForHuman0028	46	1	1	1	0	11
NonTargetingControlGuideForHuman0082__NonTargetingControlGuideForHuman0029	0	0	0	1	1	0
NonTargetingControlGuideForHuman0082__NonTargetingControlGuideForHuman0084	16	0	0	24	21	0
NonTargetingControlGuideForHuman0082__NonTargetingControlGuideForHuman0094	113	2	1	14	15	3
NonTargetingControlGuideForHuman0082__NonTargetingControlGuideForHuman0152	2	0	0	0	0	3
NonTargetingControlGuideForHuman0082__NonTargetingControlGuideForHuman0157	16	0	0	0	0	0
NonTargetingControlGuideForHuman0082__NonTargetingControlGuideForHuman0244	31	37	49	56	23	6
NonTargetingControlGuideForHuman0082__NonTargetingControlGuideForHuman0316	95	24	1	0	0	9
NonTargetingControlGuideForHuman0082__NonTargetingControlGuideForHuman0322	1	36	3	0	0	10
NonTargetingControlGuideForHuman0084__NonTargetingControlGuideForHuman0009	6	0	1	12	0	6
NonTargetingControlGuideForHuman0084__NonTargetingControlGuideForHuman0028	3	68	236	16	2	11
NonTargetingControlGuideForHuman0084__NonTargetingControlGuideForHuman0029	4	0	1	0	0	0
NonTargetingControlGuideForHuman0084__NonTargetingControlGuideForHuman0093	53	82	47	0	0	28
NonTargetingControlGuideForHuman0084__NonTargetingControlGuideForHuman0094	28	15	0	15	0	3
NonTargetingControlGuideForHuman0084__NonTargetingControlGuideForHuman0152	3	83	28	9	0	0
NonTargetingControlGuideForHuman0084__NonTargetingControlGuideForHuman0157	0	0	0	0	0	0
NonTargetingControlGuideForHuman0084__NonTargetingControlGuideForHuman0159	0	0	0	0	0	0
NonTargetingControlGuideForHuman0084__NonTargetingControlGuideForHuman0244	94	156	173	1	1	1
NonTargetingControlGuideForHuman0084__NonTargetingControlGuideForHuman0316	0	16	4	39	85	31
NonTargetingControlGuideForHuman0084__NonTargetingControlGuideForHuman0352	4	0	0	1	1	6
NonTargetingControlGuideForHuman0084__NonTargetingControlGuideForHuman0412	29	2	4	37	78	0
NonTargetingControlGuideForHuman0084__NonTargetingControlGuideForHuman0586	1	0	1	1	0	0
NonTargetingControlGuideForHuman0093__NonTargetingControlGuideForHuman0002	11	5	13	0	0	0
NonTargetingControlGuideForHuman0093__NonTargetingControlGuideForHuman0006	0	0	0	0	0	0
NonTargetingControlGuideForHuman0093__NonTargetingControlGuideForHuman0008	59	12	4	0	0	0
NonTargetingControlGuideForHuman0093__NonTargetingControlGuideForHuman0029	7	0	0	0	0	3
NonTargetingControlGuideForHuman0093__NonTargetingControlGuideForHuman0082	0	2	0	1	0	0
NonTargetingControlGuideForHuman0093__NonTargetingControlGuideForHuman0157	9	0	0	0	0	28
NonTargetingControlGuideForHuman0093__NonTargetingControlGuideForHuman0159	142	1	1	36	11	9
NonTargetingControlGuideForHuman0093__NonTargetingControlGuideForHuman0244	12	1	8	44	34	44
NonTargetingControlGuideForHuman0093__NonTargetingControlGuideForHuman0322	0	0	0	0	0	0
NonTargetingControlGuideForHuman0093__NonTargetingControlGuideForHuman0352	69	2	12	131	141	10
NonTargetingControlGuideForHuman0093__NonTargetingControlGuideForHuman0362	1	47	24	0	0	0
NonTargetingControlGuideForHuman0093__NonTargetingControlGuideForHuman0412	62	83	37	1	2	10
NonTargetingControlGuideForHuman0093__NonTargetingControlGuideForHuman0586	21	11	16	39	23	8
NonTargetingControlGuideForHuman0094__NonTargetingControlGuideForHuman0001	0	0	0	0	0	0
NonTargetingControlGuideForHuman0094__NonTargetingControlGuideForHuman0002	14	0	1	0	0	5
NonTargetingControlGuideForHuman0094__NonTargetingControlGuideForHuman0028	0	20	11	0	0	1
NonTargetingControlGuideForHuman0094__NonTargetingControlGuideForHuman0093	47	69	5	14	0	0
NonTargetingControlGuideForHuman0094__NonTargetingControlGuideForHuman0098	0	0	0	0	0	0
NonTargetingControlGuideForHuman0094__NonTargetingControlGuideForHuman0159	24	135	30	65	81	20
NonTargetingControlGuideForHuman0094__NonTargetingControlGuideForHuman0244	0	52	0	6	0	9
NonTargetingControlGuideForHuman0094__NonTargetingControlGuideForHuman0316	1	28	0	20	24	13
NonTargetingControlGuideForHuman0094__NonTargetingControlGuideForHuman0323	0	0	0	0	0	0
NonTargetingControlGuideForHuman0094__NonTargetingControlGuideForHuman0362	35	1	2	2	0	0
NonTargetingControlGuideForHuman0094__NonTargetingControlGuideForHuman0412	31	1	2	47	47	34
NonTargetingControlGuideForHuman0094__NonTargetingControlGuideForHuman0586	0	0	0	0	0	0
NonTargetingControlGuideForHuman0095__NonTargetingControlGuideForHuman0039	7	67	8	11	0	37
NonTargetingControlGuideForHuman0095__NonTargetingControlGuideForHuman0069	131	69	78	34	2	3
NonTargetingControlGuideForHuman0095__NonTargetingControlGuideForHuman0072	23	14	2	33	1	32
NonTargetingControlGuideForHuman0095__NonTargetingControlGuideForHuman0076	0	0	1	0	0	0
NonTargetingControlGuideForHuman0095__NonTargetingControlGuideForHuman0077	16	1	0	62	0	17
NonTargetingControlGuideForHuman0095__NonTargetingControlGuideForHuman0079	0	1	0	0	1	4
NonTargetingControlGuideForHuman0095__NonTargetingControlGuideForHuman0274	2	0	0	0	0	3
NonTargetingControlGuideForHuman0095__NonTargetingControlGuideForHuman0412	53	42	230	4	1	6
NonTargetingControlGuideForHuman0095__NonTargetingControlGuideForHuman0433	58	159	336	21	5	47
NonTargetingControlGuideForHuman0095__NonTargetingControlGuideForHuman0434	13	49	1	0	0	11
NonTargetingControlGuideForHuman0095__NonTargetingControlGuideForHuman0485	0	0	1	13	20	4
NonTargetingControlGuideForHuman0098__NonTargetingControlGuideForHuman0001	10	0	1	0	0	0
NonTargetingControlGuideForHuman0098__NonTargetingControlGuideForHuman0008	29	0	0	0	0	2
NonTargetingControlGuideForHuman0098__NonTargetingControlGuideForHuman0028	33	0	19	44	48	47
NonTargetingControlGuideForHuman0098__NonTargetingControlGuideForHuman0029	1	0	1	0	0	0
NonTargetingControlGuideForHuman0098__NonTargetingControlGuideForHuman0082	0	0	0	0	0	1
NonTargetingControlGuideForHuman0098__NonTargetingControlGuideForHuman0084	71	122	175	13	0	14
NonTargetingControlGuideForHuman0098__NonTargetingControlGuideForHuman0093	0	0	1	38	100	1
NonTargetingControlGuideForHuman0098__NonTargetingControlGuideForHuman0157	1	1	0	19	2	16
NonTargetingControlGuideForHuman0098__NonTargetingControlGuideForHuman0159	23	7	1	38	0	14
NonTargetingControlGuideForHuman0098__NonTargetingControlGuideForHuman0276	50	0	0	1	0	20
NonTargetingControlGuideForHuman0098__NonTargetingControlGuideForHuman0322	0	0	0	0	0	0
NonTargetingControlGuideForHuman0098__NonTargetingControlGuideForHuman0323	0	1	0	0	0	0
NonTargetingControlGuideForHuman0098__NonTargetingControlGuideForHuman0515	0	0	0	0	0	0
NonTargetingControlGuideForHuman0098__NonTargetingControlGuideForHuman0586	0	0	0	0	0	0
NonTargetingControlGuideForHuman0152__NonTargetingControlGuideForHuman0001	17	1	0	68	31	24
NonTargetingControlGuideForHuman0152__NonTargetingControlGuideForHuman0002	13	85	34	0	3	20
NonTargetingControlGuideForHuman0152__NonTargetingControlGuideForHuman0028	58	0	0	145	124	0
NonTargetingControlGuideForHuman0152__NonTargetingControlGuideForHuman0029	38	33	236	1	2	1
NonTargetingControlGuideForHuman0152__NonTargetingControlGuideForHuman0093	41	10	11	30	0	2
NonTargetingControlGuideForHuman0152__NonTargetingControlGuideForHuman0094	92	0	2	0	0	0
NonTargetingControlGuideForHuman0152__NonTargetingControlGuideForHuman0098	0	38	0	18	0	4
NonTargetingControlGuideForHuman0152__NonTargetingControlGuideForHuman0159	0	0	0	0	0	13
NonTargetingControlGuideForHuman0152__NonTargetingControlGuideForHuman0276	0	0	0	12	0	21
NonTargetingControlGuideForHuman0152__NonTargetingControlGuideForHuman0316	9	77	1	65	2	24
NonTargetingControlGuideForHuman0152__NonTargetingControlGuideForHuman0323	129	12	3	67	130	32
NonTargetingControlGuideForHuman0152__NonTargetingControlGuideForHuman0362	1	17	28	1	1	0
NonTargetingControlGuideForHuman0152__NonTargetingControlGuideForHuman0515	24	28	1	1	0	5
NonTargetingControlGuideForHuman0157__NonTargetingControlGuideForHuman0001	0	0	0	0	0	15
NonTargetingControlGuideForHuman0157__NonTargetingControlGuideForHuman0002	14	2	5	0	1	0
NonTargetingControlGuideForHuman0157__NonTargetingControlGuideForHuman0006	41	11	1	52	1	0
NonTargetingControlGuideForHuman0157__NonTargetingControlGuideForHuman0008	0	0	0	0	0	0
NonTargetingControlGuideForHuman0157__NonTargetingControlGuideForHuman0009	0	0	0	0	0	0
NonTargetingControlGuideForHuman0157__NonTargetingControlGuideForHuman0094	25	0	0	1	0	11
NonTargetingControlGuideForHuman0157__NonTargetingControlGuideForHuman0152	56	51	143	0	1	0
NonTargetingControlGuideForHuman0157__NonTargetingControlGuideForHuman0316	88	18	22	1	1	5
NonTargetingControlGuideForHuman0157__NonTargetingControlGuideForHuman0323	0	0	0	0	0	0
NonTargetingControlGuideForHuman0157__NonTargetingControlGuideForHuman0352	3	2	1	25	0	13
NonTargetingControlGuideForHuman0157__NonTargetingControlGuideForHuman0362	50	136	18	24	72	1
NonTargetingControlGuideForHuman0157__NonTargetingControlGuideForHuman0412	1	2	3	1	0	0
NonTargetingControlGuideForHuman0157__NonTargetingControlGuideForHuman0586	0	1	0	5	0	24
NonTargetingControlGuideForHuman0159__NonTargetingControlGuideForHuman0002	0	0	0	0	0	10
NonTargetingControlGuideForHuman0159__NonTargetingControlGuideForHuman0006	18	52	24	0	0	0
NonTargetingControlGuideForHuman0159__NonTargetingControlGuideForHuman0008	57	49	7	22	0	1
NonTargetingControlGuideForHuman0159__NonTargetingControlGuideForHuman0029	0	1	21	1	0	9
NonTargetingControlGuideForHuman0159__NonTargetingControlGuideForHuman0082	6	0	0	6	1	0
NonTargetingControlGuideForHuman0159__NonTargetingControlGuideForHuman0157	40	0	11	58	13	7
NonTargetingControlGuideForHuman0159__NonTargetingControlGuideForHuman0322	0	0	0	0	0	0
NonTargetingControlGuideForHuman0159__NonTargetingControlGuideForHuman0352	29	3	3	10	1	7
NonTargetingControlGuideForHuman0159__NonTargetingControlGuideForHuman0362	124	21	51	18	135	12
NonTargetingControlGuideForHuman0159__NonTargetingControlGuideForHuman0412	1	0	3	1	3	0
NonTargetingControlGuideForHuman0159__NonTargetingControlGuideForHuman0515	15	19	10	0	0	19
NonTargetingControlGuideForHuman0159__NonTargetingControlGuideForHuman0586	1	9	19	1	1	0
NonTargetingControlGuideForHuman0178__NonTargetingControlGuideForHuman0040	1	19	0	0	0	5
NonTargetingControlGuideForHuman0178__NonTargetingControlGuideForHuman0072	270	53	29	84	516	24
NonTargetingControlGuideForHuman0178__NonTargetingControlGuideForHuman0077	0	0	1	7	0	0
NonTargetingControlGuideForHuman0178__NonTargetingControlGuideForHuman0079	1	0	0	13	0	4
NonTargetingControlGuideForHuman0178__NonTargetingControlGuideForHuman0095	11	0	1	267	263	2
NonTargetingControlGuideForHuman0178__NonTargetingControlGuideForHuman0179	0	84	6	0	0	0
NonTargetingControlGuideForHuman0178__NonTargetingControlGuideForHuman0246	21	1	0	0	0	13
NonTargetingControlGuideForHuman0178__NonTargetingControlGuideForHuman0274	1	0	1	0	0	0
NonTargetingControlGuideForHuman0178__NonTargetingControlGuideForHuman0284	22	9	1	10	1	14
NonTargetingControlGuideForHuman0178__NonTargetingControlGuideForHuman0362	38	41	13	3	57	10
NonTargetingControlGuideForHuman0178__NonTargetingControlGuideForHuman0412	11	26	16	9	2	34
NonTargetingControlGuideForHuman0178__NonTargetingControlGuideForHuman0433	7	0	0	26	1	1
NonTargetingControlGuideForHuman0178__NonTargetingControlGuideForHuman0485	4	5	2	0	0	4
NonTargetingControlGuideForHuman0178__NonTargetingControlGuideForHuman0654	24	0	0	1	1	3
NonTargetingControlGuideForHuman0179__NonTargetingControlGuideForHuman0039	62	1	3	19	0	3
NonTargetingControlGuideForHuman0179__NonTargetingControlGuideForHuman0068	4	4	4	138	305	1
NonTargetingControlGuideForHuman0179__NonTargetingControlGuideForHuman0069	38	32	2	0	1	7
NonTargetingControlGuideForHuman0179__NonTargetingControlGuideForHuman0074	33	34	49	21	1	19
NonTargetingControlGuideForHuman0179__NonTargetingControlGuideForHuman0079	0	1	0	0	1	0
NonTargetingControlGuideForHuman0179__NonTargetingControlGuideForHuman0095	36	103	44	16	0	9
NonTargetingControlGuideForHuman0179__NonTargetingControlGuideForHuman0246	165	2	1	0	0	1
NonTargetingControlGuideForHuman0179__NonTargetingControlGuideForHuman0274	7	209	751	13	5	8
NonTargetingControlGuideForHuman0179__NonTargetingControlGuideForHuman0412	2	2	1	57	88	9
NonTargetingControlGuideForHuman0179__NonTargetingControlGuideForHuman0434	0	48	3	0	0	20
NonTargetingControlGuideForHuman0179__NonTargetingControlGuideForHuman0485	16	48	20	0	2	5
NonTargetingControlGuideForHuman0179__NonTargetingControlGuideForHuman0654	3	1	1	0	0	12
NonTargetingControlGuideForHuman0244__NonTargetingControlGuideForHuman0001	0	0	0	0	0	0
NonTargetingControlGuideForHuman0244__NonTargetingControlGuideForHuman0002	0	53	0	0	0	1
NonTargetingControlGuideForHuman0244__NonTargetingControlGuideForHuman0006	0	0	0	0	0	0
NonTargetingControlGuideForHuman0244__NonTargetingControlGuideForHuman0009	3	0	0	0	0	2
NonTargetingControlGuideForHuman0244__NonTargetingControlGuideForHuman0098	0	0	0	3	0	0
NonTargetingControlGuideForHuman0244__NonTargetingControlGuideForHuman0152	17	0	0	5	0	0
NonTargetingControlGuideForHuman0244__NonTargetingControlGuideForHuman0157	0	0	0	0	0	0
NonTargetingControlGuideForHuman0244__NonTargetingControlGuideForHuman0159	0	0	0	0	0	0
NonTargetingControlGuideForHuman0244__NonTargetingControlGuideForHuman0276	0	0	0	0	0	26
NonTargetingControlGuideForHuman0244__NonTargetingControlGuideForHuman0316	1	3	40	6	0	7
NonTargetingControlGuideForHuman0244__NonTargetingControlGuideForHuman0323	0	0	0	0	0	0
NonTargetingControlGuideForHuman0244__NonTargetingControlGuideForHuman0412	2	12	39	0	0	0
NonTargetingControlGuideForHuman0246__NonTargetingControlGuideForHuman0039	0	0	0	0	0	0
NonTargetingControlGuideForHuman0246__NonTargetingControlGuideForHuman0069	0	0	0	0	0	0
NonTargetingControlGuideForHuman0246__NonTargetingControlGuideForHuman0072	0	0	0	0	0	0
NonTargetingControlGuideForHuman0246__NonTargetingControlGuideForHuman0076	0	0	0	0	0	0
NonTargetingControlGuideForHuman0246__NonTargetingControlGuideForHuman0077	0	0	0	0	0	0
NonTargetingControlGuideForHuman0246__NonTargetingControlGuideForHuman0079	0	0	0	0	0	0
NonTargetingControlGuideForHuman0246__NonTargetingControlGuideForHuman0095	0	0	0	0	0	0
NonTargetingControlGuideForHuman0246__NonTargetingControlGuideForHuman0274	0	0	0	0	0	0
NonTargetingControlGuideForHuman0246__NonTargetingControlGuideForHuman0412	0	0	0	0	0	0
NonTargetingControlGuideForHuman0246__NonTargetingControlGuideForHuman0433	0	0	0	0	0	0
NonTargetingControlGuideForHuman0246__NonTargetingControlGuideForHuman0434	0	0	0	0	0	0
NonTargetingControlGuideForHuman0246__NonTargetingControlGuideForHuman0485	0	0	0	0	0	0
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0040	0	0	0	0	0	0
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0041	0	1	0	8	0	41
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0069	0	0	0	0	0	0
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0074	1	113	80	30	1	2
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0076	0	0	0	0	0	0
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0079	17	206	205	2	5	2
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0095	5	0	0	4	0	6
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0178	0	0	0	0	0	19
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0179	0	0	0	0	0	0
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0246	0	9	0	25	0	3
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0273	0	0	0	0	0	0
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0274	0	0	0	0	0	0
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0352	148	14	5	2	12	14
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0412	0	3	2	1	0	27
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0433	0	1	0	13	0	0
NonTargetingControlGuideForHuman0264__NonTargetingControlGuideForHuman0434	27	6	1	0	1	11
NonTargetingControlGuideForHuman0273__NonTargetingControlGuideForHuman0068	0	0	1	1	0	0
NonTargetingControlGuideForHuman0273__NonTargetingControlGuideForHuman0074	6	38	1	2	0	0
NonTargetingControlGuideForHuman0273__NonTargetingControlGuideForHuman0095	264	121	92	139	202	23
NonTargetingControlGuideForHuman0273__NonTargetingControlGuideForHuman0178	45	81	100	0	0	38
NonTargetingControlGuideForHuman0273__NonTargetingControlGuideForHuman0179	0	1	0	1	0	0
NonTargetingControlGuideForHuman0273__NonTargetingControlGuideForHuman0246	71	22	14	5	3	6
NonTargetingControlGuideForHuman0273__NonTargetingControlGuideForHuman0274	0	0	1	0	0	0
NonTargetingControlGuideForHuman0273__NonTargetingControlGuideForHuman0284	67	65	65	16	0	4
NonTargetingControlGuideForHuman0273__NonTargetingControlGuideForHuman0352	107	7	2	46	1	36
NonTargetingControlGuideForHuman0273__NonTargetingControlGuideForHuman0362	146	23	6	59	183	27
NonTargetingControlGuideForHuman0273__NonTargetingControlGuideForHuman0434	18	19	11	0	7	33
NonTargetingControlGuideForHuman0273__NonTargetingControlGuideForHuman0485	1	0	0	1	0	0
NonTargetingControlGuideForHuman0273__NonTargetingControlGuideForHuman0654	17	1	3	78	0	22
NonTargetingControlGuideForHuman0274__NonTargetingControlGuideForHuman0041	0	0	0	0	0	0
NonTargetingControlGuideForHuman0274__NonTargetingControlGuideForHuman0068	29	0	0	2	0	0
NonTargetingControlGuideForHuman0274__NonTargetingControlGuideForHuman0074	52	42	5	47	42	21
NonTargetingControlGuideForHuman0274__NonTargetingControlGuideForHuman0079	22	0	0	0	2	8
NonTargetingControlGuideForHuman0274__NonTargetingControlGuideForHuman0284	2	0	0	0	0	0
NonTargetingControlGuideForHuman0274__NonTargetingControlGuideForHuman0412	0	1	0	1	0	6
NonTargetingControlGuideForHuman0274__NonTargetingControlGuideForHuman0434	4	118	89	1	1	15
NonTargetingControlGuideForHuman0274__NonTargetingControlGuideForHuman0485	23	0	2	0	0	0
NonTargetingControlGuideForHuman0274__NonTargetingControlGuideForHuman0654	1	28	3	64	35	0
NonTargetingControlGuideForHuman0276__NonTargetingControlGuideForHuman0008	2	11	0	6	0	16
NonTargetingControlGuideForHuman0276__NonTargetingControlGuideForHuman0028	0	0	0	0	0	0
NonTargetingControlGuideForHuman0276__NonTargetingControlGuideForHuman0029	9	0	0	1	0	11
NonTargetingControlGuideForHuman0276__NonTargetingControlGuideForHuman0082	0	1	0	0	0	0
NonTargetingControlGuideForHuman0276__NonTargetingControlGuideForHuman0084	0	0	0	0	0	0
NonTargetingControlGuideForHuman0276__NonTargetingControlGuideForHuman0093	0	0	0	0	0	2
NonTargetingControlGuideForHuman0276__NonTargetingControlGuideForHuman0094	20	0	0	0	0	0
NonTargetingControlGuideForHuman0276__NonTargetingControlGuideForHuman0157	0	0	0	0	0	0
NonTargetingControlGuideForHuman0276__NonTargetingControlGuideForHuman0159	0	0	0	9	0	17
NonTargetingControlGuideForHuman0276__NonTargetingControlGuideForHuman0322	0	18	0	0	0	0
NonTargetingControlGuideForHuman0276__NonTargetingControlGuideForHuman0352	36	0	2	1	0	12
NonTargetingControlGuideForHuman0276__NonTargetingControlGuideForHuman0362	1	1	0	12	8	19
NonTargetingControlGuideForHuman0276__NonTargetingControlGuideForHuman0515	0	0	0	0	0	0
NonTargetingControlGuideForHuman0284__NonTargetingControlGuideForHuman0039	7	313	812	3	10	7
NonTargetingControlGuideForHuman0284__NonTargetingControlGuideForHuman0040	9	6	1	0	1	29
NonTargetingControlGuideForHuman0284__NonTargetingControlGuideForHuman0041	20	66	4	40	0	37
NonTargetingControlGuideForHuman0284__NonTargetingControlGuideForHuman0072	1	56	1	0	2	1
NonTargetingControlGuideForHuman0284__NonTargetingControlGuideForHuman0076	1	0	1	0	1	0
NonTargetingControlGuideForHuman0284__NonTargetingControlGuideForHuman0077	0	0	0	1	0	0
NonTargetingControlGuideForHuman0284__NonTargetingControlGuideForHuman0079	18	0	0	1	1	36
NonTargetingControlGuideForHuman0284__NonTargetingControlGuideForHuman0095	7	12	2	165	105	13
