construct_id	PGP1_MV4_d14_2_S4_trimmed53_len_filtered_counts	PGP1_MV4_d14_1_S3_trimmed53_len_filtered_counts	PGP1_MV4_d3_1_S1_trimmed53_len_filtered_counts	PGP1_MV4_d21_1_S5_trimmed53_len_filtered_counts	PGP1_MV4_d21_2_S6_trimmed53_len_filtered_counts	PGP1_MV4_d3_2_S2_trimmed53_len_filtered_counts	PGP1_MV4_d28_2_S8_trimmed53_len_filtered_counts	PGP1_MV4_d28_1_S7_trimmed53_len_filtered_counts
PDHA1_chrX_19368113__ALDOB_chr9_104193156	139	66	648	0	45	114	0	1
PDHA1_chrX_19368113__ALDOC_chr17_26901145	0	0	0	0	0	0	0	0
PDHA1_chrX_19368113__ALDOC_chr17_26902525	457	0	83	0	121	0	106	0
PDHA1_chrX_19368113__DLAT_chr11_111896198	89	0	247	0	46	1	114	0
PDHA1_chrX_19368113__DLAT_chr11_111899333	0	0	0	0	0	15	0	0
PDHA1_chrX_19368113__DLAT_chr11_111899338	0	37	2	0	0	202	0	0
PDHA1_chrX_19368113__DLD_chr7_107533653	38	197	0	787	113	961	182	256
PDHA1_chrX_19368113__DLD_chr7_107533699	1167	2	165	2	1454	432	984	0
PDHA1_chrX_19368113__ENO1_chr1_8928068	0	0	1	0	0	64	0	0
PDHA1_chrX_19368113__ENO3_chr17_4856126	0	0	0	0	0	0	0	0
PDHA1_chrX_19368113__G6PC_chr17_41055970	0	0	2	0	0	423	0	0
PDHA1_chrX_19368113__G6PC_chr17_41059636	0	3166	387	2230	2	673	2	1049
PDHA1_chrX_19368113__GAPDHS_chr19_36027769	24	0	4	0	0	234	0	0
PDHA1_chrX_19368113__GAPDHS_chr19_36027833	1	114	763	54	0	175	0	0
PDHA1_chrX_19368113__GAPDH_chr12_6644017	0	414	228	1240	0	297	0	411
PDHA1_chrX_19368113__GAPDH_chr12_6645947	0	1	117	0	1	57	0	0
PDHA1_chrX_19368113__GCK_chr7_44189603	0	0	358	0	0	304	0	0
PDHA1_chrX_19368113__GOT1_chr10_101163300	0	0	0	1	0	1	0	0
PDHA1_chrX_19368113__GOT2_chr16_58750621	1636	602	970	624	698	1295	1148	251
PDHA1_chrX_19368113__GOT2_chr16_58752127	0	0	0	0	0	0	0	0
PDHA1_chrX_19368113__H6PD_chr1_9305432	196	0	648	0	196	253	137	0
PDHA1_chrX_19368113__HK2_chr2_75061761	363	0	0	0	212	595	94	0
PDHA1_chrX_19368113__HK2_chr2_75061762	0	0	2	0	0	2	1	0
PDHA1_chrX_19368113__HK3_chr5_176323146	118	206	374	439	1066	352	1451	176
PDHA1_chrX_19368113__LDHAL6B_chr15_59499219	770	55	247	1	587	321	601	0
PDHA1_chrX_19368113__LDHAL6B_chr15_59499223	120	772	200	1491	99	399	7	335
PDHA1_chrX_19368113__LDHA_chr11_18418076	0	0	0	0	32	0	0	0
PDHA1_chrX_19368113__LDHA_chr11_18418383	315	414	1207	248	155	2	112	155
PDHA1_chrX_19368113__LDHB_chr12_21795002	169	15	12	1	55	109	21	1
PDHA1_chrX_19368113__LDHB_chr12_21796959	136	262	797	201	152	589	334	44
PDHA1_chrX_19368113__LDHC_chr11_18434337	382	0	180	0	0	73	0	0
PDHA1_chrX_19368113__LDHC_chr11_18436748	2	0	349	135	0	322	0	2
PDHA1_chrX_19368113__MDH1_chr2_63816175	1460	1	466	76	614	267	318	0
PDHA1_chrX_19368113__MDH1_chr2_63816486	0	0	0	0	0	0	0	0
PDHA1_chrX_19368113__MDH2_chr7_75686735	62	1	2	0	79	550	12	0
PDHA1_chrX_19368113__ME1_chr6_83947513	785	510	510	715	489	1731	334	110
PDHA1_chrX_19368113__ME2_chr18_48434448	0	0	110	0	0	0	0	0
PDHA1_chrX_19368113__NonTargetingControlGuideForHuman0654	168	36	441	1	10	1080	2	0
PDHA1_chrX_19368113__PCK1_chr20_56136482	579	0	121	0	155	934	0	0
PDHA1_chrX_19368113__PCK1_chr20_56137238	0	113	231	49	0	173	0	12
PDHA1_chrX_19368113__PC_chr11_66638606	331	148	146	203	18	686	58	95
PDHA1_chrX_19368113__PC_chr11_66639617	98	0	0	0	93	0	0	0
PDHA1_chrX_19368113__PDHA2_chr4_96761286	0	121	310	0	0	55	0	0
PDHA1_chrX_19368113__PDHB_chr3_58416382	0	0	0	0	0	52	0	0
PDHA1_chrX_19368113__PDHB_chr3_58416562	0	0	284	1	0	0	0	0
PDHA1_chrX_19368113__PDHX_chr11_34938309	5	29	13	179	0	37	6	81
PDHA1_chrX_19368113__PFKL_chr21_45719969	83	261	250	313	161	362	124	121
PDHA1_chrX_19368113__PFKM_chr12_48501913	1386	1137	2135	1501	370	902	174	901
PDHA1_chrX_19368113__PFKP_chr10_3124604	17	164	521	991	73	47	0	175
PDHA1_chrX_19368113__PGAM1_chr10_99186190	37	17	116	0	62	8	65	0
PDHA1_chrX_19368113__PGAM1_chr10_99186192	0	0	85	0	0	308	0	0
PDHA1_chrX_19368113__PGAM2_chr7_44102497	420	75	851	370	626	891	665	273
PDHA1_chrX_19368113__PGD_chr1_10459684	576	1	0	1	68	93	0	0
PDHA1_chrX_19368113__PGK1_chrX_77369291	0	0	507	0	0	236	0	0
PDHA1_chrX_19368113__PGK1_chrX_77369386	984	262	336	351	616	978	488	143
PDHA1_chrX_19368113__PGK2_chr6_49753896	1230	441	236	27	1545	46	1732	36
PDHA1_chrX_19368113__PGK2_chr6_49754854	0	0	358	0	0	0	0	0
PDHA1_chrX_19368113__PGLS_chr19_17622472	6	1217	437	1716	0	820	0	553
PDHA1_chrX_19368113__PGLS_chr19_17628116	0	0	222	0	0	279	0	0
PDHA1_chrX_19368113__PKLR_chr1_155271174	198	43	687	0	315	579	233	0
PDHA1_chrX_19368113__PKM_chr15_72492920	0	500	441	399	0	720	0	78
PDHA1_chrX_19368113__PKM_chr15_72523284	106	495	1798	59	2	910	0	0
PDHA1_chrX_19368113__RPE_chr2_210867486	0	69	339	90	0	0	0	70
PDHA1_chrX_19368113__RPE_chr2_210880741	1	455	1069	195	2	440	0	3
PDHA1_chrX_19368113__RPIA_chr2_88991246	0	8	0	0	0	0	0	0
PDHA1_chrX_19368113__RPIA_chr2_88991329	54	344	454	518	0	946	0	103
PDHA1_chrX_19368113__TALDO1_chr11_747467	147	18	0	399	91	14	0	172
PDHA1_chrX_19368113__TALDO1_chr11_755937	1096	462	588	494	1934	1176	2263	128
PDHA1_chrX_19368113__TKT_chr3_53263054	0	0	779	0	0	698	0	0
PDHA1_chrX_19368113__TPI1_chr12_6976607	93	0	115	0	43	445	3	0
PDHA1_chrX_19368113__TPI1_chr12_6976836	0	16	439	0	1	0	0	0
PDHA2_chr4_96761286__ALDOA_chr16_30078215	209	21	221	4	891	343	724	2
PDHA2_chr4_96761286__ALDOA_chr16_30078583	0	0	0	0	0	184	0	0
PDHA2_chr4_96761286__ALDOA_chr16_30078641	1	119	672	606	0	670	1	348
PDHA2_chr4_96761286__ALDOB_chr9_104188886	0	44	0	42	0	76	0	42
PDHA2_chr4_96761286__ALDOB_chr9_104188893	0	0	223	0	0	325	0	0
PDHA2_chr4_96761286__ALDOB_chr9_104193156	0	512	643	417	0	422	0	196
PDHA2_chr4_96761286__ALDOC_chr17_26901140	276	34	550	2	0	304	0	0
PDHA2_chr4_96761286__ALDOC_chr17_26901145	9	0	316	0	101	0	94	0
PDHA2_chr4_96761286__DLAT_chr11_111896198	47	0	173	1	51	75	0	0
PDHA2_chr4_96761286__DLAT_chr11_111899333	421	0	311	0	764	81	294	0
PDHA2_chr4_96761286__DLD_chr7_107533653	233	390	381	662	40	86	50	157
PDHA2_chr4_96761286__ENO1_chr1_8928068	0	0	0	0	0	248	0	0
PDHA2_chr4_96761286__ENO1_chr1_8934907	0	28	157	0	0	65	0	0
PDHA2_chr4_96761286__ENO2_chr12_7025649	0	0	307	0	0	0	0	0
PDHA2_chr4_96761286__ENO3_chr17_4855147	252	1284	863	1162	43	448	61	518
PDHA2_chr4_96761286__ENO3_chr17_4856118	0	0	86	0	1	99	0	0
PDHA2_chr4_96761286__FBP1_chr9_97369211	0	0	0	0	0	0	0	0
PDHA2_chr4_96761286__FBP1_chr9_97401589	0	36	0	160	0	359	0	36
PDHA2_chr4_96761286__G6PC_chr17_41052917	0	1	683	0	0	286	0	0
PDHA2_chr4_96761286__G6PC_chr17_41059636	0	0	655	0	1	416	0	0
PDHA2_chr4_96761286__GAPDHS_chr19_36027833	119	0	448	0	305	152	89	1
PDHA2_chr4_96761286__GAPDH_chr12_6644017	161	0	144	0	0	0	0	0
PDHA2_chr4_96761286__GCK_chr7_44189577	0	0	0	0	0	0	0	0
PDHA2_chr4_96761286__GCK_chr7_44189603	0	0	89	0	0	0	0	0
PDHA2_chr4_96761286__GCK_chr7_44228532	0	0	735	0	1	110	0	0
PDHA2_chr4_96761286__GOT1_chr10_101163300	4	876	223	985	0	198	0	501
PDHA2_chr4_96761286__GOT2_chr16_58752127	87	43	189	211	90	157	49	77
PDHA2_chr4_96761286__GOT2_chr16_58768033	0	22	0	0	0	120	0	0
PDHA2_chr4_96761286__H6PD_chr1_9300071	0	303	172	2229	2	966	0	416
PDHA2_chr4_96761286__HK1_chr10_71048482	144	96	727	0	458	1018	502	0
PDHA2_chr4_96761286__HK1_chr10_71048517	1747	514	886	111	1905	794	1291	19
PDHA2_chr4_96761286__HK2_chr2_75061761	369	60	260	44	61	1772	67	0
PDHA2_chr4_96761286__HK3_chr5_176318055	278	0	74	0	595	199	356	0
PDHA2_chr4_96761286__LDHAL6B_chr15_59499219	283	0	114	0	215	738	22	0
PDHA2_chr4_96761286__LDHA_chr11_18418499	0	40	0	0	0	406	0	0
PDHA2_chr4_96761286__LDHB_chr12_21794888	28	1	279	1	0	399	0	0
PDHA2_chr4_96761286__LDHB_chr12_21795002	0	0	790	0	0	7	0	0
PDHA2_chr4_96761286__LDHC_chr11_18436748	1	42	479	1	43	682	32	0
PDHA2_chr4_96761286__LDHC_chr11_18436754	0	45	279	0	0	0	0	0
PDHA2_chr4_96761286__MDH1_chr2_63821628	319	1	361	1	700	390	965	0
PDHA2_chr4_96761286__MDH2_chr7_75677504	0	0	210	0	0	0	0	0
PDHA2_chr4_96761286__MDH2_chr7_75687297	97	604	917	1136	0	980	1	332
PDHA2_chr4_96761286__ME1_chr6_83947541	0	0	1	0	0	300	0	0
PDHA2_chr4_96761286__ME1_chr6_84140670	0	0	652	0	0	321	0	0
PDHA2_chr4_96761286__ME2_chr18_48422222	0	0	664	0	0	540	0	0
PDHA2_chr4_96761286__NonTargetingControlGuideForHuman0039	259	99	277	51	94	259	52	13
PDHA2_chr4_96761286__NonTargetingControlGuideForHuman0095	17	2741	499	5053	88	316	147	2508
PDHA2_chr4_96761286__PCK1_chr20_56136482	0	0	439	0	0	0	0	0
PDHA2_chr4_96761286__PCK1_chr20_56137238	1375	0	0	1	803	137	409	3
PDHA2_chr4_96761286__PCK1_chr20_56137848	0	114	139	47	0	0	1	0
PDHA2_chr4_96761286__PC_chr11_66638606	944	39	276	514	841	344	791	193
PDHA2_chr4_96761286__PC_chr11_66639617	0	0	246	0	0	62	0	0
PDHA2_chr4_96761286__PDHB_chr3_58416382	467	0	308	0	89	214	319	1
PDHA2_chr4_96761286__PDHB_chr3_58416562	0	0	43	1	0	0	0	0
PDHA2_chr4_96761286__PDHX_chr11_34938309	710	2	197	0	417	165	748	0
PDHA2_chr4_96761286__PFKL_chr21_45719969	1128	388	375	1129	910	575	1169	340
PDHA2_chr4_96761286__PFKM_chr12_48528051	0	0	72	0	0	4	0	0
PDHA2_chr4_96761286__PFKP_chr10_3109771	564	37	45	163	180	765	150	17
PDHA2_chr4_96761286__PGAM1_chr10_99186190	0	0	220	0	0	103	0	0
PDHA2_chr4_96761286__PGAM2_chr7_44102518	0	0	171	0	0	41	0	0
PDHA2_chr4_96761286__PGAM2_chr7_44105108	0	0	0	0	0	135	0	0
PDHA2_chr4_96761286__PGD_chr1_10459156	332	1681	151	2495	244	340	423	847
PDHA2_chr4_96761286__PGD_chr1_10459684	61	115	385	259	384	784	525	140
PDHA2_chr4_96761286__PGD_chr1_10459752	0	0	233	0	0	0	0	0
PDHA2_chr4_96761286__PGK2_chr6_49753783	1	0	276	0	1	361	0	0
PDHA2_chr4_96761286__PGLS_chr19_17627020	421	0	420	1	927	255	539	0
PDHA2_chr4_96761286__PKLR_chr1_155271174	1	0	0	0	0	591	0	0
PDHA2_chr4_96761286__PKM_chr15_72523284	216	56	546	20	200	375	100	0
PDHA2_chr4_96761286__RPE_chr2_210874447	0	0	0	0	0	0	0	0
PDHA2_chr4_96761286__RPIA_chr2_88991199	213	22	165	0	777	153	920	0
PDHA2_chr4_96761286__TALDO1_chr11_747467	0	0	0	0	0	0	0	0
PDHA2_chr4_96761286__TALDO1_chr11_755880	0	130	1	1391	0	0	0	638
PDHA2_chr4_96761286__TKT_chr3_53263293	0	0	1	0	0	0	0	0
PDHA2_chr4_96761286__TKT_chr3_53289952	0	0	72	0	0	169	0	0
PDHA2_chr4_96761315__ALDOA_chr16_30078583	0	0	147	0	0	0	0	0
PDHA2_chr4_96761315__ALDOA_chr16_30078641	0	0	527	0	0	215	0	0
PDHA2_chr4_96761315__ALDOB_chr9_104188886	440	146	590	18	163	1034	88	0
PDHA2_chr4_96761315__ALDOB_chr9_104188893	0	0	422	0	0	0	0	0
PDHA2_chr4_96761315__ALDOB_chr9_104193156	173	0	82	0	37	275	0	0
PDHA2_chr4_96761315__ALDOC_chr17_26901140	136	98	279	431	373	249	756	74
PDHA2_chr4_96761315__ALDOC_chr17_26902525	0	0	126	0	0	369	0	0
PDHA2_chr4_96761315__DLAT_chr11_111896198	1039	242	392	504	458	1394	853	310
PDHA2_chr4_96761315__DLD_chr7_107533653	0	127	0	50	0	0	0	33
PDHA2_chr4_96761315__ENO1_chr1_8928068	0	0	0	0	0	0	0	0
PDHA2_chr4_96761315__ENO1_chr1_8930510	88	143	302	40	212	394	164	6
PDHA2_chr4_96761315__ENO1_chr1_8934907	0	0	74	0	0	0	0	0
PDHA2_chr4_96761315__ENO2_chr12_7024987	0	63	186	124	0	0	0	0
PDHA2_chr4_96761315__ENO2_chr12_7025605	404	169	447	526	399	362	379	196
PDHA2_chr4_96761315__ENO3_chr17_4856118	0	0	443	0	0	439	0	0
PDHA2_chr4_96761315__ENO3_chr17_4856126	0	0	0	0	0	0	0	0
PDHA2_chr4_96761315__FBP1_chr9_97369211	0	0	129	0	1	0	0	0
PDHA2_chr4_96761315__FBP2_chr9_97333794	0	0	222	0	0	69	0	0
PDHA2_chr4_96761315__G6PC_chr17_41052917	1	0	509	0	0	112	0	0
PDHA2_chr4_96761315__G6PC_chr17_41055970	0	0	0	0	0	1	0	0
PDHA2_chr4_96761315__G6PC_chr17_41059636	9	0	1	0	29	253	21	0
PDHA2_chr4_96761315__G6PD_chrX_153775081	414	0	695	2	810	185	815	0
PDHA2_chr4_96761315__GAPDH_chr12_6645947	0	0	320	0	0	137	0	0
PDHA2_chr4_96761315__GCK_chr7_44228532	0	184	664	431	0	432	0	94
PDHA2_chr4_96761315__H6PD_chr1_9305104	98	214	183	28	77	366	0	148
PDHA2_chr4_96761315__H6PD_chr1_9305432	0	2	0	0	0	115	0	0
PDHA2_chr4_96761315__HK1_chr10_71048482	274	900	408	2670	13	0	11	937
PDHA2_chr4_96761315__HK1_chr10_71048505	0	1	561	0	0	169	0	0
PDHA2_chr4_96761315__HK1_chr10_71048517	38	17	222	0	204	237	180	0
PDHA2_chr4_96761315__HK2_chr2_75061761	114	18	1272	70	0	552	0	1
PDHA2_chr4_96761315__HK3_chr5_176318055	0	0	155	0	0	210	0	0
PDHA2_chr4_96761315__HK3_chr5_176318178	0	0	104	0	0	206	0	0
PDHA2_chr4_96761315__LDHAL6B_chr15_59499219	249	1474	506	3907	318	981	101	1390
PDHA2_chr4_96761315__LDHAL6B_chr15_59499236	296	44	122	395	240	408	338	144
PDHA2_chr4_96761315__LDHA_chr11_18418076	3	665	88	4724	1	0	0	1713
PDHA2_chr4_96761315__LDHA_chr11_18418383	1	0	456	0	0	20	0	0
PDHA2_chr4_96761315__LDHB_chr12_21795002	238	7	156	0	627	7	649	1
PDHA2_chr4_96761315__LDHB_chr12_21796959	265	0	1	0	505	56	469	0
PDHA2_chr4_96761315__LDHC_chr11_18436748	1695	201	449	191	823	677	946	126
PDHA2_chr4_96761315__LDHC_chr11_18436754	0	578	211	916	0	14	0	515
PDHA2_chr4_96761315__MDH1_chr2_63816486	48	220	63	224	0	395	0	178
PDHA2_chr4_96761315__MDH1_chr2_63821628	576	219	59	1609	388	553	497	659
PDHA2_chr4_96761315__MDH2_chr7_75686735	0	170	199	148	0	75	0	44
PDHA2_chr4_96761315__MDH2_chr7_75687297	0	308	182	511	0	181	0	136
PDHA2_chr4_96761315__ME1_chr6_83947541	0	0	201	1	0	326	1	0
PDHA2_chr4_96761315__ME1_chr6_84140670	0	0	178	0	0	202	0	0
PDHA2_chr4_96761315__ME2_chr18_48422222	0	251	426	374	0	0	0	98
PDHA2_chr4_96761315__ME2_chr18_48434448	0	0	0	0	1	49	0	0
PDHA2_chr4_96761315__NonTargetingControlGuideForHuman0039	2386	2	72	3	1926	698	2853	2
PDHA2_chr4_96761315__NonTargetingControlGuideForHuman0095	1303	1752	670	1761	1348	1370	1067	779
PDHA2_chr4_96761315__PCK1_chr20_56137238	0	0	40	0	0	108	0	0
PDHA2_chr4_96761315__PCK1_chr20_56137848	1	0	0	0	0	108	0	0
PDHA2_chr4_96761315__PC_chr11_66638606	0	228	832	487	0	210	0	68
PDHA2_chr4_96761315__PDHA1_chrX_19368113	345	204	85	358	382	107	86	81
PDHA2_chr4_96761315__PDHB_chr3_58416382	0	77	610	508	0	440	0	135
PDHA2_chr4_96761315__PDHB_chr3_58416562	24	0	182	0	56	157	116	0
PDHA2_chr4_96761315__PDHB_chr3_58419519	0	66	19	0	1	206	0	0
PDHA2_chr4_96761315__PDHX_chr11_34937907	25	916	955	542	39	526	0	153
PDHA2_chr4_96761315__PDHX_chr11_34938260	0	0	409	0	1	0	0	0
PDHA2_chr4_96761315__PFKL_chr21_45719969	0	208	236	106	0	0	0	26
PDHA2_chr4_96761315__PFKM_chr12_48528051	0	0	0	0	0	105	0	0
PDHA2_chr4_96761315__PFKP_chr10_3109771	0	96	389	72	0	506	0	11
PDHA2_chr4_96761315__PFKP_chr10_3124604	0	423	120	461	0	0	0	28
PDHA2_chr4_96761315__PGAM1_chr10_99186190	3005	2	20	3	2923	296	6276	2
PDHA2_chr4_96761315__PGAM1_chr10_99186191	6	0	0	0	3	0	9	0
PDHA2_chr4_96761315__PGAM2_chr7_44102497	1	1247	284	1493	1	255	0	398
PDHA2_chr4_96761315__PGAM2_chr7_44102518	0	0	0	0	0	1	0	0
PDHA2_chr4_96761315__PGK1_chrX_77369386	0	17	25	1	0	689	0	0
PDHA2_chr4_96761315__PGK2_chr6_49753783	110	1	127	83	132	167	56	103
PDHA2_chr4_96761315__PGK2_chr6_49754854	0	0	209	0	1	0	0	0
PDHA2_chr4_96761315__PGLS_chr19_17627020	0	0	127	1	0	206	0	0
PDHA2_chr4_96761315__PKLR_chr1_155264502	44	0	1	0	143	0	74	0
PDHA2_chr4_96761315__PKM_chr15_72492804	0	0	124	1	0	0	0	0
PDHA2_chr4_96761315__RPE_chr2_210874447	0	70	0	128	0	0	0	83
PDHA2_chr4_96761315__RPE_chr2_210880741	323	274	1157	123	22	881	1	66
PDHA2_chr4_96761315__RPIA_chr2_88991246	0	0	210	0	0	475	0	0
PDHA2_chr4_96761315__RPIA_chr2_88991329	1	94	822	0	0	730	1	0
PDHA2_chr4_96761315__TALDO1_chr11_755880	0	0	0	1	0	1	0	0
PDHA2_chr4_96761315__TPI1_chr12_6976607	0	0	0	1	0	0	0	0
PDHA2_chr4_96761315__TPI1_chr12_6976775	0	99	0	63	0	189	0	171
PDHA2_chr4_96761315__TPI1_chr12_6976836	0	0	241	0	0	0	0	0
PDHA2_chr4_96761496__ALDOA_chr16_30078641	1839	1622	2474	2973	1421	1537	1045	1179
PDHA2_chr4_96761496__ALDOC_chr17_26901140	2483	1822	1852	3783	3388	2431	3412	1359
PDHA2_chr4_96761496__ALDOC_chr17_26902525	87	0	533	1	39	155	10	0
PDHA2_chr4_96761496__DLD_chr7_107531707	2828	209	1711	163	1987	2257	1363	20
PDHA2_chr4_96761496__DLD_chr7_107533653	684	586	1249	2566	600	857	814	1392
PDHA2_chr4_96761496__ENO1_chr1_8934907	5	303	662	725	3	348	5	518
PDHA2_chr4_96761496__ENO3_chr17_4855147	317	80	1038	484	926	2550	833	203
PDHA2_chr4_96761496__ENO3_chr17_4856118	126	0	1400	0	28	767	0	0
PDHA2_chr4_96761496__FBP1_chr9_97369211	0	0	834	0	0	22	0	0
PDHA2_chr4_96761496__FBP2_chr9_97333794	0	0	441	1	0	95	0	1
PDHA2_chr4_96761496__G6PD_chrX_153760901	1	0	1140	2	0	1085	0	0
PDHA2_chr4_96761496__GAPDHS_chr19_36024416	827	2634	834	7478	1830	730	1581	5446
PDHA2_chr4_96761496__GAPDHS_chr19_36027769	191	40	534	0	5	203	0	0
PDHA2_chr4_96761496__GAPDHS_chr19_36027833	1093	196	697	64	941	593	923	32
PDHA2_chr4_96761496__GAPDH_chr12_6645859	168	0	1308	0	88	748	71	0
PDHA2_chr4_96761496__GAPDH_chr12_6645947	3191	54	1082	65	1765	1898	1078	0
PDHA2_chr4_96761496__GCK_chr7_44189577	0	0	0	0	0	0	0	0
PDHA2_chr4_96761496__GOT1_chr10_101165936	266	130	619	116	71	2179	161	38
PDHA2_chr4_96761496__GOT2_chr16_58750621	649	2436	835	4732	1213	3506	807	1868
PDHA2_chr4_96761496__GOT2_chr16_58768033	82	272	84	327	667	715	1104	15
PDHA2_chr4_96761496__H6PD_chr1_9305432	313	2604	1022	2469	163	1113	53	781
PDHA2_chr4_96761496__HK1_chr10_71048517	352	5274	1410	12653	659	2248	319	5470
PDHA2_chr4_96761496__HK2_chr2_75061733	0	3	2	1	53	559	158	0
PDHA2_chr4_96761496__HK3_chr5_176318178	1115	384	867	1097	1579	2111	1302	450
PDHA2_chr4_96761496__HK3_chr5_176323146	290	504	3413	1724	112	1449	43	351
PDHA2_chr4_96761496__LDHA_chr11_18418076	0	396	165	566	2	685	0	155
PDHA2_chr4_96761496__LDHB_chr12_21795002	342	818	1367	919	33	2055	45	614
PDHA2_chr4_96761496__LDHB_chr12_21796959	63	0	201	0	127	466	319	0
PDHA2_chr4_96761496__LDHC_chr11_18436748	2130	3841	3344	3986	2593	4040	3697	1594
PDHA2_chr4_96761496__MDH2_chr7_75686735	1040	48	64	2	826	600	996	0
PDHA2_chr4_96761496__MDH2_chr7_75687297	526	1696	1993	3660	646	1727	489	1032
PDHA2_chr4_96761496__ME1_chr6_83947513	5980	2841	2557	4517	3348	3385	2648	1701
PDHA2_chr4_96761496__ME1_chr6_83947541	0	178	886	347	0	964	0	16
PDHA2_chr4_96761496__ME1_chr6_84140670	0	2	1	0	1	300	0	0
PDHA2_chr4_96761496__ME2_chr18_48434448	1	98	522	1	0	679	0	0
PDHA2_chr4_96761496__NonTargetingControlGuideForHuman0654	3392	3968	2762	6154	3436	2466	3264	2772
PDHA2_chr4_96761496__PCK1_chr20_56136482	12	234	969	904	43	1009	0	256
PDHA2_chr4_96761496__PC_chr11_66638606	0	367	105	1821	2	1531	1	1118
PDHA2_chr4_96761496__PC_chr11_66638653	382	810	722	1668	399	1574	450	1324
PDHA2_chr4_96761496__PC_chr11_66639617	0	0	659	0	0	956	0	1
PDHA2_chr4_96761496__PDHA1_chrX_19362137	790	357	55	111	1313	238	1779	51
PDHA2_chr4_96761496__PDHA1_chrX_19368113	451	2015	1027	3908	1145	1238	1078	2145
PDHA2_chr4_96761496__PDHB_chr3_58416562	43	135	4	139	35	234	0	122
PDHA2_chr4_96761496__PDHX_chr11_34937907	1026	801	1635	2124	1264	2157	1688	842
PDHA2_chr4_96761496__PDHX_chr11_34938260	13	2031	272	2233	3	939	4	1533
PDHA2_chr4_96761496__PDHX_chr11_34938309	2534	3857	1408	4882	5237	2463	4386	2317
PDHA2_chr4_96761496__PFKL_chr21_45730903	858	1964	1731	5168	1174	1855	1250	3127
PDHA2_chr4_96761496__PFKM_chr12_48501200	1192	2065	2759	3580	1131	2203	1392	1627
PDHA2_chr4_96761496__PFKM_chr12_48528051	0	7	0	237	0	454	2	40
PDHA2_chr4_96761496__PFKP_chr10_3124584	7613	3369	2819	4230	11293	3846	13164	1658
PDHA2_chr4_96761496__PGAM1_chr10_99186190	1	176	518	23	1	290	0	0
PDHA2_chr4_96761496__PGAM1_chr10_99186192	129	348	53	41	36	383	56	34
PDHA2_chr4_96761496__PGAM2_chr7_44102518	325	95	443	3	476	1910	495	0
PDHA2_chr4_96761496__PGAM2_chr7_44105108	169	1	1287	0	63	118	13	0
PDHA2_chr4_96761496__PGK1_chrX_77369291	38	158	747	0	119	996	124	0
PDHA2_chr4_96761496__PGK1_chrX_77369316	1644	834	1625	1786	1741	1582	1883	568
PDHA2_chr4_96761496__PGK1_chrX_77369386	1840	436	1351	316	1890	1393	1104	122
PDHA2_chr4_96761496__PGK2_chr6_49753783	1706	797	2651	1340	2616	2038	2840	1348
PDHA2_chr4_96761496__PKLR_chr1_155264502	223	904	665	1885	89	724	96	699
PDHA2_chr4_96761496__PKM_chr15_72492920	4820	5707	3837	9508	2643	2285	2132	3082
PDHA2_chr4_96761496__PKM_chr15_72523284	39	422	1500	941	3	968	0	536
PDHA2_chr4_96761496__RPE_chr2_210880741	2749	771	1198	1512	4155	2518	4859	381
PDHA2_chr4_96761496__RPIA_chr2_88991246	233	300	1434	666	186	1967	134	229
PDHA2_chr4_96761496__RPIA_chr2_88991329	3298	910	1813	2394	2374	2611	1586	1348
PDHA2_chr4_96761496__TPI1_chr12_6976775	1536	366	427	303	878	255	560	113
PDHA2_chr4_96761496__TPI1_chr12_6976836	215	30	449	3	212	493	13	0
PDHB_chr3_58416382__ALDOA_chr16_30078215	1	87	733	1	0	626	1	0
PDHB_chr3_58416382__ALDOA_chr16_30078583	0	0	939	1	1	1223	0	0
PDHB_chr3_58416382__ALDOB_chr9_104188886	0	0	368	0	1	399	0	0
PDHB_chr3_58416382__ALDOB_chr9_104188893	0	0	321	4	0	264	0	0
PDHB_chr3_58416382__ALDOB_chr9_104193156	1	240	208	1602	0	448	2	598
PDHB_chr3_58416382__ALDOC_chr17_26902525	0	0	317	0	0	617	0	0
PDHB_chr3_58416382__DLAT_chr11_111896198	28	1	0	0	1	854	0	0
PDHB_chr3_58416382__DLD_chr7_107533653	0	0	353	0	1	241	0	0
PDHB_chr3_58416382__DLD_chr7_107533699	1	2063	204	1714	0	203	1	580
PDHB_chr3_58416382__ENO1_chr1_8928068	0	0	77	0	0	146	0	0
PDHB_chr3_58416382__ENO1_chr1_8934907	0	0	199	1	0	724	0	0
PDHB_chr3_58416382__ENO2_chr12_7025605	9170	1239	1175	996	5402	1357	4739	335
PDHB_chr3_58416382__ENO3_chr17_4855147	1475	85	90	204	2701	328	1529	104
PDHB_chr3_58416382__FBP1_chr9_97369115	1	0	276	2	0	390	0	0
PDHB_chr3_58416382__FBP1_chr9_97369211	0	0	51	0	0	67	0	0
PDHB_chr3_58416382__G6PC_chr17_41052917	537	1	364	0	576	341	753	1
PDHB_chr3_58416382__G6PC_chr17_41055970	14	720	573	510	0	249	0	86
PDHB_chr3_58416382__G6PD_chrX_153760877	0	40	332	1	0	202	0	0
PDHB_chr3_58416382__G6PD_chrX_153775081	125	150	595	111	50	725	17	45
PDHB_chr3_58416382__GAPDH_chr12_6644017	0	444	284	302	0	398	0	265
